ski.	3600	in	soa	a0.nic.ski. hostmaster.donuts.email. 1767661835 7200 900 1209600 3600
ognl8ulettfu898n0ggn91301t5m7hrq.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. kc0ZClGtCswMKC/uIXP6cmhvxMUk3QN8X3bwa+ZfXZtUo60IBMxPi+oszS09mW2YPueOrZmO15QqsyXEBB/f0AZDfxjDDjeL8dGBFgqM/onNqKh2Th52rZ9s8VlIMgBYXcZAcUCK1JynGOoJZId1Pqm92nw3hsdcTb9msp/cxF4=
ohq7op3h9dm87tl0kh782j3furi0bsjc.ski.	3600	in	nsec3	1 1 0 73 OKIHLVRH6L3CHS3TERINR9RDB1STK68H NS DS RRSIG
ohq7op3h9dm87tl0kh782j3furi0bsjc.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. ExnkVnxqcTPZuSpjxvU3u76blM5g5irY78dvMRWLWdxH1PWbUApK55CFTfofTq466AfxKSzfoeMn/bxgo7m5wRkmzi76dcxm1JwOCBifa3TAN4OhnW4BNLHfKaro+vdcr7FrS65lFXbaHKbmlgLDyHSGgStcgUTwVxwkXTf7Wy4=
ojmucian.ski.	3600	in	ns	ns45.domaincontrol.com.
ojmucian.ski.	3600	in	ns	ns46.domaincontrol.com.
ojrzanow.ski.	3600	in	ns	ns4.wixdns.net.
ojrzanow.ski.	3600	in	ns	ns5.wixdns.net.
okemo.ski.	3600	in	ns	ns33.domaincontrol.com.
okemo.ski.	3600	in	ns	ns34.domaincontrol.com.
okihlvrh6l3chs3terinr9rdb1stk68h.ski.	3600	in	nsec3	1 1 0 73 OKNKTCMA7B9991T9M1NJQTCMA07D9MT5 NS DS RRSIG
okihlvrh6l3chs3terinr9rdb1stk68h.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. iP/46XBaqeLsLxIjMCpzKeUXONSfm99BQT5Hsd9Ea36uT7dHvDIir6su4i1PtYCt1Ou1LrIiY3JFupv7EVeixt8A+nIGLPeO/iFIQ7XWisWuyrhKDpC/NUhEQuE+qt/wNnxe52sdgTnsrlsZeCDgboEjDG/oNWAGxZv+fnAEIwI=
okj.ski.	3600	in	ns	ns1.livedns.co.uk.
okj.ski.	3600	in	ns	ns2.livedns.co.uk.
okj.ski.	3600	in	ns	ns3.livedns.co.uk.
oknktcma7b9991t9m1njqtcma07d9mt5.ski.	3600	in	nsec3	1 1 0 73 OLCEN9RKJU6AUBSRECK4RUVLHGLKFAPA NS DS RRSIG
oknktcma7b9991t9m1njqtcma07d9mt5.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. THL6YwgDNYFP7egJTkcaul3DKlCm7SGyYXekW6IJzbDb6K2DjXliiSmaLDH5x+p+nqqzT1JUe1+i8PfF9Wjuj744rPxqzEXi0a0UgdfOEt5TUoLkTwW9KYyFSDt4boikPoH6vOTOmGddKhS/QliA0EDATxgcW9E1Wmvh1im4wKU=
okon.ski.	3600	in	ns	ns-109-a.gandi.net.
okon.ski.	3600	in	ns	ns-150-c.gandi.net.
okon.ski.	3600	in	ns	ns-8-b.gandi.net.
okrasin.ski.	3600	in	ns	ns1.vercel-dns.com.
okrasin.ski.	3600	in	ns	ns2.vercel-dns.com.
okwin.ski.	3600	in	ns	finley.ns.cloudflare.com.
okwin.ski.	3600	in	ns	sandra.ns.cloudflare.com.
okx.ski.	3600	in	ns	carioca.ns.cloudflare.com.
okx.ski.	3600	in	ns	felicity.ns.cloudflare.com.
ola.ski.	3600	in	ns	ns1.dreamhost.com.
ola.ski.	3600	in	ns	ns2.dreamhost.com.
ola.ski.	3600	in	ns	ns3.dreamhost.com.
olcen9rkju6aubsreck4ruvlhglkfapa.ski.	3600	in	nsec3	1 1 0 73 OPQ8PNSB2LN68NSQRSMA29E7458TRHJF NS DS RRSIG
olcen9rkju6aubsreck4ruvlhglkfapa.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. M2d15h51vVRd1NG7jb1Kj+lKmFOpDsZ45f+GrlN/JZID3Vq08Zi23jnHEAMM/eFH0VJy7NIHpo2qOsjxS+EBsNIvKIiCHunNbgxyrMwPIA80nSlD5LI8EWzVlVLKpj8Xa7CK1mA0qqK2pJf8LqK61O0GNx0BkCH7cP0SRVsl49w=
olchow.ski.	3600	in	ns	ns73.domaincontrol.com.
olchow.ski.	3600	in	ns	ns74.domaincontrol.com.
olds.ski.	3600	in	ns	ns-102-a.gandi.net.
olds.ski.	3600	in	ns	ns-16-b.gandi.net.
olds.ski.	3600	in	ns	ns-193-c.gandi.net.
olejar.ski.	3600	in	ns	ns27.domaincontrol.com.
olejar.ski.	3600	in	ns	ns28.domaincontrol.com.
olin.ski.	3600	in	ns	dns105.ovh.net.
olin.ski.	3600	in	ns	ns105.ovh.net.
oliszew.ski.	3600	in	ns	dns106.ovh.net.
oliszew.ski.	3600	in	ns	ns106.ovh.net.
olschew.ski.	3600	in	ns	docks15.rzone.de.
olschew.ski.	3600	in	ns	shades08.rzone.de.
olszew.ski.	3600	in	ns	ns1.messagingengine.com.
olszew.ski.	3600	in	ns	ns2.messagingengine.com.
olympicvalley.ski.	3600	in	ns	pdns01.domaincontrol.com.
olympicvalley.ski.	3600	in	ns	pdns02.domaincontrol.com.
olympo.ski.	3600	in	ns	ns1.websupport.sk.
olympo.ski.	3600	in	ns	ns2.websupport.sk.
olympo.ski.	3600	in	ns	ns3.websupport.sk.
omiecin.ski.	3600	in	ns	ns23.domaincontrol.com.
omiecin.ski.	3600	in	ns	ns24.domaincontrol.com.
on-piste.ski.	3600	in	ns	ns1.safebrands.fr.
on-piste.ski.	3600	in	ns	ns2.safebrands.eu.
on-piste.ski.	3600	in	ns	ns3.safebrands.com.
on-piste.ski.	3600	in	ns	ns4.safebrands.org.
on-piste.ski.	3600	in	ns	ns5.safebrands.tech.
onamae.ski.	3600	in	ns	ns-rs1.gmoserver.jp.
onamae.ski.	3600	in	ns	ns-rs2.gmoserver.jp.
onchain.ski.	3600	in	ns	ns1.atom.com.
onchain.ski.	3600	in	ns	ns2.atom.com.
oncourse.ski.	3600	in	ns	ns-10-c.gandi.net.
oncourse.ski.	3600	in	ns	ns-12-b.gandi.net.
oncourse.ski.	3600	in	ns	ns-66-a.gandi.net.
ondemand.ski.	3600	in	ns	ns01.one.com.
ondemand.ski.	3600	in	ns	ns02.one.com.
onemore.ski.	3600	in	ds	13610 13 2 91DF8110EF6B0ADDBCBCF1F437C883CABEEA570319E5ADABEEA19701C9D40952
onemore.ski.	3600	in	ns	ns1.register.it.
onemore.ski.	3600	in	ns	ns2.register.it.
onemore.ski.	3600	in	rrsig	DS 8 2 3600 20260122155824 20260101145824 25581 ski. dKCgPInohVY2TICLhSY/Q2i1sKsbS6C50fp1KMEiGRcTcWXn/5GrevggrD26WnP6tIafFjX65plWBHXHn2M/jZWkwy60l8iENhu9d9n+7MtFF+kT15jEdsC6djt1tTtLC/2Pf+byBYy3DmjC3kfEd+IQDn7ZgggIF5X3diK0agk=
onestop.ski.	3600	in	ns	curitiba.ns.porkbun.com.
onestop.ski.	3600	in	ns	fortaleza.ns.porkbun.com.
onestop.ski.	3600	in	ns	maceio.ns.porkbun.com.
onestop.ski.	3600	in	ns	salvador.ns.porkbun.com.
onlineshop.ski.	3600	in	ns	ns1.ns-serve.net.
onlineshop.ski.	3600	in	ns	ns2.ns-serve.net.
onpiste.ski.	3600	in	ns	ns1.safebrands.fr.
onpiste.ski.	3600	in	ns	ns2.safebrands.eu.
onpiste.ski.	3600	in	ns	ns3.safebrands.com.
onpiste.ski.	3600	in	ns	ns4.safebrands.org.
onpiste.ski.	3600	in	ns	ns5.safebrands.tech.
onpowderdays.ski.	3600	in	ns	dns1.registrar-servers.com.
onpowderdays.ski.	3600	in	ns	dns2.registrar-servers.com.
oon.ski.	3600	in	ns	dns.technorail.com.
oon.ski.	3600	in	ns	dns2.technorail.com.
oon.ski.	3600	in	ns	dns3.arubadns.net.
oon.ski.	3600	in	ns	dns4.arubadns.cz.
ooo.ski.	3600	in	ns	pony.dnspod.net.
ooo.ski.	3600	in	ns	sapphire.dnspod.net.
oopbuy.ski.	3600	in	ns	dale.ns.cloudflare.com.
oopbuy.ski.	3600	in	ns	nadia.ns.cloudflare.com.
ooty.ski.	3600	in	ns	ns1.daaz.org.
ooty.ski.	3600	in	ns	ns2.daaz.org.
opechow.ski.	3600	in	ns	dns1.p02.nsone.net.
opechow.ski.	3600	in	ns	dns2.p02.nsone.net.
opechow.ski.	3600	in	ns	dns3.p02.nsone.net.
opechow.ski.	3600	in	ns	dns4.p02.nsone.net.
open.ski.	3600	in	ns	ns1.afternic.com.
open.ski.	3600	in	ns	ns2.afternic.com.
openai.ski.	3600	in	ns	mckinley.ns.cloudflare.com.
openai.ski.	3600	in	ns	piotr.ns.cloudflare.com.
openpass.ski.	3600	in	ns	ns-fr.1and1-dns.biz.
openpass.ski.	3600	in	ns	ns-fr.1and1-dns.com.
openpass.ski.	3600	in	ns	ns-fr.1and1-dns.fr.
openpass.ski.	3600	in	ns	ns-fr.1and1-dns.org.
opensnow.ski.	3600	in	ns	ns1kpv.name.com.
opensnow.ski.	3600	in	ns	ns2dfg.name.com.
opensnow.ski.	3600	in	ns	ns3jwx.name.com.
opensnow.ski.	3600	in	ns	ns4qxz.name.com.
opfeel.ski.	3600	in	ds	33053 13 2 3BAFD5EE7BCBC0EDF6351B4FE6E61CC55D98CECD28539D85DF9A3AF527C0C3C9
opfeel.ski.	3600	in	ns	ns-128-c.gandi.net.
opfeel.ski.	3600	in	ns	ns-162-b.gandi.net.
opfeel.ski.	3600	in	ns	ns-6-a.gandi.net.
opfeel.ski.	3600	in	rrsig	DS 8 2 3600 20260122155824 20260101145824 25581 ski. bEgniHLykwF4XiOKXxXeGDrxEAQ0ftIio6+MUikPdfftZHxXGweky4cnp/6ZDD74CjwWWMKfgoh0pyKrIfqsgDJpGmixZuRUuLEFthm9FecYkrJMlmyyjiwfwdHJQhz11HzSfdCVFXbL7Sn0vClGmKWu1lVjDUH7hkRWpSwnhf8=
opleiding.ski.	3600	in	ns	nsn1.mijndomein.nl.
opleiding.ski.	3600	in	ns	nsn2.mijndomein.nl.
oplus.ski.	3600	in	ns	ns.udag.de.
oplus.ski.	3600	in	ns	ns.udag.net.
oplus.ski.	3600	in	ns	ns.udag.org.
oppdal.ski.	3600	in	ds	63236 15 2 C8DA75891124E19DB0B52CBB85F023964134EDF58315D1AB21B7FFDE1E1829D2
oppdal.ski.	3600	in	ds	63236 15 4 40F2144353347596A034DD001F4E2CE246804FD9A23B4ADB72E81E045F07002E5E82C4BD0F6011CA5E223A088E5E77DF
oppdal.ski.	3600	in	ns	ns1.hyp.net.
oppdal.ski.	3600	in	ns	ns2.hyp.net.
oppdal.ski.	3600	in	ns	ns3.hyp.net.
oppdal.ski.	3600	in	rrsig	DS 8 2 3600 20260122155824 20260101145824 25581 ski. S5hs4eOw6Im6zQvG5CBjB6C/lCDt9giTqJuVTgkHJbA9xZ70zj/Cjlqr5qmo8mEpMk/U7Tkjbf8tCK1gPteUYNahSjr5tHgl9swQQtGVlxJvjJhaPJW9uS8gegX8Uoehql6FfWv8wrR02sB/WIlmdmIba9nXLmPkHkk7RBlcd9A=
opq8pnsb2ln68nsqrsma29e7458trhjf.ski.	3600	in	nsec3	1 1 0 73 P05T4DH0GI38B8BK7MNR1ISHSI7666P6 NS DS RRSIG
opq8pnsb2ln68nsqrsma29e7458trhjf.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. U+f7oGaRdY5brHF+sKPSNlBJKH8bO7ev4BINuSD4y6kC9SdhOOQxg9u/ipQwXlrD8nmCA1nJk7VOP6XEI8EiiN1G67IziG4NJcw6miNYNyI63PdVOW48o/8rln3hvDO7LtKY7k5ogOt2XI8415fEZq7+7k1B4CpJq6gDdLW1rlc=
or.ski.	3600	in	ns	ns1.domaindiscount24.net.
or.ski.	3600	in	ns	ns2.domaindiscount24.net.
or.ski.	3600	in	ns	ns3.domaindiscount24.net.
oran.ski.	3600	in	ns	dns01.muumuu-domain.com.
oran.ski.	3600	in	ns	dns02.muumuu-domain.com.
orao.ski.	3600	in	ds	47395 13 2 D0B4E399185F337EB5A42736E22A46885097AA4AAF4113C6711296D88F54535D
orao.ski.	3600	in	ns	ns-149-b.gandi.net.
orao.ski.	3600	in	ns	ns-178-c.gandi.net.
orao.ski.	3600	in	ns	ns-209-a.gandi.net.
orao.ski.	3600	in	rrsig	DS 8 2 3600 20260122155824 20260101145824 25581 ski. ZYZESEIYDXvvt+8M2zpUTruTC5bfWZ5f9j71g7jUaNCr1cfG6gyuRg/ioJdnuonQcgAvjNvWXS8OLMVQkvd7rK6kR78WDEZDZ1bXKKzArmfTEP/fE/AFMTm9vpxuSuUyit6bzXjB4JBkAI2y+BBWQdzS/u/IjfWNvUeq0usKsNU=
orcieres.ski.	3600	in	ns	ns4.wixdns.net.
orcieres.ski.	3600	in	ns	ns5.wixdns.net.
ordutow.ski.	3600	in	ns	ns1.cyberfolks.pl.
ordutow.ski.	3600	in	ns	ns2.cyberfolks.pl.
ore.ski.	3600	in	ns	ns-1005.awsdns-61.net.
ore.ski.	3600	in	ns	ns-1455.awsdns-53.org.
ore.ski.	3600	in	ns	ns-1974.awsdns-54.co.uk.
ore.ski.	3600	in	ns	ns-67.awsdns-08.com.
original.ski.	3600	in	ns	ns1.dns-redirect.com.
original.ski.	3600	in	ns	ns2.dns-redirect.com.
orignls.ski.	3600	in	ns	ns1.nshost2.de.
orignls.ski.	3600	in	ns	ns2.nshost2.de.
orignls.ski.	3600	in	ns	ns3.nshost2.net.
orlean.ski.	3600	in	ns	ns1.hostido.net.pl.
orlean.ski.	3600	in	ns	ns2.hostido.net.pl.
orlean.ski.	3600	in	ns	ns3.hostido.net.pl.
orlikow.ski.	3600	in	ns	root-dns.netcup.net.
orlikow.ski.	3600	in	ns	second-dns.netcup.net.
orlikow.ski.	3600	in	ns	third-dns.netcup.net.
orlin.ski.	3600	in	ns	dns113.ovh.net.
orlin.ski.	3600	in	ns	ns113.ovh.net.
orlow.ski.	3600	in	ns	ns49.domaincontrol.com.
orlow.ski.	3600	in	ns	ns50.domaincontrol.com.
ormin.ski.	3600	in	ns	ns69.domaincontrol.com.
ormin.ski.	3600	in	ns	ns70.domaincontrol.com.
orsatus.ski.	3600	in	ns	ns1016.ui-dns.de.
orsatus.ski.	3600	in	ns	ns1041.ui-dns.biz.
orsatus.ski.	3600	in	ns	ns1063.ui-dns.org.
orsatus.ski.	3600	in	ns	ns1097.ui-dns.com.
ortisei.ski.	3600	in	ns	ns1.incubatec.net.
ortisei.ski.	3600	in	ns	ns10.serverclienti.com.
ortisei.ski.	3600	in	ns	ns2.incubatec.net.
ortler.ski.	3600	in	ns	ns1.register.it.
ortler.ski.	3600	in	ns	ns2.register.it.
oru.ski.	3600	in	ns	ns11.value-domain.com.
oru.ski.	3600	in	ns	ns12.value-domain.com.
oru.ski.	3600	in	ns	ns13.value-domain.com.
orzechow.ski.	3600	in	ns	dns.home.pl.
orzechow.ski.	3600	in	ns	dns2.home.pl.
orzechow.ski.	3600	in	ns	dns3.home.pl.
orzegow.ski.	3600	in	ns	henry.ns.cloudflare.com.
orzegow.ski.	3600	in	ns	priscilla.ns.cloudflare.com.
osin.ski.	3600	in	ns	elma.ns.cloudflare.com.
osin.ski.	3600	in	ns	will.ns.cloudflare.com.
oskar.ski.	3600	in	ns	ns1.dns-parking.com.
oskar.ski.	3600	in	ns	ns2.dns-parking.com.
oski.ski.	3600	in	ns	ns1.livedns.co.uk.
oski.ski.	3600	in	ns	ns2.livedns.co.uk.
oski.ski.	3600	in	ns	ns3.livedns.co.uk.
oslo.ski.	3600	in	ns	ns43.domaincontrol.com.
oslo.ski.	3600	in	ns	ns44.domaincontrol.com.
osman.ski.	3600	in	ns	ns1.dnsowl.com.
osman.ski.	3600	in	ns	ns2.dnsowl.com.
osman.ski.	3600	in	ns	ns3.dnsowl.com.
osow.ski.	3600	in	ns	ns-cloud-d1.googledomains.com.
osow.ski.	3600	in	ns	ns-cloud-d2.googledomains.com.
osow.ski.	3600	in	ns	ns-cloud-d3.googledomains.com.
osow.ski.	3600	in	ns	ns-cloud-d4.googledomains.com.
osr.ski.	3600	in	ns	ns17.domaincontrol.com.
osr.ski.	3600	in	ns	ns18.domaincontrol.com.
ossow.ski.	3600	in	ns	curitiba.ns.porkbun.com.
ossow.ski.	3600	in	ns	fortaleza.ns.porkbun.com.
ossow.ski.	3600	in	ns	maceio.ns.porkbun.com.
ossow.ski.	3600	in	ns	salvador.ns.porkbun.com.
ostachow.ski.	3600	in	ds	4787 8 2 11F3C8AD86A97D2712ACFD8E4C8C6485405882938AE96344A7680A34EDC82505
ostachow.ski.	3600	in	ns	dns19.ovh.net.
ostachow.ski.	3600	in	ns	ns19.ovh.net.
ostachow.ski.	3600	in	rrsig	DS 8 2 3600 20260122155824 20260101145824 25581 ski. i3JPF4ESwD63N+Akp321bC4cqJtuAmZxs79scpXjUZwvFB9Lq1PK14fqMdLfsvQkfPG7Lmo9uFExZc0FiQmfVXW9Vxx3hWtS8sUYlQx+v4jvXlU+pv9R8t+sLJEm7FxmQgDLBi1gLmV2Lszt+I1jmTdwx/uwdyjX8b4NcolKmE0=
ostaszew.ski.	3600	in	ns	bethany.ns.cloudflare.com.
ostaszew.ski.	3600	in	ns	wells.ns.cloudflare.com.
osterburg.ski.	3600	in	ns	docks20.rzone.de.
osterburg.ski.	3600	in	ns	shades10.rzone.de.
osterreich.ski.	3600	in	ns	ns1ntw.name.com.
osterreich.ski.	3600	in	ns	ns2fjz.name.com.
osterreich.ski.	3600	in	ns	ns3dgr.name.com.
osterreich.ski.	3600	in	ns	ns4bfy.name.com.
ostoj.ski.	3600	in	ns	augustus.ns.cloudflare.com.
ostoj.ski.	3600	in	ns	crystal.ns.cloudflare.com.
ostrov.ski.	3600	in	ns	ns119.inhostedns.com.
ostrov.ski.	3600	in	ns	ns219.inhostedns.net.
ostrov.ski.	3600	in	ns	ns319.inhostedns.org.
ostrow.ski.	3600	in	ns	dns.home.pl.
ostrow.ski.	3600	in	ns	dns2.home.pl.
ostrow.ski.	3600	in	ns	dns3.home.pl.
osttirol.ski.	3600	in	ns	dns1.top4net.at.
osttirol.ski.	3600	in	ns	dns2.top4net.at.
osuchow.ski.	3600	in	ds	2371 13 2 8C6936E10E4119A9E68DA131E6DEF406DBE9A9F4F61EB3B6BD8B6080ADD7AF3A
osuchow.ski.	3600	in	ns	curitiba.ns.porkbun.com.
osuchow.ski.	3600	in	ns	fortaleza.ns.porkbun.com.
osuchow.ski.	3600	in	ns	maceio.ns.porkbun.com.
osuchow.ski.	3600	in	ns	salvador.ns.porkbun.com.
osuchow.ski.	3600	in	rrsig	DS 8 2 3600 20260122155824 20260101145824 25581 ski. Z3d3To21Zt8vyH6RdHUtZbc8MwxbwUkuNZ5MO550nhW0qLIFAAxXONJd5AbLqu1TPy6N21cAI513fGLEYCaE7fF5JeLxqpc41rpGyKF4QPM2yw1FxwZI8qJgE8vxSQj8MdDpjea9XkaHr+r4vmUpAH0IRLhrqiKn4LIM3gONxXg=
ot-peva.ski.	3600	in	ds	17230 8 2 A7B497B525DD1143506BD0B8E3907545F344D51C63C2F8000B63C3A9E2DB7808
ot-peva.ski.	3600	in	ns	dns112.ovh.net.
ot-peva.ski.	3600	in	ns	ns112.ovh.net.
ot-peva.ski.	3600	in	rrsig	DS 8 2 3600 20260122155824 20260101145824 25581 ski. QmHE/4cKehkVnBki6KyYI4Q6mk1BUXxAAzimwhG6u8tDv3T/ZuTyfej3TLAIZK9R+bWeQ9fLbwkO3YLMtFHPetLIZ6DKMBmVtlr70qbYvn25RejhL5CPawEun0ZsgUdwUn2XYxY7FyWAB8OIPhj8KFhOUFzsbbl64ExZTswYDn0=
otbs.ski.	3600	in	ns	ns-124.awsdns-15.com.
otbs.ski.	3600	in	ns	ns-1289.awsdns-33.org.
otbs.ski.	3600	in	ns	ns-1644.awsdns-13.co.uk.
otbs.ski.	3600	in	ns	ns-786.awsdns-34.net.
otherside.ski.	3600	in	ns	ns11.domaincontrol.com.
otherside.ski.	3600	in	ns	ns12.domaincontrol.com.
otp.ski.	3600	in	ns	ns0.phase8.net.
otp.ski.	3600	in	ns	ns1.phase8.net.
otp.ski.	3600	in	ns	ns2.phase8.net.
otto.ski.	3600	in	ns	ns1-a.nadns1.fr.
otto.ski.	3600	in	ns	ns1-b.nadns1.com.
otto.ski.	3600	in	ns	ns1-c.nadns1.com.
ottos.ski.	3600	in	ns	ns1.webland.ch.
ottos.ski.	3600	in	ns	ns2.webland.ch.
ottos.ski.	3600	in	ns	ns3.webland.ch.
ottos.ski.	3600	in	ns	ns4.webland.ch.
oui.ski.	3600	in	ds	44552 8 2 11AEC121FDC3049AFFBA4B93C910D7AC3FCB7DA4B7E745EF2A530247BE6E6A13
oui.ski.	3600	in	ns	dns15.ovh.net.
oui.ski.	3600	in	ns	ns15.ovh.net.
oui.ski.	3600	in	rrsig	DS 8 2 3600 20260122155824 20260101145824 25581 ski. J8Kgm4sn7JlNVLZwJ/EbZvBHknVIn1MAR7xot+1JK4ABGOOt0U1R1f+ohmUS8M/A0paNNu+TgGAWqcOE9lMFOn6aBMQg6GGuLbY7giElonAVrMR5itXLaZQzYtmEoLSFxnd8Y3spHrK73/AxkPASbXPr0v+ugkcDlICoHvKK2PM=
ouik-serre-chevalier.ski.	3600	in	ns	nsa.perf1.fr.
ouik-serre-chevalier.ski.	3600	in	ns	nsb.perf1.com.
ouik-serre-chevalier.ski.	3600	in	ns	nsc.perf1.com.
ouik-serrechevalier.ski.	3600	in	ns	ns-1369.awsdns-43.org.
ouik-serrechevalier.ski.	3600	in	ns	ns-144.awsdns-18.com.
ouik-serrechevalier.ski.	3600	in	ns	ns-1584.awsdns-06.co.uk.
ouik-serrechevalier.ski.	3600	in	ns	ns-626.awsdns-14.net.
outdoorbuddy.ski.	3600	in	ns	ns09.domaincontrol.com.
outdoorbuddy.ski.	3600	in	ns	ns10.domaincontrol.com.
outdoorlife.ski.	3600	in	ns	ns1.mysafedns.com.
outdoorlife.ski.	3600	in	ns	ns2.mysafedns.com.
outdoorrentall.ski.	3600	in	ns	dns106.ovh.net.
outdoorrentall.ski.	3600	in	ns	ns106.ovh.net.
outerlimitsbicycle.ski.	3600	in	ns	ns1.bluehost.com.
outerlimitsbicycle.ski.	3600	in	ns	ns2.bluehost.com.
outerlimitscycle.ski.	3600	in	ns	ns1.bluehost.com.
outerlimitscycle.ski.	3600	in	ns	ns2.bluehost.com.
outleadership.ski.	3600	in	ns	ns29.domaincontrol.com.
outleadership.ski.	3600	in	ns	ns30.domaincontrol.com.
outline.ski.	3600	in	ns	ada.ns.cloudflare.com.
outline.ski.	3600	in	ns	hugh.ns.cloudflare.com.
outpeak.ski.	3600	in	ns	isla.ns.cloudflare.com.
outpeak.ski.	3600	in	ns	tony.ns.cloudflare.com.
outside.ski.	3600	in	ns	ram.ns.cloudflare.com.
outside.ski.	3600	in	ns	rosa.ns.cloudflare.com.
oveli.ski.	3600	in	ns	ns15.domaincontrol.com.
oveli.ski.	3600	in	ns	ns16.domaincontrol.com.
ovh.ski.	3600	in	ns	dns17.ovh.net.
ovh.ski.	3600	in	ns	ns17.ovh.net.
ovronnaz.ski.	3600	in	ns	dns1.kesako.ch.
ovronnaz.ski.	3600	in	ns	dns2.kesako.ch.
owal.ski.	3600	in	ns	ns-112.awsdns-14.com.
owal.ski.	3600	in	ns	ns-1134.awsdns-13.org.
owal.ski.	3600	in	ns	ns-1625.awsdns-11.co.uk.
owal.ski.	3600	in	ns	ns-934.awsdns-52.net.
oxbet.ski.	3600	in	ns	ns1.dyna-ns.net.
oxbet.ski.	3600	in	ns	ns2.dyna-ns.net.
oxford.ski.	3600	in	ns	ns1.livedns.co.uk.
oxford.ski.	3600	in	ns	ns2.livedns.co.uk.
oxford.ski.	3600	in	ns	ns3.livedns.co.uk.
oxy.ski.	3600	in	ns	ns-124-a.gandi.net.
oxy.ski.	3600	in	ns	ns-239-b.gandi.net.
oxy.ski.	3600	in	ns	ns-246-c.gandi.net.
oxygene.ski.	3600	in	ns	ns-10-c.gandi.net.
oxygene.ski.	3600	in	ns	ns-145-a.gandi.net.
oxygene.ski.	3600	in	ns	ns-224-b.gandi.net.
oxyski.ski.	3600	in	ns	ns-0-a.gandi.net.
oxyski.ski.	3600	in	ns	ns-246-c.gandi.net.
oxyski.ski.	3600	in	ns	ns-80-b.gandi.net.
oyasumi.ski.	3600	in	ns	kyrie.ns.cloudflare.com.
oyasumi.ski.	3600	in	ns	mina.ns.cloudflare.com.
ozal.ski.	3600	in	ns	curitiba.ns.porkbun.com.
ozal.ski.	3600	in	ns	fortaleza.ns.porkbun.com.
ozal.ski.	3600	in	ns	maceio.ns.porkbun.com.
ozal.ski.	3600	in	ns	salvador.ns.porkbun.com.
ozan.ski.	3600	in	ns	dns1.registrar-servers.com.
ozan.ski.	3600	in	ns	dns2.registrar-servers.com.
ozark.ski.	3600	in	ns	ns1.dns-redirect.com.
ozark.ski.	3600	in	ns	ns2.dns-redirect.com.
ozimkow.ski.	3600	in	ns	keaton.ns.cloudflare.com.
ozimkow.ski.	3600	in	ns	serenity.ns.cloudflare.com.
p05t4dh0gi38b8bk7mnr1ishsi7666p6.ski.	3600	in	nsec3	1 1 0 73 P2K9E27V9AHQ4UADB3NHKI1VMBS44T1C NS DS RRSIG
p05t4dh0gi38b8bk7mnr1ishsi7666p6.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. kR3VjPTLEJH18VC2cILwIdNzIPejB6BpVPvcaaIydPmYfmRxZ5a3c7b7Fm6Gc0uww7dJWafOLx1Rt3LreHfGjeBYfnfHRfU9UZN121gJcWLmfA0VVpdR8MAT9KP9F3NgZxXeDvibA5qWiwInzky1ZXPp6Sq1aN5CO4ZyW40Lh+c=
p2k9e27v9ahq4uadb3nhki1vmbs44t1c.ski.	3600	in	nsec3	1 1 0 73 P4JO4CI7I3TRUIIUSILENS6DH0NM9C8I NS DS RRSIG
p2k9e27v9ahq4uadb3nhki1vmbs44t1c.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. YmS/yqToPTFNFEPafsi3ANoEfmbVuQkCo34m3SkDhndiKEUldmPNo2pf/D1m8PuzK+PQXs4D5OB7Q/X/nBoPzkxmiQV0SzFZiF/vTZ0pvgooVp6FwB2SaSRdUvVwBrbTW5J5HB+d3PeZ+RlsNsuzrb3RQvTIxJnYI9KI+vsWB4M=
p4jo4ci7i3truiiusilens6dh0nm9c8i.ski.	3600	in	nsec3	1 1 0 73 P58GG8UDSNTFPHG4U8JA46HDNVDLUBFS NS DS RRSIG
p4jo4ci7i3truiiusilens6dh0nm9c8i.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. fIfJ5bzQJpbJLK4raOSPU0pRGTMFURKd4XbbANMIjTepBytelc/e8AvOA1YcShCV7Gm46UxWrs26PiRD+L/ur3Acvp49YUwDKS4Z2mIeYPOn8/sIK8sNBacqKK9iwOMgEXZm/Bu3W4cUhPCpFWqMBC0CEulIK5leG5hcmNP/lCs=
p58gg8udsntfphg4u8ja46hdnvdlubfs.ski.	3600	in	nsec3	1 1 0 73 P5TLEU88SB7LON7AQUDND2PJL0196G20 NS DS RRSIG
