ski.	3600	in	soa	a0.nic.ski. hostmaster.donuts.email. 1767661835 7200 900 1209600 3600
72qkuf5p3rjolspiffjp2jfbuu8fp6i7.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. eZ/YLqpvMc5l3pxVIbh965hqYTT1i+BVVz6uGStWOxceDwKB/cbh7dD6CeUEEAsUwY/Qm75KaYM2CEBKKZLN22+d9j0f/G85JaDnNTcoumw9IbV+qV1ooj+5bIVdsc3VsMMzampr3rcUkhusDkXt59MvJMnlCEFOiXxtWu0QAs4=
72t36h8fcepfdfgflm4pfipfem3d0kfu.ski.	3600	in	nsec3	1 1 0 73 74P9VA9VVP1CMENRROM1NUEU8UPM2V5I NS DS RRSIG
72t36h8fcepfdfgflm4pfipfem3d0kfu.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. AB2zoMVYVdFjXoKuCVpgRqY2QBXG06c49wRzeNUbrzmi87DyEjEJVf6R1Hlwjz3MzH60jxo7z2sxwolhQfjBTTXSkjV5WvjLXGTAc0jc7/ATdE9uCezEj7leogBNtDfMO9QKABWRxoWVcCPv9nEW7FD1s5wYN2R6RKr1PoELHng=
74p9va9vvp1cmenrrom1nueu8upm2v5i.ski.	3600	in	nsec3	1 1 0 73 754KAS17LVM51RLF87P1BN1NSQPF57GC NS DS RRSIG
74p9va9vvp1cmenrrom1nueu8upm2v5i.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. MI5Io7/RYl7gXRisa0mVtov3ydl/L5yOnCGWO9IQExgRG244lcXZ6qbtrqetnPC5eG50QyyHMBdprVmnjXej3ibxKM+CiqkVSPz79bMLHquql6qa2hyo1Folf2zONTJ+18/NZ8nZSy1oBf+9WR7ZzF+akLKk6xy4aU5bHMMtDm8=
754kas17lvm51rlf87p1bn1nsqpf57gc.ski.	3600	in	nsec3	1 1 0 73 78SQQMP0O66R8LTJI5VQGCVPD00H92I4 NS DS RRSIG
754kas17lvm51rlf87p1bn1nsqpf57gc.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. NqlpIH0fyNmsnCmjPRKlw6wWb9uuw1qE27w5dM7uRkNQuHvYWfF3umeRlcgRXd5CznRoWu+Jk8YAkVeJN2oyrjkjeiVZTMOqNJ3lHCrnwmixLxgN51MVjZdTYlrRKhsMiuw5cUAPfn+8AG5ddzByzSj60WRGp1cgtg8+vCgFPSY=
7777.ski.	3600	in	ns	dns11.hichina.com.
7777.ski.	3600	in	ns	dns12.hichina.com.
77win.ski.	3600	in	ns	5579.ns1.abovedomains.com.
77win.ski.	3600	in	ns	5579.ns2.abovedomains.com.
7811.ski.	3600	in	ns	v1.xdp.dnsxdp.com.
7811.ski.	3600	in	ns	v2.xdp.dnsxdp.com.
789club.ski.	3600	in	ns	arely.ns.cloudflare.com.
789club.ski.	3600	in	ns	zahir.ns.cloudflare.com.
78sqqmp0o66r8ltji5vqgcvpd00h92i4.ski.	3600	in	nsec3	1 1 0 73 7CE3Q1TVKAKRBQ0C4BEA9DHH4IL78VTI NS DS RRSIG
78sqqmp0o66r8ltji5vqgcvpd00h92i4.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. c2Zn+ihNbs4AgomVoE/WuNMq90upMwcxYm20VX0UeJs6YwDwCcdh5NFCS1H2IERbp7FJwgnni29n6BHkfiOcIHBiU2d2Q02hccpSew3rnsXlnxeOXaBJbsYE9xIP6ViBMFqIKM3R2LzTaVI47970lzimwtldugWslf7kuylwPOI=
78win.ski.	3600	in	ns	dns1.registrar-servers.com.
78win.ski.	3600	in	ns	dns2.registrar-servers.com.
7988.ski.	3600	in	ns	ns1.dnsip.com.
7988.ski.	3600	in	ns	ns2.dnsip.com.
79king.ski.	3600	in	ns	fatima.ns.cloudflare.com.
79king.ski.	3600	in	ns	fred.ns.cloudflare.com.
7ce3q1tvkakrbq0c4bea9dhh4il78vti.ski.	3600	in	nsec3	1 1 0 73 7E938JV3KNNMV4V4CR5IAAR92VRGI20F NS DS RRSIG
7ce3q1tvkakrbq0c4bea9dhh4il78vti.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. dQzZV6FsjYEDf8gQYSkuX1Z9AWqYHDRA7MgJLJbD0Zpqzm19R5csFBzP0bk6uQkybrKrgUcwcnt1cMLbzEiwtcu+ZFix8GC9qBe59NMgtoOudEOyJhX1TjyoJC4WkjagC/wLS2KxWmp72lBPz+29WDm8p4rUy89iPXy1JWxXvRo=
7e938jv3knnmv4v4cr5iaar92vrgi20f.ski.	3600	in	nsec3	1 1 0 73 7F30O1SC08DFJ3HD99MQCAFQ67M3U1M4 NS DS RRSIG
7e938jv3knnmv4v4cr5iaar92vrgi20f.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. SxEd/1UzuD1E93MIyinwJ0uRrwk3RObBb10PNkJvu2Ra6LIiee/8qJOURWKeTPkfAfIdoxdXR/suY7MP15utGZVcsImq6w04odj3ZjVu36SF52kaO/IY2Chkt8eSGa85uUYOwJWGF6NLCxY9TnbMJd/rR8otc3iXxeYInBO3XDY=
7f30o1sc08dfj3hd99mqcafq67m3u1m4.ski.	3600	in	nsec3	1 1 0 73 7FAOUV19S0M2OKI9FCK1B760M18DA2B1 NS DS RRSIG
7f30o1sc08dfj3hd99mqcafq67m3u1m4.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. eUM1lSh0DcFgIKKIrmQWwIZt4M8GSZtOsTmXFZl3a7a/FvbGUW1ZgurXStfeX/nSgsZL5Iy52UvOeaTy/4aEjo/DNNg/HTDI9vpXQ3vA0L5zZ+8qdDKcQccAPliKcMtwSjRa+SVW8Tae1W6Rp2AzH+jbOrkDjmycRIqJ95tYIGo=
7faouv19s0m2oki9fck1b760m18da2b1.ski.	3600	in	nsec3	1 1 0 73 7FVU73B6PH561GNN6OF0E33N66DF436R NS DS RRSIG
7faouv19s0m2oki9fck1b760m18da2b1.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. ke0pkCRtOtF5DiwMaDAzvzzamZAHJOF2hXb4u6XOSkBvFfttNy1NwlRszZ7ru+TH/xTMUhN09K7gIz/VfSxn1PEqLiDwsAwo6FgXmGo9sOB7hi0V2YAKEfl6X9fTg1S1pUKyAAfGZOWUhGtDd0wldM+tCU+/GD3wpQbbE4bkRK8=
7fvu73b6ph561gnn6of0e33n66df436r.ski.	3600	in	nsec3	1 1 0 73 7ICG84FCURRF0V7GRVDO33UATG9OCB39 NS DS RRSIG
7fvu73b6ph561gnn6of0e33n66df436r.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. GDS85NhcMqNsy+piy2Q0cvE0E+F7vzdLPcHwnp8U7uqD0DGML/4cACvlACfRVD5JsKkqPk6EudsZfGltHurOaWDzB0HtcWCDcQ/PsQ0nc3k/mzax2u7qBj2i6gSVEjM8t4nflV/CrFuCq5/a7sijflJEwS4cj3px1qWD9H/g8Yg=
7icg84fcurrf0v7grvdo33uatg9ocb39.ski.	3600	in	nsec3	1 1 0 73 7IF2SBLO16BK7HPJILU0KCLKUEOJ5FDV NS DS RRSIG
7icg84fcurrf0v7grvdo33uatg9ocb39.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. N9+Ere+ajgV1CcDusY4v5uihYEE13fK4iEK4nkSKkGLsLcq76t5KkcsLAvopbVenU2YusKUSGlMZVRYQAdPjXIZYVJxAW0CpCpmsgXYhm5K7ks4HNqZbN6bsSH7jDRxKhhWU+OB89AIOdyQHm5MqJtcBH5wF7REueKoeyZ0yiYc=
7if2sblo16bk7hpjilu0kclkueoj5fdv.ski.	3600	in	nsec3	1 1 0 73 7ILK3BP036AV9DPDSU5DQH503MIN7AR3 NS DS RRSIG
7if2sblo16bk7hpjilu0kclkueoj5fdv.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. TZTViPbzfdzGYFHS39t3zqf+GGTbkVr44nyhB9H6ycf+NH1dTTsctJdAwwF+QuiXOkbqdmvU1Wtkg7R3jgEiY7KKM1z2J3YFbkLvzrPWCnBfcdx9FeOxghSHoF4iNq30iE1Wi46d9SXHokcq5Q97Z8bW/WjQ+ZpmRRMb8MZrMYY=
7ilk3bp036av9dpdsu5dqh503min7ar3.ski.	3600	in	nsec3	1 1 0 73 7J4NQH24M7C86KNMAVF50GV8JHRCBCJ6 NS DS RRSIG
7ilk3bp036av9dpdsu5dqh503min7ar3.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. JWfNvWLdmK5PhSFXLtU0V9jMDba3N6Lh0WypvVcKBA0IsIq+vIT2zALAr3TbMz5VMtPoIr/XfEImzN9D6wYacGAv0HH52cjpGEhBOSb/I636x7M+CQBKSjumrbl6POaBsawA3Ke6gXbpZjmNzPKEqpgbtES4T+o1GbsWVHK6nSI=
7j4nqh24m7c86knmavf50gv8jhrcbcj6.ski.	3600	in	nsec3	1 1 0 73 7JBQPR9NKJ12KPSQ2ARM3T4G68O783A0 NS DS RRSIG
7j4nqh24m7c86knmavf50gv8jhrcbcj6.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. jF1GW6wBCfaB9gZgkUZ4S5MFv/mvE+JvpB0fb889WFMu9I8fvIXLTi8sU7AWsg3He8dznpL0HjYnGnSaylcX/GBy5mK/YkLzW9a281GjFXZL4BBYzE942GEomb/OaTbyBCZqunQrTR88dwW9q+KKhQDcSJ8AiQgKWyC6sBOFNbM=
7jbqpr9nkj12kpsq2arm3t4g68o783a0.ski.	3600	in	nsec3	1 1 0 73 7JQTQNSSBHIO5Q290909E4ILOOG3EMG6 NS DS RRSIG
7jbqpr9nkj12kpsq2arm3t4g68o783a0.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. cUoHeqnbJi+krL5aEADM4AM2T6WW4b5PIh7hGvWYg7EW/jaQK0LFgovznULszn6glRTdwA0E8zZSM19T94XutCfFgc8xYPgwI2qPfQEJAy35LzB1c6uNpvO0F2acP3Ly2sa2nvFOPVzAEStwWTkFPaPirIgX77nKj9bieCplUIo=
7jqtqnssbhio5q290909e4iloog3emg6.ski.	3600	in	nsec3	1 1 0 73 7K50T3VQF2C901UQI1L1RD9V0CIC0KN4 NS DS RRSIG
7jqtqnssbhio5q290909e4iloog3emg6.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. iUODIqyyYimw7gmnwnEMQy7WgYSruV+sIZXWFG4iNDkCQvK2oIIiorX/glQt3roQAX7JBuwIqdFp0SnKpkDUQmsgkonzFGQ6xJt8WJvWk0XgwM6xL+QD6OF9+8ORJFCZaZKQRh3hzNLcDjUTKG27PYVCxmHC/dVFETskJR5BGlQ=
7k50t3vqf2c901uqi1l1rd9v0cic0kn4.ski.	3600	in	nsec3	1 1 0 73 7KE68KDSCE0H5VS8H3OLGS3H97PT0U1H NS DS RRSIG
7k50t3vqf2c901uqi1l1rd9v0cic0kn4.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. MQKeARIhWt4ofjBuxky60Sk5SWTq6Fl9n7YoSQAjTMBRrDEtjHZpAfUXRYNctT7JbyhC2mQnDbHt02E46VRLH4Qlmrxezusq2I6S2xR9+OmYFllXKTyBjYN/BQpxQJsgZ5Z+SoSwrkRrcc+54LS9MwUmP1nZhe3xNt47Zoy6A9Y=
7ke68kdsce0h5vs8h3olgs3h97pt0u1h.ski.	3600	in	nsec3	1 1 0 73 7L85U89U1PB259L28S8IU9RULUPNGBRU NS DS RRSIG
7ke68kdsce0h5vs8h3olgs3h97pt0u1h.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. KiqOoFS/Cg3Hzs682KnkQdGZYNjDthNRidE7roYAXODaVavvjOQnlgh+ES15yfuzhL80zh+6EeTxPhqzuo2pCBHaO4zO8pt284vHl69UHpl4yxdrZelHug+KsYP9RcFjvTZ24IpXu2HAV1JqxF5H0/lU/tlVDnENSgNZYVygLZk=
7l85u89u1pb259l28s8iu9rulupngbru.ski.	3600	in	nsec3	1 1 0 73 7L8NQ3T37J1B5TE430P3JOHDCNJST75V NS DS RRSIG
7l85u89u1pb259l28s8iu9rulupngbru.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. OkIwlk7Cz5VugvQRqxL/BZwhWQAipFrnD8b8rIlZBe1qyz6E+pYwF6m6EDnNiBp/lTMTSo5e2CaUj5j6nXWrhnGvyqgKJ2Jyb06hWl/twsj47bhz39oIqwSze3YtYNLdojEHgEC1lrhHwm6UW96jvE8BKnvMEd/EpQ8RIy5VIDA=
7l8nq3t37j1b5te430p3johdcnjst75v.ski.	3600	in	nsec3	1 1 0 73 7M25E0M39L3PC69M4OGSFO2179DV05C3 NS DS RRSIG
7l8nq3t37j1b5te430p3johdcnjst75v.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. Wt6bqxNPHTor/M+ZkMl0VynYeB3hawsVjNNQyW0DJ/MwgoQoZUcLnwpqC6bbAjMsTNuaSWUVkJNgBtC33fXBDTHF7N6Vqeo65N4W9DWuwEUJ8gJq1MAyUF0uAelyQTSocgiJdKB10GSgWkyqRcHvEwFBRTXT2kG2ADBqc1/g4TA=
7m25e0m39l3pc69m4ogsfo2179dv05c3.ski.	3600	in	nsec3	1 1 0 73 7MLASJN4ADFV5AUCKOIE92S8LJ65L1GD NS DS RRSIG
7m25e0m39l3pc69m4ogsfo2179dv05c3.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. PTJezSS0cREJ8X04fGWYfpzfppeZkhXARC8CghfdR1wTbiuGTKZlRn/psj4ZzbHVTnfxWT8wwnqt4IjsfDUXO94l6JgKfOFpvg3hBzymYa1JOULOeTilPT/38ef6VoQqdVSR20DnGLCb4zTEGbacXmnF6NHKNzReUl61/4KxeDg=
7mlasjn4adfv5auckoie92s8lj65l1gd.ski.	3600	in	nsec3	1 1 0 73 7QGQBAHBQUALPD1MMJOUU0DONK3K7O2S NS DS RRSIG
7mlasjn4adfv5auckoie92s8lj65l1gd.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. d0736MA7arHxveWW7JzJqZbmwosLkFHkqP5MDyN86Co9gct4q82dVMhZH4cDjBXR+18OdfhK2d910qIwkzO1KjelWS97NT8QlNbv5Qvsu8pPrEr3ZK1RjTSb7EcXQOZiK68F/EPdRXkkdlrSTxlDAyCQMqaRdbY2Ppnvd1KQ+Uk=
7movierulz.ski.	3600	in	ns	ns1.dns-redirect.com.
7movierulz.ski.	3600	in	ns	ns2.dns-redirect.com.
7qgqbahbqualpd1mmjouu0donk3k7o2s.ski.	3600	in	nsec3	1 1 0 73 7SBTJ2R1I8QRA1LGPJ0JVON9MATTK6K2 NS DS RRSIG
7qgqbahbqualpd1mmjouu0donk3k7o2s.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. VkkSK9bMTzdbKKBXe6/e9VcoqpIW0JJroW3nR6pZkFrUYoWzQfh1oOdKhuqBpCvRroUTV8OFJsIWy1Lin7T23FWS2+fcSRtFj43FZ00Vh/L0+WuEM/grYP9RBAQjbM1ExKn+4D3vjchSBCrKC0hT8d38oqh9XB+0Ut3XVXWiBz8=
7sbtj2r1i8qra1lgpj0jvon9mattk6k2.ski.	3600	in	nsec3	1 1 0 73 7T2RV1NONTBK4H4AST54P6R680986JLC NS DS RRSIG
7sbtj2r1i8qra1lgpj0jvon9mattk6k2.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. JjrR9w6F/iLMxhKeGgI4TFGJTTzw2D5WbxZAoYLaBjVwcfJS0HCSQyCm4q0tCa5b3aqsaDRIjYCAh0PmkW0YY956c58hi4aOGRG9ATC/pQBUSDYqIa5+vwput2/qMpu4y/NnpwqpCVIg1OKT9r9gl+WhnqyQ/zSPMIRMO6AFhgo=
7springs.ski.	3600	in	ns	darwin.ns.cloudflare.com.
7springs.ski.	3600	in	ns	lia.ns.cloudflare.com.
7t2rv1nontbk4h4ast54p6r680986jlc.ski.	3600	in	nsec3	1 1 0 73 7T9N6ECVIT25LV46FK04O0FCJO0BBM3O NS DS RRSIG
7t2rv1nontbk4h4ast54p6r680986jlc.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. Ee859kSbOBm1xDv/yFY/mpUkXLj9M46U/oKv6JYk2uLRs+mkjKzatww6lJoO4MvbJtTgd4osuMj+lSZ//Kkyz44C4sHHaHARfPjLhZx4kMLS1pBjNyYZR5JFdkpqBYLPK7BTZkfxM37pct+if2j8A7eF5bXE/xmrGKXK8aRrTS4=
7t9n6ecvit25lv46fk04o0fcjo0bbm3o.ski.	3600	in	nsec3	1 1 0 73 7UMNNSIMPJTPSRA9D839RF43MP80D3CG NS DS RRSIG
7t9n6ecvit25lv46fk04o0fcjo0bbm3o.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. XrP56vcFich49zOPw9n0M0Zdv3jOxbyCfy9Et9nvheg7GS52YNTpGm3XPxaNtRyvfGFmLN4JwU8Ubu3LxGkVPcvw+fLVYBqbe7lXd1KzGWyyfZwDjY/VSVSucnW0XiaHW6SH84SyDnGa/xdliQjvNbtBsBp6stgX3B8Y62/MPrs=
7umnnsimpjtpsra9d839rf43mp80d3cg.ski.	3600	in	nsec3	1 1 0 73 7V2R70HP2HNIC4RP98EIS0BVAQJGNQBV NS DS RRSIG
7umnnsimpjtpsra9d839rf43mp80d3cg.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. HFWqVT1T6cMMpkDNqjoxy2p+QGWRZRLgd/oLsBCJwCqH70VE/LKwp3FqFAsWbAyIXySoepdj1BUvT4FYDElBpXW/J/cbBsR2BGYyJyOU7bJjeq//OeXRGk+ixh6DX/fw/KoUtltzSC7FYJly7BUHd6APNta00jFwYLVNSEZiupk=
7v2r70hp2hnic4rp98eis0bvaqjgnqbv.ski.	3600	in	nsec3	1 1 0 73 80NQIS4RTC7318VF9DE0GBCL0N4IKDTC NS DS RRSIG
7v2r70hp2hnic4rp98eis0bvaqjgnqbv.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. iP2rSjjXoFRmkkdwflEsdK8FrEOH+2h8qtzt488XlzY+wbgUvX7+BryNHEdOfz0rNgGUZEOdH+LV2K+fGr/iSlnv2ZWN9LjZvdQNM/6hyAo9FSUvLgK5dDxv5UqgOG65PobGBANvMz32fJibydWx5Yqn+Z2O/Dd/hN59Z++TR5A=
7versants.ski.	3600	in	ns	ns1.penseweb.com.
7versants.ski.	3600	in	ns	ns2.penseweb.com.
80nqis4rtc7318vf9de0gbcl0n4ikdtc.ski.	3600	in	nsec3	1 1 0 73 84DIJOPU6T7HQBMTF052FLBL0QEE9DE6 NS DS RRSIG
80nqis4rtc7318vf9de0gbcl0n4ikdtc.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. HybNGRxqQ7M0ivuJQpeZwOYDYMDslDRAJn3i9m/HbcI/w4B7fuZ2cUz9ncm0P3zNVMq2lj8sjEpGBqJKG6q1KDCMH7lImuOpQMdO9UV40aol45uadvAmcrKoQutblKF4A103+WF/8q9a1iyNLkJQVvafRQbj6kjOiDGpKNf32/0=
819.ski.	3600	in	ns	cns1.dnsprive.com.
819.ski.	3600	in	ns	cns2.dnsprive.com.
84dijopu6t7hqbmtf052flbl0qee9de6.ski.	3600	in	nsec3	1 1 0 73 87D7KJD02MFEGNGEPBFH99VCBAUVR10R NS DS RRSIG
84dijopu6t7hqbmtf052flbl0qee9de6.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. KSgORCrwNHtoCuyhWGKrUA5R4DU39pHBlvqCrpHT4W8mRco94eyh+xW/mKDRVCsw6f0+jyzsGfN1/TNxV//pubCXFF0UTcNdCBgmN57/LDSWpG8AMzRBWF79d4eFchHqfvyFjDp0aIfgC8k5nf/fQRotCMrPxUWU8Gplw7t+lrI=
87d7kjd02mfegngepbfh99vcbauvr10r.ski.	3600	in	nsec3	1 1 0 73 8B4EVNETJ6GB37P26TLHR4RIDMJVH9DR NS DS RRSIG
87d7kjd02mfegngepbfh99vcbauvr10r.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. C3SSqu8jp1l6xTv2grDq4+lPxVEzCzEC7p1GmwnY5kS5wL0cWq/qRIW9DcXCXGrq4JbqD0VqkcCvS2OUc3vFZE+gxA5n+4m5Qp/5JHIvydu5yJMnHFDjsDNYB+uD5WuOX/8M6121KxUaJ6Spo0lqWYBUOtTL5VfjyfNtS2prnj0=
884.ski.	3600	in	ns	ns1.value-domain.com.
884.ski.	3600	in	ns	ns2.value-domain.com.
884.ski.	3600	in	ns	ns3.value-domain.com.
884.ski.	3600	in	ns	ns4.value-domain.com.
884.ski.	3600	in	ns	ns5.value-domain.com.
888.ski.	3600	in	ns	ns7.alidns.com.
888.ski.	3600	in	ns	ns8.alidns.com.
88888.ski.	3600	in	ns	dns17.hichina.com.
88888.ski.	3600	in	ns	dns18.hichina.com.
888b.ski.	3600	in	ns	ns1.dyna-ns.net.
888b.ski.	3600	in	ns	ns2.dyna-ns.net.
888starz.ski.	3600	in	ns	dns1.registrar-servers.com.
888starz.ski.	3600	in	ns	dns2.registrar-servers.com.
88i.ski.	3600	in	ns	ns77.domaincontrol.com.
88i.ski.	3600	in	ns	ns78.domaincontrol.com.
88m.ski.	3600	in	ns	ns35.domaincontrol.com.
88m.ski.	3600	in	ns	ns36.domaincontrol.com.
8b4evnetj6gb37p26tlhr4ridmjvh9dr.ski.	3600	in	nsec3	1 1 0 73 8COILOK7L52LH7V2UJ1M0EQ3UIQ1Q6D7 NS DS RRSIG
8b4evnetj6gb37p26tlhr4ridmjvh9dr.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. VxSsKQXRqz+eTpLsW3TmKXVypzT4//b/EzX2vd6J1lg51IO/9LdEvH5NHctD2ffOAtCfrXanMXGXdA5jnSkLijnJYILd3ztVnvGf9O2gWM6F4vnvpecJ7N95cNWYkSCISn1HvlDzPYI/qEMEW+SOfjZ2kHMS9LtMLq14nt7wuRY=
8coilok7l52lh7v2uj1m0eq3uiq1q6d7.ski.	3600	in	nsec3	1 1 0 73 8GADFR6405UM76C5NEN7D6BK1NOUFICD NS DS RRSIG
8coilok7l52lh7v2uj1m0eq3uiq1q6d7.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. AfxoQDLp9EPsIyqtG2N5nsAqhlFyg4D+6TnY+s/yxtgYDC6lBmzciieYPz+sYD36wevtE1p+M0fesku4Fd+p0hGF20E0JhWB93F3I4m7x7qvSw/J9zoOabCUrkqQPK4uuqz9Pv8/IFBz5Qat+7w2iwzTCjRdl9lIeXpEp8c0S+U=
8day.ski.	3600	in	ns	ns1.dyna-ns.net.
8day.ski.	3600	in	ns	ns2.dyna-ns.net.
8gadfr6405um76c5nen7d6bk1nouficd.ski.	3600	in	nsec3	1 1 0 73 8GG3QEASUPOGBBH0KO7RIB55951L45BU NS DS RRSIG
8gadfr6405um76c5nen7d6bk1nouficd.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. FTexHpUo9lMMreivQG78vR6Tr63r78MRSdZXNwnNX8IJBriyG0ybygFei8dCheOgggeUiij6xTMH9YjkhxNWcY1sR55Je8sTppLDXNG6Wa5L36101Fz05Kovj2smDjTJChFY6lYZn3eUjubrdq42Qp2jFuC8Xajk0CXS5rKtXCo=
8gg3qeasupogbbh0ko7rib55951l45bu.ski.	3600	in	nsec3	1 1 0 73 8I2OAM5203QN1LTFTI18DQB9BO36MR68 NS DS RRSIG
8gg3qeasupogbbh0ko7rib55951l45bu.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. Y4xl34kVA/zc5bTG1U6R3v/I1ET6rgigycT1rnSRrnIxf/9dfxbsSY/jQutVLxB1GJB9NTtBy42JCg4b6R2xZhISt0V9jg5Xj9qDatJu4lIfJgjhdDqx6F7ZbwM2AqOEpsNInf+RAyebkWcXw4SQmE2ORiz8EydIztoRQvfuaaI=
8i2oam5203qn1ltfti18dqb9bo36mr68.ski.	3600	in	nsec3	1 1 0 73 8I8NQRADI8G7KRO0P22HHAEKQ794IUC9 NS DS RRSIG
8i2oam5203qn1ltfti18dqb9bo36mr68.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. E2EXVIk9LEMcwarWO9sK8PL9Bz31XEOElqGfP1NKD2j8hZCtH1tEl5/Z9Z5t5hnhvY4INmtRWpFiWG4tyiVQt5+KQS9cFRg4AP0mrMS2A62YD6Y6QtiVEZFxydrUEhwi+SNicQcpUEBdDflm+8TXYabMuqJl3NA7khS8qFlrkjs=
8i8nqradi8g7kro0p22hhaekq794iuc9.ski.	3600	in	nsec3	1 1 0 73 8K6JHV9F3AL2SK5QS43N4NT2PCMR6B1J NS DS RRSIG
8i8nqradi8g7kro0p22hhaekq794iuc9.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. GUEwI0EhKJDmeEMJDJJ8qM9U3UAbwyjCl1IV8/+F6JGN9vhxT5B8WhsXvMWwArfHST4Zmfb6nLy4lpTPUa52AQFT+aYWoL2eEp9LpCuh7GWO6dhIgFdNsTK9nVVUsZerbwuq5DCk1/JVYQPnBVscbMti6hy6xIz2D5rYsUhz2+A=
8k6jhv9f3al2sk5qs43n4nt2pcmr6b1j.ski.	3600	in	nsec3	1 1 0 73 8MV8IV79TISVTANB2INOGUAPA5FGVJJQ NS DS RRSIG
8k6jhv9f3al2sk5qs43n4nt2pcmr6b1j.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. MOLRyERJykp3MRl02mpuvIWG10S7273XgggMxxnGEzTkf0b/Vxc7ywZfqhixUOIugXNqrIu+5JlAP4aJ0cqVIaY43oWqyt8PBqT52umm+nf8MgGgZ9pTtAKZ0XxSW6Aro1TfVw4tX9+HNyg550iP/CoBJRiIwyKN2sAyLw+vmL0=
8kbet.ski.	3600	in	ns	garrett.ns.cloudflare.com.
8kbet.ski.	3600	in	ns	lisa.ns.cloudflare.com.
8live.ski.	3600	in	ns	ns1.dyna-ns.net.
8live.ski.	3600	in	ns	ns2.dyna-ns.net.
8mv8iv79tisvtanb2inoguapa5fgvjjq.ski.	3600	in	nsec3	1 1 0 73 8QE260BGM3E63437PORM8KFMOTPANAGB NS DS RRSIG
8mv8iv79tisvtanb2inoguapa5fgvjjq.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. H7Sal/wWHBZ8rms2LDK+tAYLRLuidT1puIoPifkh/0gzAJuKZDnUgyR7iRZnerfrCvw6bWN6Qn0C9nuQaDDKzbFQefTuMA0DVDYjiROd4pLbInKUMkFP6as/iY3KHl+7J2bJ63fq+f5YoTyG0X1G8vnsR7C44dzVM+zqG/oc3IY=
8qe260bgm3e63437porm8kfmotpanagb.ski.	3600	in	nsec3	1 1 0 73 8R637HR8CKFU6O7M7FTMHELRB9U3R5DH NS DS RRSIG
