nexus.	21600	in	soa	ns-tld1.charlestonroadregistry.com. cloud-dns-hostmaster.google.com. 2026010509 21600 3600 259200 900
t3a2ukhmi9q27j7bur6vmk25icndhfbe.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. I4QMOpT04xEdrsCoFeymNXLx3u6SU6pMCFHQfBDW1+kn4931rwxKyVq4PWuf3m7zhPmnhukvwQaHD6iP8OK1y+U5/1jNOG+Wekq7pPLHGY6UYT5uHdxUT/OtIwfaQlZ55cUEMG45MU1Cz8MEq/DzyEjjG2nASJkvGhKhWd7aXW8=
t3cr713burqnhti6d5lqvndaicki62ad.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T3MPACVVQTGQDQEE2P2EVVMI6AB96510 NS
t3cr713burqnhti6d5lqvndaicki62ad.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. X6txzFCLoYEyEf+CB5NH4Ffsv2fUbjHo5BCG2I2WfgENn9e9pnaH0Q7rU/4LlEB6JFJW6HNffbmesr54TnHbUV6IPUVBIinDnagzT/N4cETiTzfSK/kvWKg74G1gGpNn6/o2RQIqufNoHRMvSBbwZgmr3SZfjktwdiChRhyLJ4E=
t3mpacvvqtgqdqee2p2evvmi6ab96510.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T49F9D97LHPJ74Q9ICR2GL6MPPA787D7 NS
t3mpacvvqtgqdqee2p2evvmi6ab96510.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. XIcXenuXYXvYZYObd8rXUN0Ak4htH2mf5DtuyYx5zd9iEkgbLetlIoC52eBgj8ZjnWfRStiGBwokabtKynkdIdeJbEZxSOsXcgykvuQfBTX9iX4XXjsUYLLLWD5tm3RYhpf1wnKup09E+hoa81F0PgZMUZg0w8Vy6gGgknBn3MA=
t49f9d97lhpj74q9icr2gl6mppa787d7.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T4B5SUFGHURN745P42MLNR9823BO83J8 NS
t49f9d97lhpj74q9icr2gl6mppa787d7.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. chBsUd1mT25g2/Xc8Xyyawn/kmPpbP3U1aeM1uVKy4EksHrUC8gdoWriFe7/TxX0CGLkWfUdQ+GpU9zyEYYn0Qg47l+YDrEhDeX8/CeD040Ij5hYYSkp3ukxd/YEr4JTQpUfQydobuN7EkksJG/0cecoz8oFQpbMX6uP1+LYcwY=
t4b5sufghurn745p42mlnr9823bo83j8.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T4C15SBDJH2QGCONIEFB34QTCQHIP00T NS
t4b5sufghurn745p42mlnr9823bo83j8.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. WQulxrNYHV241dmU9BUHb5BFMbQ39eORX43uJzpsjMToaHUhQs2ihuKEOhDmVioYUeM3r2XBy0a0oEcpHFwbyE2p0r/1DRQ4qO/QRliH5YdqpMaZ/GMyDucVqGPsfWn6f3SPYAYWPw9IXnSvv2JONg/03A4gZfZ9NdV9ZNXUXBU=
t4c15sbdjh2qgconiefb34qtcqhip00t.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T4HNDRSISOICKEJ0O3ES2IP2H1986RQP NS
t4c15sbdjh2qgconiefb34qtcqhip00t.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. IHGsU9Kg3gt7kp3FlX27Z4UAG6E3Ee+vRBcGA57jGuEdMZWZsX+OKro3FdMh8YDBlLnNR6+qNlm4ZE4GX27tjdGa1j+mURGL8LAzkWOguoe4zMsS0CCPTE9/oD5qYWNgNLFFf3YYApYiYEep5F7Kpce1UjgN0NoQVdop34Ox4ho=
t4hndrsisoickej0o3es2ip2h1986rqp.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T4JTJH8A5A9TPP1D8FGA9FH9IM28J2RE NS
t4hndrsisoickej0o3es2ip2h1986rqp.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. Pkqy98AUf24vk0ygXYWi3qgq4vDDdKBs4ychWKFymIRSug2iBixD0TSKryPVo2CHMg14uJ1V7NJP1ZbN9xaDm6QMBq5W3g8oRS6uR7ZuXtlMFXasgK/XmTU8lvUnCJ/rR+LCgAM3gvM1EqaT4QFXpW78wKgxvNQKIDGVQfM933g=
t4jtjh8a5a9tpp1d8fga9fh9im28j2re.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T4K908M2I7V26UBJ7C37ERNBRNPMJ6C0 NS
t4jtjh8a5a9tpp1d8fga9fh9im28j2re.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. O++5ysQo1XiZF3peuJWahvm2jUSNgrYhPpkO/cFxhd11pI+YlerzR9UFN1jDRnFeihxJ+ZIT1kk/29PULnxM3J4reIKmgL1/X1znQ/kaeZjyzO50NIdPiD7DSplIh6lsDyWgznRgO+VFsIDS8uI7t8X9ZuxcznItYK85dwr0bUA=
t4k908m2i7v26ubj7c37ernbrnpmj6c0.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T4P4QHHSH0L273BQAIRBF08B6HTAM8B5 NS
t4k908m2i7v26ubj7c37ernbrnpmj6c0.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. EvBfWn1mtR6jJI33j14KpBmXIDr0pM8RCdGPskIvCnNN8GAdpYQGXX65efqKczFtSFhDzIa187WZePc/nDoy8sp2PbG+GPTC80gDhqdVNqs4A+Des9/+sYRtMGIoNgIbEdn0iyLt/PhAuJARRs1eGK1mEpSCh8P4JQkYzuiek4E=
t4p4qhhsh0l273bqairbf08b6htam8b5.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T4RR79T2PF5J1L951L43BE4LBKJ97F03 NS
t4p4qhhsh0l273bqairbf08b6htam8b5.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. Pji5oyW3MC8PDFPZ95QCDxTOZT54aJuFJxQWYjo8Mx+y+cKUyL1SSvVIVpdmQEk1i99bfSv7D6zmc94s/79MLdu3sjaKg9IiWmByvIIoUcTRdzQdNB7SyRRYeYJunhg04G4VhL5CJ/8UGvuKjCNw/Tdo4IRzRyNxZhR9InmbNlY=
t4rr79t2pf5j1l951l43be4lbkj97f03.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T59J4PNATNDA0OIUQ5FA6T0CPMR7M65D NS
t4rr79t2pf5j1l951l43be4lbkj97f03.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. U86j9PnmgBGHRMbqy8NpeJENcDPHTLt9pEZ/Q7KeyA0sr+wkV4apVWAJnZRYde9qDRNeahd9RE/auQ+6+HLPvEFWwt6GcFdDrW2gSOwpj5hmxCPeBuuy4pI/qz+p0DDGNF5L8xpHKC7YV7pnj6DKlH1u7PvWDBq6l3Xlq2m99qw=
t59j4pnatnda0oiuq5fa6t0cpmr7m65d.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T5QI1JEJ6VT781POH19CD9NM3B9L60LM NS
t59j4pnatnda0oiuq5fa6t0cpmr7m65d.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. czgLtvvyKxawQ4sgZ7CZ/e7Iv+KKIIKclUcjRFK1jQsfTo73rDNN0Y3dW86E4MeQkBO3ZNikRYhYApU4ayDc4rJqFqJgIiS3oSLMrn8sFCAKt5iGd1rw9UsfM9VfMiw+wyk/2v3zW2F9N8kMNXrdMickSkTn5SAJjFd29wQgoMU=
t5qi1jej6vt781poh19cd9nm3b9l60lm.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T6MNSBJVOHL8K9TQRC2MCBSV01UD0AI7 NS
t5qi1jej6vt781poh19cd9nm3b9l60lm.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. bDfJA3RlvZWoVwQ11ktnQ8NpD8NnDY+68W+G0cNa7AVeFWAYWA/q/K1o+CHoknnUoj4nMU+hKiv8DTBiXE6Brw0gpa2xZhstBkoS44NqGX1QFlcQ6SovZRombWehKJckL+1I7hLE5iNk/Fy76oKKoSo6DMQ2rusxFK1z6ogoeJM=
t6mnsbjvohl8k9tqrc2mcbsv01ud0ai7.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T6NOHMMQHUOF4GRTAPNC282I3S6GAIQF NS
t6mnsbjvohl8k9tqrc2mcbsv01ud0ai7.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. f1do84dPQT1/VMU7n4zwxpLBufJB7q+JbLQRNOMmin2EK86fTYGXn5rNUr5LeBSAfDSKJPekb2LkT5Kj5c/Nn83Mhyk4p63ljQcC2eRBLU/BbKFah/Ms8vRQS7urTpwv5QnwnUnZ8OfhHasMeVA65GIOGs3ia3Or5q/s5nrRRaw=
t6nohmmqhuof4grtapnc282i3s6gaiqf.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T7HIJ67CHOHTD9276AKLJO48S54KUQ4K NS DS RRSIG
t6nohmmqhuof4grtapnc282i3s6gaiqf.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. hpM5MtyCPcC30LG9fy2imQrD5JiMGcZVy9gemVvh2cwoCt5HHr68cncOSiJZFV+kW1Qvgqq71Z9JULrsRY+HIKRPlZJ2+k1cer8Oe/fb3zpxB8DGxCm2vUBPvgxzrUHHwrCc+x37DA9o/QJsgUfxo1ieX7eM7SEwd3up89dMn08=
t7hij67chohtd9276akljo48s54kuq4k.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T7U6N80ONGHFGHGB9F9JAGURN8I0R0P6 NS
t7hij67chohtd9276akljo48s54kuq4k.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. WACCd1fkgJdqzIulaVnfyTLdjcNZVlNJL9pZJ61Kq+TAPvYS5vv0k+HfcNjKzMK/cVNzLp7P2tzYThQp782EpZKHnfNfXvS8ajPLQ58cB6cXRgeOFC8Dd3bXsyfe7Zf3Zp4kKuLX1poJE4bhEYebTp6pYTZpPwbgZYYbatxMYy8=
t7u6n80onghfghgb9f9jagurn8i0r0p6.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T821DLH3Q2OJKQDDMFLUTSJD2T3832GH NS
t7u6n80onghfghgb9f9jagurn8i0r0p6.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. hPDeslV2CUzbeSu2i1cYjvBOfITtLij+bvHTdIoh346AQtYc0/1hP/613U/kvu0gI2jX5encckjsPqwjMbDhvcy1BqrRmJYPQSmhyqcKnMsfymW2VWoLy8rQUSpG1kRnq2iE9W+pCtOADxVNx6XiRxasddAcjdtPQ4oeE6ZiLEg=
t821dlh3q2ojkqddmflutsjd2t3832gh.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T85RUJDNKHIC76MC417511QT13VF1451 NS
t821dlh3q2ojkqddmflutsjd2t3832gh.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. G8tnejyzVqg7g8HAwfDifp0cEmNYP+4iMiHtrgHrmRa1g7oz/JetoLtaiuLQZiLDAoDkzaTkwTkFX3MycCa6UK44tdIhSgkUZTiy/Xv+r+1zzF1HQHaLIMS9QOal9mdhaoZHYU6qsLsTDIRBD6qGrsTeJvZD4qjkx2UHwlc0+hw=
t85rujdnkhic76mc417511qt13vf1451.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T8TDF5MMDG7QOGBBCR67A7H720B702TM NS DS RRSIG
t85rujdnkhic76mc417511qt13vf1451.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. I3bm4PWHOtu0FgsLqzoQkSq1+eJLTtttk/m9HN5S+6inGE6ZARwSPt8L9yjnLJ2knz5yW/uoBAj/WzBjaAHu006xh/AJt8LYLxDteBJEAEtNMTfnT0TR3qYOhfqILE77zKHTpQPNuU50KX1tYTKMVr0Me+nnMaOu9qFDhw4t9ws=
t8tdf5mmdg7qogbbcr67a7h720b702tm.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T8TS2338IGTL77KQKHVT3CNOGTSEILF7 NS DS RRSIG
t8tdf5mmdg7qogbbcr67a7h720b702tm.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. ehI/NIiwdKm+2iDD+mlEuu6NK6gJcyA5B6LPS7oBCCkLC3vD/V9F2DCceoFzQjyGld6+Hue2w1bWOp2RXQWN6bXPkU8UDJOyZ7J8ax8TEjtTwP9OeVJ7oJPaeF+oHgtCUKr2xrgxVuW5p36BVlEJ9MQlmxlWpvOtA9028GKrXR8=
t8ts2338igtl77kqkhvt3cnogtseilf7.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T99E7O2SEMDMH5O1NU7FJ4HRI8CGPD8J NS
t8ts2338igtl77kqkhvt3cnogtseilf7.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. R1a+zO7wc3k/JW94oJYickgdeRo5WZQnrD7/CsV15jQXgHLti2Ru88mKclIcQO5sNkD2Ph4ST+5slaW7ksymc4aWmX9qOOzmoiY0VLVDi4TvtDOQZ809n0dCIQhG7xfSCLEZHF9GA63OmZ8jFBd254yOQEuxhlRFHy7HTlecX/A=
t99e7o2semdmh5o1nu7fj4hri8cgpd8j.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T9CANBLC7G0BAT2E96OH5J1AJ3M4CRII NS
t99e7o2semdmh5o1nu7fj4hri8cgpd8j.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. Odo3Wjdul0EQZWua0+XSRsg9b+azsfN6CUNC3xhY3+7ziTNS8aaeJTkm2OumC05YhZEDp0TAEKGhti5gRXjQZoYTzVO5jT9ePMQyWn6XSEeEVQTOZf4H7IU2+ffdLUyBHSJkDXlTC/6RM/uE4o4u5t4SBm/1UDDhDR1QL9eSIYU=
t9canblc7g0bat2e96oh5j1aj3m4crii.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T9FJKOD1H500HS25BAS54SV2TDIGGKDA NS
t9canblc7g0bat2e96oh5j1aj3m4crii.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. NofgxuaA6WLn+euI6TEAiqgc0+sU1j52IAYVBCvT75p3j4zZzf3CPr9dJglSvsYjRyErfrYpZFxqGEgPEVoTCxqAIHrzoI+hl6wfZvTmJ2VwrCXgpFyswQ2RIngFQeEAfnPEd9xi4xvNhiTFtWDWw41YTjAx5YjLbQ7wUazJYW0=
t9fjkod1h500hs25bas54sv2tdiggkda.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 TAF3LDDHNQRNK78KBBE72L2UMHC3P7S4 NS DS RRSIG
t9fjkod1h500hs25bas54sv2tdiggkda.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. BGc3aKaprGsfoaj1ys3GBaOCb69PxCL34hZvZnxNdEm4UBHEmfDK82VrswR/XsisPrunI/7dkYBtxTwPBaLDW0YY28U+FNx70xCXNvs0D9IYNk8T54/UMLKnL7KOf0g0GePqdZQ3/FtLkAIx75CAeS4rGop1EVtrocLkyjqJvTc=
tabletop.nexus.	10800	in	ns	ns-cloud-c1.googledomains.com.
tabletop.nexus.	10800	in	ns	ns-cloud-c2.googledomains.com.
tabletop.nexus.	10800	in	ns	ns-cloud-c3.googledomains.com.
tabletop.nexus.	10800	in	ns	ns-cloud-c4.googledomains.com.
tabletop.nexus.	900	in	ds	5945 8 2 98DB4D39A6D638A3CBE6E2814F730F826C062C6D80BFA7A69714F9AB5C7BF131
tabletop.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. TTIexZ5wmNPGpt2eB9GdvcvCRHF8rqO2Jmx+voWfC9vhdjn707tt4oB7y4fItB3iv5UAp0xNMJvhXVz3WibBDKsYBfoHitxgOyPEmQr8u9xdOeoIacOVW5IFDFvFNAFh9oQv7h/ErIqepxRjoymueQt/MV7V1Y0muLP31ByUvD0=
tachyon.nexus.	10800	in	ns	curitiba.ns.porkbun.com.
tachyon.nexus.	10800	in	ns	fortaleza.ns.porkbun.com.
tachyon.nexus.	10800	in	ns	maceio.ns.porkbun.com.
tachyon.nexus.	10800	in	ns	salvador.ns.porkbun.com.
tachyon.nexus.	900	in	ds	2371 13 2 7A7D8A35ABF61286E81975CDFA5BB13948725AFF629A36C5ECB578DAD1E1EAA0
tachyon.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. PuMeBFIwNlGrLpH6zXfzce3hBc1bbB9Kp7yhbtjOWya5zScR3rtsEW+UmsBrOEg4HBrBUs25vJr14l2nUvMmByE506IkhPfbrD1aLjwweX8lQzeQkg2SVHcB+GW0GX+FNb9dSJ4n6bVfw4hYVF0hTrzEj9nEp9nvZwbxnRJ7i8E=
tacohomelabs.nexus.	10800	in	ns	curitiba.ns.porkbun.com.
tacohomelabs.nexus.	10800	in	ns	fortaleza.ns.porkbun.com.
tacohomelabs.nexus.	10800	in	ns	maceio.ns.porkbun.com.
tacohomelabs.nexus.	10800	in	ns	salvador.ns.porkbun.com.
tacstick.nexus.	10800	in	ns	clayton.ns.cloudflare.com.
tacstick.nexus.	10800	in	ns	monroe.ns.cloudflare.com.
taf3lddhnqrnk78kbbe72l2umhc3p7s4.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 TAFPLR77AK0QKES65VKA6AMDE4DVJ5EL NS
taf3lddhnqrnk78kbbe72l2umhc3p7s4.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. NxkIckfpkh/3DX/B0FSxITuuC/xDU8xdPPJjfXstezYwLGyYraaiNBpLki0YgbBH0Iw3UR1Vm+msNon4lTeugtO8DHocMOgx3o8VkQn+2zwl+LX09qKuNQqB1KTlDPbUzs0ygAXcR80Tvt1GofC/xStOiTPgY2ZzzNpJ+Bn5438=
tafplr77ak0qkes65vka6amde4dvj5el.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 TAVP1N82U7NK10DTLDRKMIFER26LGD1H NS DS RRSIG
tafplr77ak0qkes65vka6amde4dvj5el.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. SAKd+qepp4iNZb8EgO68xasZLnzdvdUWqZk2p52ucsdxPcmlVdoSc7BvgDngE74kLR7wHl7yEo3udG0V23lS76gWnTA4O9p8x9AfkY36G2/TVlb+9//V/XC0D3+qFPanMI2shLuLAuO5ahxvylFrvJCzS1jEB9Np2IaABfLbOCc=
tai42.nexus.	10800	in	ns	dns1.registrar-servers.com.
tai42.nexus.	10800	in	ns	dns2.registrar-servers.com.
taiwohassan.nexus.	10800	in	ns	park1.encirca.net.
taiwohassan.nexus.	10800	in	ns	park2.encirca.net.
takemura.nexus.	10800	in	ns	april.ns.cloudflare.com.
takemura.nexus.	10800	in	ns	kianchau.ns.cloudflare.com.
talax.nexus.	10800	in	ns	aaden.ns.cloudflare.com.
talax.nexus.	10800	in	ns	zainab.ns.cloudflare.com.
talik.nexus.	10800	in	ns	dns1.registrar-servers.com.
talik.nexus.	10800	in	ns	dns2.registrar-servers.com.
talisman.nexus.	10800	in	ns	ns1.digitalocean.com.
talisman.nexus.	10800	in	ns	ns2.digitalocean.com.
talisman.nexus.	10800	in	ns	ns3.digitalocean.com.
talos.nexus.	10800	in	ns	buck.ns.cloudflare.com.
talos.nexus.	10800	in	ns	jade.ns.cloudflare.com.
tamos.nexus.	10800	in	ns	ns-cloud-e1.googledomains.com.
tamos.nexus.	10800	in	ns	ns-cloud-e2.googledomains.com.
tamos.nexus.	10800	in	ns	ns-cloud-e3.googledomains.com.
tamos.nexus.	10800	in	ns	ns-cloud-e4.googledomains.com.
tamos.nexus.	900	in	ds	37712 8 2 00D4EE748DCE4B68F533EB9B8EDD8BCCAEE7E82EB2E9EDD3F285796D5F8307A0
tamos.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. ZjIQcZdoNRiPFqjjGTTGZ3J+JpCB8iDGSfPC6RdihFCCQ6ga/sXLDN8SNWTTHjyOypqb4lwqVUnjbW6gyfFzZXnx3Mx9q9mXAa5oKA8P4tUtDze6oMyLvwMch3UnxkeXvHOwZDutETGYaPr+qGFFzhYSKsQxNhcmYCNpoz2L1q8=
tandem.nexus.	10800	in	ns	curitiba.ns.porkbun.com.
tandem.nexus.	10800	in	ns	fortaleza.ns.porkbun.com.
tandem.nexus.	10800	in	ns	maceio.ns.porkbun.com.
tandem.nexus.	10800	in	ns	salvador.ns.porkbun.com.
tangled.nexus.	10800	in	ns	algin.ns.cloudflare.com.
tangled.nexus.	10800	in	ns	stephane.ns.cloudflare.com.
tangled.nexus.	900	in	ds	2371 13 2 1962F344CA9D62014D11E22A8C13868D1B19B1AF4DB99680A8AA70F16C4C9CF4
tangled.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. h/qeZNeSr6YvVUErY3nKTL8Gz8VVEkh9XPcfgGNHJj3SeAeD8wg2Kt18OJ5EdH2sMzgO1e3Axe7QDap8SPzbLcsF+bhgFYiUDyHUa2ltykcl4Isj4xIIywZKNkfrSPsOXGk6zT2ktgvoQU9mroJKrht+l3JQRrSPhml1n0hHWPE=
tanvir.nexus.	10800	in	ns	dns1.registrar-servers.com.
tanvir.nexus.	10800	in	ns	dns2.registrar-servers.com.
tara.nexus.	10800	in	ns	ns-58-c.gandi.net.
tara.nexus.	10800	in	ns	ns-61-a.gandi.net.
tara.nexus.	10800	in	ns	ns-83-b.gandi.net.
tardis.nexus.	10800	in	ns	norm.ns.cloudflare.com.
tardis.nexus.	10800	in	ns	novalee.ns.cloudflare.com.
targon.nexus.	10800	in	ns	ainsley.ns.cloudflare.com.
targon.nexus.	10800	in	ns	konnor.ns.cloudflare.com.
tasira.nexus.	10800	in	ns	coco.bunny.net.
tasira.nexus.	10800	in	ns	kiki.bunny.net.
taskforce.nexus.	10800	in	ns	launch1.spaceship.net.
taskforce.nexus.	10800	in	ns	launch2.spaceship.net.
taskforce.nexus.	900	in	ds	60843 13 2 DE0BA0ABBCE398F7597C963D65AB25D0E05A37ECF74B0CE96732D5682AB34A4F
taskforce.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. K2DHdrd9DzPqQGQcL+PPfyyYQ4imHx/hnYRxhqO7uPvtImfXGgLACBaIMVdNjyUclFC0lIpKPHq1zweEi8Dt+nlF7k2ZTQCrhAQoAxkWKhXFmj6oaSIddX0z0dIg+5AZYhYPq7qoJ2RwEUs8BuNVrHVkNXNSxWEQNdHDRwwMCv0=
tatva.nexus.	10800	in	ns	ns17.domaincontrol.com.
tatva.nexus.	10800	in	ns	ns18.domaincontrol.com.
tau.nexus.	10800	in	ns	athena.ns.cloudflare.com.
tau.nexus.	10800	in	ns	ignacio.ns.cloudflare.com.
tavatuerto.nexus.	10800	in	ns	1-you.njalla.no.
tavatuerto.nexus.	10800	in	ns	2-can.njalla.in.
tavatuerto.nexus.	10800	in	ns	3-get.njalla.fo.
tavp1n82u7nk10dtldrkmifer26lgd1h.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 TAVVB77PMRII99RMVU2N275TA8K9DP4V NS
tavp1n82u7nk10dtldrkmifer26lgd1h.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. cSBGjSq69NWfVsnAczMZSsab34BHwcYYIpTpy9yuDp6utxv1wxDMYcAXzUPQn6ZqK/1cp8LmlmqsVAsr9sDNO1XJxtHjDkdINpK0pmmK6qhVohd1XzWeOnEYyd3s44JAD41Wz2UshC36fh9ealWpY7ugjKqLz8CAutFwnCQnQCI=
tavvb77pmrii99rmvu2n275ta8k9dp4v.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 TB4G7N64A1DIBAE4BUS4UHSNVA6UNCN2 NS
tavvb77pmrii99rmvu2n275ta8k9dp4v.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. MYANBhoUC71b8f60SB/WTidGYhn1ENAFBJG1iNZ4EGMAgxriChvSPb7OLUSRKAYlog9o4SIYZTA0ZIa4rUqBd8UuIBMb70A+hdYeHMeDSCtWJ+9NxzDjvkBhFIe/uAcNaITs3ra7717LNqkL4Emlung1xJ29VGx0IsP/PKPDers=
tax.nexus.	10800	in	ns	ns-cloud-a1.googledomains.com.
tax.nexus.	10800	in	ns	ns-cloud-a2.googledomains.com.
tax.nexus.	10800	in	ns	ns-cloud-a3.googledomains.com.
tax.nexus.	10800	in	ns	ns-cloud-a4.googledomains.com.
tax.nexus.	900	in	ds	17489 8 2 E4F86AE7A0542C2C2AC1BB9909CC81211EABEBA735F37B435F1187E5A3A5212C
tax.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. WGqrYY1vkgFx1PYwZKHrO/0mbEJCHMF2NUxUlDW60EJAn3a9LKMp7eB6vXrwDd40ZxNVu5KZhjKeUwHdBtzpC4HwDE1Np46RneV0lXor7jWimuuwLVq6p19UiDhFpyR+W7TFD617vwky5jxLugAAa95ZIWrWDJUEX8AXMca2rr4=
tb4g7n64a1dibae4bus4uhsnva6uncn2.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 TBCS3962SBEGELE4RDKHR5CCP0996HIS NS
tb4g7n64a1dibae4bus4uhsnva6uncn2.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. V5Y1bK0vHE7IKS3Y4lm1J1Bjk6e6QlAXpopnWwFxZq/2RcnQz92QQqKnfXqEh8ScjmyMEBFgJ9nxum1XqfyxF3WvaMlFUWXZ8aB9jEZ47jv60axIriJGAnfuariNK2pvd33B/Czyb7x4LAwq4BE9kjcyxBR2OyyJ1PJ4ljO5aPU=
tbcs3962sbegele4rdkhr5ccp0996his.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 TBKF6NP06BN978B8HBJ8CFSHL2DGTPPE NS
tbcs3962sbegele4rdkhr5ccp0996his.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. QEnK2IPkbddyy3MBJevMgdxTojDGd14INyfXBsZM9TQYzw1ipPthhwWubFNx7h5yLOLJjf1EyX+liVkUOaWvuEqvJviyYGFy8bWQU6Z5PBTKxD23StLcVapHvs/0iByRGy0NkGQ/Xb6OQ8VtkhB+wpvc1PL/fnGm0tyhqcKLvMs=
tbkf6np06bn978b8hbj8cfshl2dgtppe.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 TBR3S2I1FHNLGQQ365N3OG3S8D7V0F6C NS DS RRSIG
tbkf6np06bn978b8hbj8cfshl2dgtppe.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. dhlnTPYZjllT6q+SP22NmPz6xIxAjW+v/d4yA/43esEq9OnCn4jVvb169JWf5xhuql+GftaKkop/cnt0FXJg5uO2N+qocTP3ZAyPKx5/GhB/CufK4heuJFz80NxMEcwAyIpedDem3WvlZg7+i6SojY8PraB4danz545nSthcYLU=
