nexus.	21600	in	soa	ns-tld1.charlestonroadregistry.com. cloud-dns-hostmaster.google.com. 2026010509 21600 3600 259200 900
g23pok4usorqmp83qgj8fq1iti87895i.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 G2H6O6P13E317EQMQ2GVRH63LOKN5BGE NS DS RRSIG
g23pok4usorqmp83qgj8fq1iti87895i.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. H/WFedT3Xr4vFzH9FNAgwKICobCS17/XnJX4sZWr83wBGaom74Z08gM3/oYFNNAXyo66GRSaQbtak2mPT/zoByBWpe526YKP3S57uusxwVbI4E0DJL12DmAO/0P/+LtjohM03qJfLpCPo5fBfhzswd/+yqwgGcWLYPgDOHD5UOI=
g2h6o6p13e317eqmq2gvrh63lokn5bge.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 G377TI9OFV5R2UTL8N0SS2UHHPCUMKHT NS DS RRSIG
g2h6o6p13e317eqmq2gvrh63lokn5bge.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. A0fWLhJ/1bqEmjO3I1IhkePCjYOSzxo3zuRqLCXM0U6rZJkWgAWsT0kxQZ8GvJSLRFnzfbo261LZ+W7FzaY9nLNPo2xqIRJvq1eRf9gIkZTMuAUpQNBLKya12ppGtB15lW9aEppy40DfrFV0ZaReKbamwzRPzxiBinTezKCejBA=
g377ti9ofv5r2utl8n0ss2uhhpcumkht.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 G3DJEOA759PJIQACBFK8UGJTB42HA697 NS
g377ti9ofv5r2utl8n0ss2uhhpcumkht.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. AXgGI2p3DMQTUxCawu9VoetxpzGGv2QzNjR8GZ2iVGbyMvdX0HJ/hXn8uhWVhpDumkr7PfIRqEw3GoOyyEUg3mAQdicz62kxmfcn2qCEKHWbA+uVZXxbSZtBq5LqnpJaOYmoinMZqYHVNFm0soYU1DC/1ijw4b88kXvi30kcmjE=
g3djeoa759pjiqacbfk8ugjtb42ha697.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 G3T6L7JJCOHIP7H3USI4TPUIECLU6350 NS
g3djeoa759pjiqacbfk8ugjtb42ha697.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. HD6lEYDfHcF4yWcuSrhRh4CnG6591irNSbKJX3I9y+ILuwkCQQ1ry8fha5JwWXQ9RwGTT7JNa16c3T7kNYswwFyytnnNVjk5QYy5WX+nyD2a9ZdKI3zWwSqMe8nE0w5WqBP8zkKvoy4qRsCLg1UxvEQY2Bvi99n45QieJuMZSDk=
g3t6l7jjcohip7h3usi4tpuieclu6350.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 G3VKB6FP4IK28ML7KPG08JN1TO2L9B67 NS
g3t6l7jjcohip7h3usi4tpuieclu6350.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. J0Ei1gy3Yye6gSCPFjJfExk+zHStQWhBB/mwldnN+GvKKuvvRuX3nDb4Zlv5QzGm/fDNt+wTKz3VYhSdXcIWstP7w7jMcVt7iHtlheNeMSXr/R3KprnwCtnLy7JT8V/2/IfhmqlcrVDX5cLB9YOMbiYIk1JQpToE6S4R8epoJhg=
g3ti.nexus.	10800	in	ns	aleena.ns.cloudflare.com.
g3ti.nexus.	10800	in	ns	owen.ns.cloudflare.com.
g3vkb6fp4ik28ml7kpg08jn1to2l9b67.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 G4E3FSIC9BKFAH9DNTQJO8PS7SNDMR1F NS
g3vkb6fp4ik28ml7kpg08jn1to2l9b67.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. HIuDvobhDST3QN4u/U6FaFA+fLTrOmc2BtldpsThhAJH8aGShK9CXq1cGRogbTIeY+xie8uoWOzoHzZxeBTMXmAyA3a+Sw07gtBNc90q9EbL/X97TjKd6Uk/d3tG+I3mX8Rinh2nXXZITeGmgfI79n5w8SwH6/rzS5PvftoDp64=
g4e3fsic9bkfah9dntqjo8ps7sndmr1f.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 G4GV4BT21NUNCP7EQJCUC0CTK0T2PSN0 NS DS RRSIG
g4e3fsic9bkfah9dntqjo8ps7sndmr1f.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. fBEVKAiD8OBeVnWr6KibqzLof/Sirw9yVqjLWd7GWZ982zUM23QIeNp0NYrzeq//hB3SkiY5ZnSGAiayhlOlTaOu7/VFi5S5smmWUxqGjYD5VVHbDOpWzhffPxxOo8wCg/KQdfg0/mdI8Z1ISCE5FXkQOuvPosc9QJvoBIrQRw8=
g4gv4bt21nuncp7eqjcuc0ctk0t2psn0.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 G4KKFGM71OFF0J34GB26U2UFBTLS6BJH NS
g4gv4bt21nuncp7eqjcuc0ctk0t2psn0.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. Ud2kwekZtBz2wKMSsQtPDK2492qjE7p4P0OqnlURj/QmUtOw2ckR4l8vtYxsUaZcUwodBeL+8wCJ1sO+DTuOG4952FfeutP4J3LMim/PaZgq9Ug9i2HO1mdgNOwPWEgea66U8J4V3Ga+spbKkIGKsBbK32eIiQuFZmPdWfASiCc=
g4kkfgm71off0j34gb26u2ufbtls6bjh.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 G52OC7DBFBGRQLN8SUR1IS4TP5KIJO9N NS
g4kkfgm71off0j34gb26u2ufbtls6bjh.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. NqlivcChVxlpC7ljj+NqbYbDy4gzgo8y31cGg9jsKLKcC7vSmQ13aqlV2qmIhGrHFczsS/lvaxnycFhe8TekYKyCq8ZMQelgCX9eyHqTxmSf6TqrPAmrZ0GcBrbD/QvYjrMygaZUBu4NzyF8mHbT5mfpEzzeexBWDpWvT6XqL+Y=
g52oc7dbfbgrqln8sur1is4tp5kijo9n.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 G53DIRS24B016QHC8J5D8259162DIA4C
g52oc7dbfbgrqln8sur1is4tp5kijo9n.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. WgafFQaqKhmuFASr1HjtIF7vYtnCV2gGHbKUDSaol23QSweIHPGRParmImWwlSADKWEnKXsmzIRyAuZgbqGsr3WOMkXVxtj1KdrmURRnOiXqo0uowYT66gXiDUZUjt3W9ZMMB52CfAQcyqjPxC8h5MQZbkCLkstEpuL6OMYIoG8=
g53dirs24b016qhc8j5d8259162dia4c.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 G57D6JTVJQM3OQAOOHKSHIN35HPA60ON NS
g53dirs24b016qhc8j5d8259162dia4c.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. N7lHcxCJgcwZ9c5K9h2hFVoz2aPx5eg0rD8YNWM5dEwOXX7V0AKY0YhOL6ZbZfurz4OB9hXTB00zBV83n2g+RAz6BEh4QhzE9YqfHR3sGzVYa6UVGeFcj6aO8UKNqkqFgVv/ZcJw/cOVDqb8HOZXbGB8bBKUdfYHnOzRDPw6v3A=
g57d6jtvjqm3oqaoohkshin35hpa60on.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 G5PHBNN6R7KRJ3HUA6O4CICFLCTEN6KR NS
g57d6jtvjqm3oqaoohkshin35hpa60on.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. HmnAfVwzfztaSRwfR/6v2Vnw6LiaEFdU6zbJKZevyVdp8MiFKqa+VOtyqdFUPWwjZ2sOns1tig0Jg65CtH4Kojm+t4AtCCA5A092lRONq/uAQMQ6YsDfgKxQICU7e8Jr1Xc6ejzUD9wBxG1O9EIA6ctqmTM+OS35oTwV280yxUo=
g5phbnn6r7krj3hua6o4cicflcten6kr.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 G5VHAQFDGVSB15TDRQA13M1H6I3E30IS NS
g5phbnn6r7krj3hua6o4cicflcten6kr.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. iUuUZxi1yfMtvgEoHXUMm8C1ettvYoUgB8di7i4QavhswH4N+oK/GwoAFM2TVMb6CMbIQS1aS/VWoWeTk6ZuR0DBgsRtPqneMP8sSK3tzLbHUzfweio0n0aVxPtj2hrjFGpjkSIcnZdsRvfLN/9PNhR56b4LT5qKnGNYg8F7s5g=
g5vhaqfdgvsb15tdrqa13m1h6i3e30is.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 G6E0I7OEDOLRUGP4925CSSIO68S99OH0 NS
g5vhaqfdgvsb15tdrqa13m1h6i3e30is.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. Bc634RqmTt6tDzifojVyHEUSiLr7LE5Q6C5UJAhO2xgYpWLmFcW+wEWNDJ9NJE7RerE9v/GEYNg0jJ7qf/Htnh+5mJwxj0eMsTmzKKDK9lgPzzw3Ze9kDKp/FmBkcjpLwGfGI0twqf+pXXswwBmRrrxwGdmEymhvKRCt0ZSMjbE=
g6e0i7oedolrugp4925cssio68s99oh0.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 G6J4Q1AFHSN6MJDVEV161H0DGIBK95T6 NS
g6e0i7oedolrugp4925cssio68s99oh0.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. FwFllls+8kxO/3XO+nFMjhx/8ia+d1zmHCi1H1sW6zM0HJyvd7yC9Q30Qum5XyAiCNUs6/3epP+s7ebR+vffG24T9F/VgVbBcA7jgUKJfPMUCzDFXEONF06/JW33qjpT2pPXMmblcgdvja5XTbDWsfEjIaUpQF+J9MmMqxNbj7c=
g6j4q1afhsn6mjdvev161h0dgibk95t6.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 G6MP4RCB3PA2J35MKL01H26NJ6A7O9ER NS
g6j4q1afhsn6mjdvev161h0dgibk95t6.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. gmIjYs51S192EQMYBio+12hdzzW2PxsE7CeQzS1i/CR6X8UtY7GAYKWfUJ9F8gruGzwUrKuzrM5mR5+gv97dbqBkxZKcYkjzqkfv3Oq+1MiOe5Hr5+nwmzARejVZgl52RmFMMIMncMabUgDLHMovd7DHedwwzvPJ6IS4Nx+kMDo=
g6mp4rcb3pa2j35mkl01h26nj6a7o9er.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 G6R034CD07PTT72TT3AFP0B5BKLNCTR4 NS
g6mp4rcb3pa2j35mkl01h26nj6a7o9er.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. fQtT+X/He3mxy9JvJZoSSqgTh+J9kW5cX8Ilz70+14ujP304/UrlkzDoZgdpVsCcBzqWKimqUoycFP9FPKMzPFJjK4Nw6D9JOpkFAjxLrgY8YIojHS3XQIyCUmHTwckGZgd3u/rba5zgOLQISMX0WX1SF8yUNPE0fwr/aalhBpg=
g6r034cd07ptt72tt3afp0b5bklnctr4.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 G6TCI0QIOJO34278LQ3LFP84J1L3C8HL NS
g6r034cd07ptt72tt3afp0b5bklnctr4.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. AJRrov3fKlOLUmPOXidNYKLQyNShebmNcgQikeaT1yMqLYFH1s3UwKanjbcOweqkz6/yroaDC6VrVw5qxkPr5J5ttgsbXu7W/HAjjljoN8xWgTYMDsoZNlyjM6x5G1ZEU/vf82fkJqhtFI8bmxJkKQ5oiyByAEf32EFFkn8/+VE=
g6tci0qiojo34278lq3lfp84j1l3c8hl.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 G7DPLH593GLHU4P98AKROU0POKGJ9OBJ NS
g6tci0qiojo34278lq3lfp84j1l3c8hl.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. MY0HY0V9qYkqoRFkQWRwqgLvkyHW50hRKp92nUxmmBwzK7hbxS/AbKLDBjEgxVVIrXyAlOETAiT0jZZ+OTG4eaQMNEN+45WJ+J6aW7UVx5sZa2ZDCBCgtgIJqiUDHxWeCm/8eK6dvvNxeFNrPIz1aAXxdiT+kYrBTPQJyN0A29M=
g7dplh593glhu4p98akrou0pokgj9obj.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 G7KPC8P2T0DDHRNA625RN1BDA4L6A845 NS
g7dplh593glhu4p98akrou0pokgj9obj.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. L6LQno73YIOT5d09JN8zzRY3TEmSmjR8pTjvuBaoNYNhCIOhMXIv3bKwrnOS9ZuI88rn9fApehgDQFmAsV8YKEGEjj+b0F6D7ehD3LeWI2nTc2M838obGgbDVmlbiY10+tOVb1VvxH3hYPt/M8KuzxJiDg8iBV2DPeDG2WZgupE=
g7kpc8p2t0ddhrna625rn1bda4l6a845.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 G7VSQNEBOGDBT9OBSHFKS5KD2F32HT93 NS
g7kpc8p2t0ddhrna625rn1bda4l6a845.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. dUFAQpa6M/g+iWVyQ97d5Cxvj5YDfx4G5x9F38IAqRYTRTIyTN1E0wfRjO6yWw6EeFM6njf6BoiMfACmjirKQaL6sp9hyp6llYatCfjHULqm6+Ac5XvzeG5IrJlAUy6Cp2okPlf7qOTj22djF8SskdI6/1/CFxCjn59+ZOtunWM=
g7vsqnebogdbt9obshfks5kd2f32ht93.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 G83A7JRVPHN90ESK39QPSNEO1JIK1ETD NS
g7vsqnebogdbt9obshfks5kd2f32ht93.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. PlwRbXm3qqtLBDD1ZAGPBapdofadNPPRIfX512S/jeJJxZa3lsXXzaghZYqCVq1MqA0Tqao3oZEcTRA8a4ITth5w2OkNEVJPSW0CPkGy8vAbDaR/1dMzD69vf+anP5WIfYi2PNcLlwzLHXmX+BncDU8c+Z+Jzl869HxmU18yUqo=
g83a7jrvphn90esk39qpsneo1jik1etd.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 G88CK8I6EN34HF8JH8BBEJS4UOPTTRNJ NS
g83a7jrvphn90esk39qpsneo1jik1etd.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. DWCo1ZMas+OqPaw5CWTDcGsr2DM2TKJQ7PHJko3p8rs2hchSPmRlGcjGT7L3glvsexR9eFeOYaXxj+8qTD9tL25hU/8aIL/8f+xktJQWluYujhZxGo12yPy7vf1wNFlJ+e9mtopPq8yzmTaxd0yvVsKuQZQGGaX2tkPsZQc3EL0=
g88ck8i6en34hf8jh8bbejs4uopttrnj.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 G8UL8M34F2CUQB400CJNIHMUQ8C73CNV NS
g88ck8i6en34hf8jh8bbejs4uopttrnj.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. Sja2dQRRWmyfPyh98W3uACGrKkbg3NFOLwWms1734bUhCkqLr63GFWYSe7c+Q1R1tuIUA+Bx5nbflx527qfoyFLdXOXDD9OP9h70Ng2N32jQ8cIEPzPb7ZfDCCBor0AdEGYphdsQ0dvznU3mHSCFuA9ehEgk4bDVjTB07oANw5I=
g8ul8m34f2cuqb400cjnihmuq8c73cnv.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 G97U75UBG23OU26VKKNV15DFUBRTR37E NS
g8ul8m34f2cuqb400cjnihmuq8c73cnv.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. I66VMxH77aEBgbEclP61tMALiWv0ekoYn/qZXw9VCC5PunmPr76JSkQeTZ4r9iHjvmqJ0lkMb3DNpFxRVgibotgsAeH5h4GSvWoHd0caqlnje3270F48DyRvEjNIhaf2Q+9tG8bYy7A+r39vLF51huE1kAVPy/r/qkXh3WsUbcI=
g97u75ubg23ou26vkknv15dfubrtr37e.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 G9I1A7MNB25182V7RL90OLPIN1THCPL7 NS
g97u75ubg23ou26vkknv15dfubrtr37e.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. f1n9Iii10MT5eFW7zNg4peC4oGMmB59sS6GOiFuLRAPn+7uCZd9tMfl2y4T7GptxcJMaRV7YO++qrR2L87D99m4/HnYvEEBHl82/Y/iSzNExDZXLbzIJ9MnPBP5E4DUB1yvMEyAsGJ6ZqPVI8vKNZGYIw4MlkBoC4rkONgZPj5c=
g9i1a7mnb25182v7rl90olpin1thcpl7.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GA00G1OU7F5FHPERBAV60N9KC3QJ8K6P NS
g9i1a7mnb25182v7rl90olpin1thcpl7.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. JFxx9tYQFQWyl8dCsdYz3YgH1Ki2iLbfstAGFA//oEns2a39lKYVBTyAOsOhb++tRq0GoQDV2dSUK+cmn8rYrQsA2BqMhubmUFHNOYS1SyrPtKFkWCPT9z0rYt3nU2kyVKg/808EJvPyhNovWX15ffGzNCJBYhtdYqA8S2rFns0=
ga00g1ou7f5fhperbav60n9kc3qj8k6p.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GADM423LP7270VQQT7769REI1PID2F39 NS
ga00g1ou7f5fhperbav60n9kc3qj8k6p.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. hdzhAGUB6rGLDDWooHBxgTye+16MZO/WZyn6iohzxg/DGKCjc3gAKHFLEJLEk9RHNnEyVZK/pG/hXwlCTjW8Bd8UQtOWMJ3RVytuReAG4Izs5koU2NjhWieB+aCyrJTowhKE0fBdIiclwPW94ldg/PzBTnfX/SfZlGAkKgDbUvk=
ga6789.nexus.	10800	in	ns	nena.ns.cloudflare.com.
ga6789.nexus.	10800	in	ns	quinton.ns.cloudflare.com.
gacha.nexus.	10800	in	ns	reza.ns.cloudflare.com.
gacha.nexus.	10800	in	ns	zeus.ns.cloudflare.com.
gacha.nexus.	900	in	ds	2371 13 2 5852F24F2E5478CD9754F7C7C7B3BE7FC05C44F124B5F4B472937A6DBA7E945A
gacha.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. aDfRgHnHN1lUh30GEcAFWUqO+TY5AIxRfMXue1Braw8EjSEqAygCKO3O4AgumMSSPYQZmTb8yv1z5Ug9wowwnMztKcIbBN6vx6vpa6Zm61ObyW3kvlZkZIgI1B6DL8SsMDdT+6XHgRgDYDI9QtEcnQ46v8zQSpzfH91Z7+qROnc=
gacor77.nexus.	10800	in	ns	mariah.ns.cloudflare.com.
gacor77.nexus.	10800	in	ns	stanley.ns.cloudflare.com.
gadm423lp7270vqqt7769rei1pid2f39.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GAIIP4FM11LN5V3QUA2H61OOR4664NED NS
gadm423lp7270vqqt7769rei1pid2f39.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. TNy9Gm6rCpXJKswZARW0TQcd/AUCJcoVs6UwT+xIQ1LczX3X6votfo9zzvvMR41R3cKcXReQSbycRPljevFkEbOup1xiCaSdCwTAEFZELJA2vOCSHzQgFCoNCotyuYV97svAhUXJMQyFDLayoOET0q6BgRXia2ChJdN4gV9Qnro=
gai.nexus.	10800	in	ns	dale.ns.cloudflare.com.
gai.nexus.	10800	in	ns	fiona.ns.cloudflare.com.
gai.nexus.	900	in	ds	2371 13 2 11EC86BF0E951269D8DB732561C683C1D5FC59D7EDB2ABF3EF2EAF6E67B5C6FD
gai.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. axkFSiT7Y+KNPM0tvgAfKL2U78Vf2+MD4jNuLqILsNVBrAyf+tDFJ+gJ97QERVuqL5/4FNXknlpbdiWOIZh4mtkLgb9m5DncgVdCQ/OghXnEWECnsXF+PJFrNFo9t0YRBiPZndK/OGJWrpp//gxn9QB5JofScRcua947pB5UkLA=
gaia.nexus.	10800	in	ns	curitiba.ns.porkbun.com.
gaia.nexus.	10800	in	ns	fortaleza.ns.porkbun.com.
gaia.nexus.	10800	in	ns	maceio.ns.porkbun.com.
gaia.nexus.	10800	in	ns	salvador.ns.porkbun.com.
gaiip4fm11ln5v3qua2h61oor4664ned.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 GB0I2S1EKUH5K9SI6H4R34Q1TCU1KMQU NS
gaiip4fm11ln5v3qua2h61oor4664ned.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. VpiIsCOVa6u7EfPbKMy9W0s9jB5fttxyFGnvvKfG4Rl8d9U2OJxFJyk2qldaDtK7Dxj4sNTN1HAkside9VEiBvUg7nyTtkPHL3vXxnEdxKXL1ZMvP/dJWkcidgr0LFot2mD5Lk6OJTZocYCRYinrIvlwoitmS2J3RfkogtvRfsA=
gainers.nexus.	10800	in	ns	ns1045.ui-dns.biz.
gainers.nexus.	10800	in	ns	ns1045.ui-dns.com.
gainers.nexus.	10800	in	ns	ns1045.ui-dns.de.
gainers.nexus.	10800	in	ns	ns1045.ui-dns.org.
galactic.nexus.	10800	in	ns	dale.ns.cloudflare.com.
galactic.nexus.	10800	in	ns	fiona.ns.cloudflare.com.
galacticforest.nexus.	10800	in	ns	ns1.hover.com.
galacticforest.nexus.	10800	in	ns	ns2.hover.com.
galacticode.nexus.	10800	in	ns	grace.ns.cloudflare.com.
galacticode.nexus.	10800	in	ns	howard.ns.cloudflare.com.
galaxies.nexus.	10800	in	ns	ns33.domaincontrol.com.
galaxies.nexus.	10800	in	ns	ns34.domaincontrol.com.
galaxii.nexus.	10800	in	ns	indie.ns.cloudflare.com.
galaxii.nexus.	10800	in	ns	marek.ns.cloudflare.com.
gallifrey.nexus.	10800	in	ns	athena.ns.cloudflare.com.
gallifrey.nexus.	10800	in	ns	ignacio.ns.cloudflare.com.
gally.nexus.	10800	in	ns	ns-110-a.gandi.net.
gally.nexus.	10800	in	ns	ns-141-b.gandi.net.
gally.nexus.	10800	in	ns	ns-92-c.gandi.net.
gamebaidoithuong.nexus.	10800	in	ns	gordon.ns.cloudflare.com.
gamebaidoithuong.nexus.	10800	in	ns	piper.ns.cloudflare.com.
gamedev.nexus.	10800	in	ns	curitiba.ns.porkbun.com.
gamedev.nexus.	10800	in	ns	fortaleza.ns.porkbun.com.
gamedev.nexus.	10800	in	ns	maceio.ns.porkbun.com.
gamedev.nexus.	10800	in	ns	salvador.ns.porkbun.com.
gamepixel.nexus.	10800	in	ns	alec.ns.cloudflare.com.
gamepixel.nexus.	10800	in	ns	sofia.ns.cloudflare.com.
gamer.nexus.	10800	in	ns	ns-cloud-c1.googledomains.com.
gamer.nexus.	10800	in	ns	ns-cloud-c2.googledomains.com.
gamer.nexus.	10800	in	ns	ns-cloud-c3.googledomains.com.
gamer.nexus.	10800	in	ns	ns-cloud-c4.googledomains.com.
gamer.nexus.	900	in	ds	46796 8 2 366085C84CCA6D2552C97668F28BB993D9531888FA62063444050815969E648E
gamer.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. MBEnbRGQQdJNxj5Sssw4ltumg8gTa+md5kfKlTLIN4sJrNHZphj/kJ6/Fp8miPhXr2KscejQ29jjq3yXiVCoXp15bEaarcnNWnhptn0MC86ds021mwwccfOFxSUnTgcg63Twxxhri7YYKcfvlqjuDixqXDZDInCOt8atBsgZALM=
gamers.nexus.	10800	in	ns	ns-cloud-e1.googledomains.com.
gamers.nexus.	10800	in	ns	ns-cloud-e2.googledomains.com.
gamers.nexus.	10800	in	ns	ns-cloud-e3.googledomains.com.
gamers.nexus.	10800	in	ns	ns-cloud-e4.googledomains.com.
gamers.nexus.	900	in	ds	42701 8 2 BD1E57D1865363053D2A30F120BB93BBCB9211A2FD77AF32DE348C9965D8AD73
gamers.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. gSXxv70/7sU0DDg4O5CatyUKqO52MBc07VHb41GA/DdmD+NrliIvbAxNOe1Q5BXvTaV/7/dArnXul2AEfeN9M9TOSN2ijRbnvsJg2RXtFdxuyH7SFWbSYfjAvlDBnqUtZ8VZkRBwpZYaLbJLQ5xz7p1HPXJcCHSGRpRgk1Y+UAQ=
gamersnexus.nexus.	10800	in	ns	ns-cloud-b1.googledomains.com.
gamersnexus.nexus.	10800	in	ns	ns-cloud-b2.googledomains.com.
gamersnexus.nexus.	10800	in	ns	ns-cloud-b3.googledomains.com.
gamersnexus.nexus.	10800	in	ns	ns-cloud-b4.googledomains.com.
gamersnexus.nexus.	900	in	ds	8902 8 2 2F6AE6F6DFE921E3EA8BD2A2A140D0ED4BB4B3F959173C69E7AB014DE7105DFD
gamersnexus.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. SIaZdbCJg989/ErMm/QpJliCK5YfaZMkcD2RbUpOGlpm+p6mYIuiMmnEKuvVuQVv3HQI74jkNs7/nBtbYajQPuL+aHl3o0WaNFribb/gLVJdXQ1s+3eU7Igu/2zeDDty+zs/wLfEFIXd7Jv2TEZD18IZ23LEI5RUZH2Kiywgo7M=
gameserver.nexus.	10800	in	ns	lady.ns.cloudflare.com.
gameserver.nexus.	10800	in	ns	woz.ns.cloudflare.com.
gameserver.nexus.	900	in	ds	2371 13 2 30276608DC8E6C0D699DD07B7D4FB507616E204D5122DA8E8DDF3B27528AB740
gameserver.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. BS34zgHP7Lfe5PZQk/nmHBTfGleXIhChutcMrKdChETMfbCdpnlZwa3lv95Au8eIQYBcFGlBZWsFeiYYhxVgpeDs1sZuFf49AjL9d1xnrVyYJYVnRErqi+Q05kwSmg7kuitPL30lMxT11Tw++64DtZfWa6K7bDe/YzpW1va57uc=
gamingroms.nexus.	10800	in	ns	nk.ns.oudflare.org.
gamingroms.nexus.	10800	in	ns	pe.ns.cdflare.org.
gamma.nexus.	10800	in	ns	athena.ns.cloudflare.com.
gamma.nexus.	10800	in	ns	ignacio.ns.cloudflare.com.
ganymede.nexus.	10800	in	ns	alexandra.ns.cloudflare.com.
ganymede.nexus.	10800	in	ns	ignat.ns.cloudflare.com.
ganymede.nexus.	900	in	ds	2371 13 2 0622B45B8E8C79D339E90847798AE18D1B9F2C36DD0427FE8763A463ECFCE182
ganymede.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. IIn49CQpTj/zWZYoM41RZuDBPM4joeERDhSERIhDPjKROiBMeeCtP+9nsuYanZy2pmfsaRzm1XGAEy/f/YbDooKX35aRJAdjpn7OcFVVtt7zfYleeRGilmAwaWowROjYbzBeM4hC9XGNU79jL+fXlQ9g5jVIaM9GsLg1fPVKv/I=
gash.nexus.	10800	in	ns	curitiba.ns.porkbun.com.
