rio.	172800	in	soa	a.dns.br. hostmaster.registro.br. 2025239030 1800 900 604800 900
comunitar.rio.	3600	in	ds	10358 13 2 12444CDA059DBAAD4D328DDFB0B2F8C4EB5A0F6CB41E64FEF6C80D2762AD0B8E
comunitar.rio.	3600	in	rrsig	DS 13 2 3600 20250907202501 20250823192501 65520 rio. gfiypHg2f/1P01tY6c7DjHCXOvTdeupButYyflSpEOWM4fPKThya91WULLIpZrnzfO+UWQyYLviFEgpWF8/FGw==
comunitar.rio.	86400	in	ns	ns01.one.com.
comunitar.rio.	86400	in	ns	ns02.one.com.
concilia.rio.	86400	in	ns	ns0.rio.gov.br.
concilia.rio.	86400	in	ns	ns1.rio.rj.gov.br.
conexao21.rio.	86400	in	ns	nsa1.hostnet.com.br.
conexao21.rio.	86400	in	ns	nsa2.hostnet.com.br.
conexao21.rio.	86400	in	ns	nsa3.hostnet.com.br.
conexao21.rio.	86400	in	ns	nsa4.hostnet.com.br.
conexao21.rio.	86400	in	ns	nsa5.hostnet.com.br.
conexao21.rio.	86400	in	ns	nsa6.hostnet.com.br.
confiance.rio.	86400	in	ns	ns10.srvif.com.
confiance.rio.	86400	in	ns	ns9.srvif.com.
copacabana.rio.	86400	in	ns	nsa1.hostnet.com.br.
copacabana.rio.	86400	in	ns	nsa2.hostnet.com.br.
copacabana.rio.	86400	in	ns	nsa3.hostnet.com.br.
copacabana.rio.	86400	in	ns	nsa4.hostnet.com.br.
copacabana.rio.	86400	in	ns	nsa5.hostnet.com.br.
copacabana.rio.	86400	in	ns	nsa6.hostnet.com.br.
copacabanaimoveis.rio.	86400	in	ns	hank.ns.cloudflare.com.
copacabanaimoveis.rio.	86400	in	ns	rose.ns.cloudflare.com.
copanema.rio.	86400	in	ns	fred.ns.cloudflare.com.
copanema.rio.	86400	in	ns	leia.ns.cloudflare.com.
cor.rio.	86400	in	ns	ns1.dns-parking.com.
cor.rio.	86400	in	ns	ns2.dns-parking.com.
coronavirus.rio.	86400	in	ns	ns0.rio.gov.br.
coronavirus.rio.	86400	in	ns	ns1.rio.rj.gov.br.
costalima.rio.	3600	in	ds	59017 13 2 65EF2690C0D980A7BF79F0A97510D5617A3D53545D841C855A2FF5C7ABE44118
costalima.rio.	3600	in	rrsig	DS 13 2 3600 20250907202501 20250823192501 65520 rio. 9fW1OqW8HTnYiIN8tW/BMn/2RoEiVw2iusmSADEIS5K3xrqsimdfrWXi1FtfpaoAS9B6/ehe2tESJEQJSg/+ew==
costalima.rio.	86400	in	ns	ns01.one.com.
costalima.rio.	86400	in	ns	ns02.one.com.
courtyardhotels.rio.	86400	in	ns	ns-1160.awsdns-17.org.
courtyardhotels.rio.	86400	in	ns	ns-1910.awsdns-46.co.uk.
courtyardhotels.rio.	86400	in	ns	ns-35.awsdns-04.com.
courtyardhotels.rio.	86400	in	ns	ns-760.awsdns-31.net.
coworking.rio.	3600	in	ds	12910 13 2 E143A6AE6A13EF1233BDF5F10778FE9DE7A61655E4C081D4C047BD7D99FD47BE
coworking.rio.	3600	in	rrsig	DS 13 2 3600 20250907202501 20250823192501 65520 rio. sH+D8TcrMhm3lwrBr5IdIUSXuwLbnUAY35l6C81rmUrqFzopkDFL7vpbzHnNOLh9QE3NPyFiiDOIcx/sQ2a0+Q==
coworking.rio.	86400	in	ns	ns01.one.com.
coworking.rio.	86400	in	ns	ns02.one.com.
criptoparatodos.rio.	86400	in	ns	gerald.ns.cloudflare.com.
criptoparatodos.rio.	86400	in	ns	oaklyn.ns.cloudflare.com.
curitiba.rio.	86400	in	ns	nsa1.hostnet.com.br.
curitiba.rio.	86400	in	ns	nsa2.hostnet.com.br.
curitiba.rio.	86400	in	ns	nsa3.hostnet.com.br.
curitiba.rio.	86400	in	ns	nsa4.hostnet.com.br.
curitiba.rio.	86400	in	ns	nsa5.hostnet.com.br.
curitiba.rio.	86400	in	ns	nsa6.hostnet.com.br.
cwcontabilidade.rio.	86400	in	ns	nsb1.k8.com.br.
cwcontabilidade.rio.	86400	in	ns	nsb2.k8.com.br.
cwcontabilidade.rio.	86400	in	ns	nsb3.k8.com.br.
cwcontabilidade.rio.	86400	in	ns	nsb4.k8.com.br.
cwcontabilidade.rio.	86400	in	ns	nsb5.k8.com.br.
cwcontabilidade.rio.	86400	in	ns	nsb6.k8.com.br.
dados.rio.	86400	in	ns	ns-cloud-e1.googledomains.com.
dados.rio.	86400	in	ns	ns-cloud-e2.googledomains.com.
dados.rio.	86400	in	ns	ns-cloud-e3.googledomains.com.
dados.rio.	86400	in	ns	ns-cloud-e4.googledomains.com.
dalaje.rio.	86400	in	ns	cdns1.main-hosting.eu.
dalaje.rio.	86400	in	ns	cdns2.main-hosting.eu.
daluz.rio.	3600	in	ds	18429 13 2 888173B701F3A9B5D0162677436272B28BA6C5454FE8A4130859E0B0175A7E2F
daluz.rio.	3600	in	rrsig	DS 13 2 3600 20250907202501 20250823192501 65520 rio. fszk2GYIeG34yN9+u84iy+DhB+2n2tJsWXAUuiP17RJZAq8sqyZ2fubxdP+Miq467ldJCVt/cDgXgXPg7KJjjw==
daluz.rio.	86400	in	ns	ns01.one.com.
daluz.rio.	86400	in	ns	ns02.one.com.
damatina.rio.	86400	in	ns	ruth.ns.cloudflare.com.
damatina.rio.	86400	in	ns	sage.ns.cloudflare.com.
dani.rio.	86400	in	ns	helium.ns.hetzner.de.
dani.rio.	86400	in	ns	hydrogen.ns.hetzner.com.
dani.rio.	86400	in	ns	oxygen.ns.hetzner.com.
daniella.rio.	86400	in	ns	helium.ns.hetzner.de.
daniella.rio.	86400	in	ns	hydrogen.ns.hetzner.com.
daniella.rio.	86400	in	ns	oxygen.ns.hetzner.com.
data.rio.	86400	in	ns	ns0.rio.gov.br.
data.rio.	86400	in	ns	ns1.rio.rj.gov.br.
davidmariano.rio.	86400	in	ns	ns1.dns-parking.com.
davidmariano.rio.	86400	in	ns	ns2.dns-parking.com.
decathlon.rio.	86400	in	ns	ns-150-b.gandi.net.
decathlon.rio.	86400	in	ns	ns-17-c.gandi.net.
decathlon.rio.	86400	in	ns	ns-73-a.gandi.net.
deco.rio.	3600	in	ds	25680 13 2 1200D3E7CF29FFB2955B44F20A99D81B7B0D62641FC5F9F6E7DC5DADC6A1EF2A
deco.rio.	3600	in	rrsig	DS 13 2 3600 20250907202501 20250823192501 65520 rio. iH1WUhj/jAo/WQJLFCzik2M8j0U7Gj6idkv7dATZaUVkBe4QmsrGbdvBYJNWgBS/vzzulqCTegAyekHeySOstQ==
deco.rio.	86400	in	ns	ns01.one.com.
deco.rio.	86400	in	ns	ns02.one.com.
deodoro.rio.	86400	in	ns	nsa1.hostnet.com.br.
deodoro.rio.	86400	in	ns	nsa2.hostnet.com.br.
deodoro.rio.	86400	in	ns	nsa3.hostnet.com.br.
deodoro.rio.	86400	in	ns	nsa4.hostnet.com.br.
deodoro.rio.	86400	in	ns	nsa5.hostnet.com.br.
deodoro.rio.	86400	in	ns	nsa6.hostnet.com.br.
desafio.rio.	86400	in	ns	ns0.rio.gov.br.
desafio.rio.	86400	in	ns	ns1.rio.rj.gov.br.
di2ns6tv1dr8him3f5r7kc7s5se0i39c.rio.	900	in	nsec3	1 1 0 BB3300E80CC3CCB25A95 DJA9BIJMIHA9NAU85GTM418GG75KOOSJ NS DS RRSIG
di2ns6tv1dr8him3f5r7kc7s5se0i39c.rio.	900	in	rrsig	NSEC3 13 2 900 20250907202501 20250823192501 65520 rio. IuRkql0zThk3YMaBMYKdaCDQOaTqZWhpUGbGLDFHkOVRGyxNQB5hs2Wk6gadlfg1T+fXclqsRegUCqCNy3ZcjQ==
digitalnomads.rio.	86400	in	ns	ns12.wixdns.net.
digitalnomads.rio.	86400	in	ns	ns13.wixdns.net.
dja9bijmiha9nau85gtm418gg75koosj.rio.	900	in	nsec3	1 1 0 BB3300E80CC3CCB25A95 FK2D2SOREEUJ3R55HKRL33NAQ8286GG5 NS DS RRSIG
dja9bijmiha9nau85gtm418gg75koosj.rio.	900	in	rrsig	NSEC3 13 2 900 20250907202501 20250823192501 65520 rio. HlAxrNAfXGrlutB72dbKK8cIDscfEaatPbio97vYwvlPmr4icoAZ1+6mlPhpdOAzzDu97LmOPiBXasyvUnpfeA==
do.rio.	86400	in	ns	ns0.rio.gov.br.
do.rio.	86400	in	ns	ns1.rio.rj.gov.br.
dreamcenter.rio.	86400	in	ns	ns1.dns-parking.com.
dreamcenter.rio.	86400	in	ns	ns2.dns-parking.com.
dricaviagens.rio.	86400	in	ns	ns1.viahospedagem.com.br.
dricaviagens.rio.	86400	in	ns	ns2.viahospedagem.com.br.
dricaviagens.rio.	86400	in	ns	ns3.viahospedagem.com.br.
dubai.rio.	86400	in	ns	nsa1.hostnet.com.br.
dubai.rio.	86400	in	ns	nsa2.hostnet.com.br.
dubai.rio.	86400	in	ns	nsa3.hostnet.com.br.
dubai.rio.	86400	in	ns	nsa4.hostnet.com.br.
dubai.rio.	86400	in	ns	nsa5.hostnet.com.br.
dubai.rio.	86400	in	ns	nsa6.hostnet.com.br.
ducati.rio.	86400	in	ns	ns-1007.awsdns-61.net.
ducati.rio.	86400	in	ns	ns-1431.awsdns-50.org.
ducati.rio.	86400	in	ns	ns-1637.awsdns-12.co.uk.
ducati.rio.	86400	in	ns	ns-262.awsdns-32.com.
dunlop.rio.	86400	in	ns	nsa1.k8.com.br.
dunlop.rio.	86400	in	ns	nsa2.k8.com.br.
dunlop.rio.	86400	in	ns	nsa3.k8.com.br.
dunlop.rio.	86400	in	ns	nsa4.k8.com.br.
dunlop.rio.	86400	in	ns	nsa5.k8.com.br.
dunlop.rio.	86400	in	ns	nsa6.k8.com.br.
easylaser.rio.	86400	in	ns	ns01.one.com.
easylaser.rio.	86400	in	ns	ns02.one.com.
ecolog.rio.	86400	in	ns	ns1.emailcorporativo.srv.br.
ecolog.rio.	86400	in	ns	ns2.emailcorporativo.srv.br.
eduardawerneck.rio.	86400	in	ns	ns1.hostinger.com.br.
eduardawerneck.rio.	86400	in	ns	ns2.hostinger.com.br.
eduardawerneck.rio.	86400	in	ns	ns3.hostinger.com.br.
eduardawerneck.rio.	86400	in	ns	ns4.hostinger.com.br.
eduardopaes.rio.	86400	in	ns	bill.ns.cloudflare.com.
eduardopaes.rio.	86400	in	ns	elma.ns.cloudflare.com.
egencia.rio.	86400	in	ns	ns1.markmonitor.com.
egencia.rio.	86400	in	ns	ns2.markmonitor.com.
egencia.rio.	86400	in	ns	ns3.markmonitor.com.
egencia.rio.	86400	in	ns	ns4.markmonitor.com.
egencia.rio.	86400	in	ns	ns5.markmonitor.com.
egencia.rio.	86400	in	ns	ns6.markmonitor.com.
egencia.rio.	86400	in	ns	ns7.markmonitor.com.
embelleze.rio.	86400	in	ns	ns1.bdm.microsoftonline.com.
embelleze.rio.	86400	in	ns	ns2.bdm.microsoftonline.com.
embelleze.rio.	86400	in	ns	ns3.bdm.microsoftonline.com.
embelleze.rio.	86400	in	ns	ns4.bdm.microsoftonline.com.
embellezeinternacional.rio.	86400	in	ns	nsb1.hostnet.com.br.
embellezeinternacional.rio.	86400	in	ns	nsb2.hostnet.com.br.
embellezeinternacional.rio.	86400	in	ns	nsb3.hostnet.com.br.
embellezeinternacional.rio.	86400	in	ns	nsb4.hostnet.com.br.
embellezeinternacional.rio.	86400	in	ns	nsb5.hostnet.com.br.
embellezeinternacional.rio.	86400	in	ns	nsb6.hostnet.com.br.
embellezeinternational.rio.	86400	in	ns	ns1.embelleze.com.
embellezeinternational.rio.	86400	in	ns	ns2.embelleze.com.
emeraldclub.rio.	86400	in	ns	ns1.markmonitor.com.
emeraldclub.rio.	86400	in	ns	ns2.markmonitor.com.
emeraldclub.rio.	86400	in	ns	ns3.markmonitor.com.
emeraldclub.rio.	86400	in	ns	ns4.markmonitor.com.
emeraldclub.rio.	86400	in	ns	ns5.markmonitor.com.
emeraldclub.rio.	86400	in	ns	ns6.markmonitor.com.
emeraldclub.rio.	86400	in	ns	ns7.markmonitor.com.
empresa.rio.	3600	in	ds	13005 13 2 4B0D9D9A65639081C901F59622F32AD38CC53122E07E74D75C3A1E9DF019475F
empresa.rio.	3600	in	rrsig	DS 13 2 3600 20250907202501 20250823192501 65520 rio. b3K853o5T57r3ixK5PzvRcNELkMsbeWQc46pyD7SayBCG0D6Z7m36fr+FHMbz0Dz8z+6ROb1BFzVkI1+XCTCAg==
empresa.rio.	86400	in	ns	ns01.one.com.
empresa.rio.	86400	in	ns	ns02.one.com.
enauta.rio.	86400	in	ns	ns-1251.awsdns-28.org.
enauta.rio.	86400	in	ns	ns-1654.awsdns-14.co.uk.
enauta.rio.	86400	in	ns	ns-250.awsdns-31.com.
enauta.rio.	86400	in	ns	ns-708.awsdns-24.net.
enautaenergia.rio.	86400	in	ns	ns-1303.awsdns-34.org.
enautaenergia.rio.	86400	in	ns	ns-1797.awsdns-32.co.uk.
enautaenergia.rio.	86400	in	ns	ns-410.awsdns-51.com.
enautaenergia.rio.	86400	in	ns	ns-637.awsdns-15.net.
encontravagas.rio.	86400	in	ns	nsa1.hostnet.com.br.
encontravagas.rio.	86400	in	ns	nsa2.hostnet.com.br.
encontravagas.rio.	86400	in	ns	nsa3.hostnet.com.br.
encontravagas.rio.	86400	in	ns	nsa4.hostnet.com.br.
encontravagas.rio.	86400	in	ns	nsa5.hostnet.com.br.
encontravagas.rio.	86400	in	ns	nsa6.hostnet.com.br.
energybrasil.rio.	86400	in	ns	ns1.2olhares.com.
energybrasil.rio.	86400	in	ns	ns2.2olhares.com.
engepred.rio.	86400	in	ns	ns.mls.com.br.
engepred.rio.	86400	in	ns	ns2.mls.com.br.
englishguide.rio.	86400	in	ns	ns2775.eukns.com.
englishguide.rio.	86400	in	ns	ns2776.eukns.com.
envelheser.rio.	86400	in	ns	nsa1.hostnet.com.br.
envelheser.rio.	86400	in	ns	nsa2.hostnet.com.br.
envelheser.rio.	86400	in	ns	nsa3.hostnet.com.br.
envelheser.rio.	86400	in	ns	nsa4.hostnet.com.br.
envelheser.rio.	86400	in	ns	nsa5.hostnet.com.br.
envelheser.rio.	86400	in	ns	nsa6.hostnet.com.br.
epfsme.rio.	86400	in	ns	daphne.ns.cloudflare.com.
epfsme.rio.	86400	in	ns	gabe.ns.cloudflare.com.
erikacordeiro.rio.	86400	in	ns	ns1.locaweb.com.br.
erikacordeiro.rio.	86400	in	ns	ns2.locaweb.com.br.
erikacordeiro.rio.	86400	in	ns	ns3.locaweb.com.br.
errejota.rio.	86400	in	ns	ns1.dreamhost.com.
errejota.rio.	86400	in	ns	ns2.dreamhost.com.
errejota.rio.	86400	in	ns	ns3.dreamhost.com.
escamarestaurante.rio.	86400	in	ns	andy.ns.cloudflare.com.
escamarestaurante.rio.	86400	in	ns	dana.ns.cloudflare.com.
escolacariocadeturismo.rio.	86400	in	ns	nsa1.hostnet.com.br.
escolacariocadeturismo.rio.	86400	in	ns	nsa2.hostnet.com.br.
escolacariocadeturismo.rio.	86400	in	ns	nsa3.hostnet.com.br.
escolacariocadeturismo.rio.	86400	in	ns	nsa4.hostnet.com.br.
escolacariocadeturismo.rio.	86400	in	ns	nsa5.hostnet.com.br.
escolacariocadeturismo.rio.	86400	in	ns	nsa6.hostnet.com.br.
estilo.rio.	86400	in	ns	gordon.ns.cloudflare.com.
estilo.rio.	86400	in	ns	iris.ns.cloudflare.com.
estudoscariocas.rio.	86400	in	ns	ns1.thaismoret.com.br.
estudoscariocas.rio.	86400	in	ns	ns2.thaismoret.com.br.
etienne.rio.	86400	in	ns	nsa1.hostnet.com.br.
etienne.rio.	86400	in	ns	nsa2.hostnet.com.br.
etienne.rio.	86400	in	ns	nsa3.hostnet.com.br.
etienne.rio.	86400	in	ns	nsa4.hostnet.com.br.
etienne.rio.	86400	in	ns	nsa5.hostnet.com.br.
etienne.rio.	86400	in	ns	nsa6.hostnet.com.br.
etoursbrazil.rio.	86400	in	ns	dns1.kinghost.com.br.
etoursbrazil.rio.	86400	in	ns	dns2.kinghost.com.br.
etoursbrazil.rio.	86400	in	ns	dns3.kinghost.com.br.
etoursbrazil.rio.	86400	in	ns	dns4.kinghost.com.br.
eventos.rio.	86400	in	ns	ns0.rio.gov.br.
eventos.rio.	86400	in	ns	ns1.rio.rj.gov.br.
expedia.rio.	86400	in	ns	pdns1.ultradns.net.
expedia.rio.	86400	in	ns	pdns2.ultradns.net.
expedia.rio.	86400	in	ns	pdns3.ultradns.org.
expedia.rio.	86400	in	ns	pdns4.ultradns.org.
expedia.rio.	86400	in	ns	pdns5.ultradns.info.
expedia.rio.	86400	in	ns	pdns6.ultradns.co.uk.
experiencecarnival.rio.	86400	in	ns	ns1.uksrv.co.uk.
experiencecarnival.rio.	86400	in	ns	ns2.uksrv.co.uk.
experimente.rio.	86400	in	ns	ns1.tdnx.net.
experimente.rio.	86400	in	ns	ns2.tdnx.net.
experimente.rio.	86400	in	ns	ns3.tdnx.net.
farm.rio.	86400	in	ns	nsb1.k8.com.br.
farm.rio.	86400	in	ns	nsb2.k8.com.br.
farm.rio.	86400	in	ns	nsb3.k8.com.br.
farm.rio.	86400	in	ns	nsb4.k8.com.br.
farm.rio.	86400	in	ns	nsb5.k8.com.br.
farm.rio.	86400	in	ns	nsb6.k8.com.br.
fastconsultoria.rio.	86400	in	ns	nsb1.k8.com.br.
fastconsultoria.rio.	86400	in	ns	nsb2.k8.com.br.
fastconsultoria.rio.	86400	in	ns	nsb3.k8.com.br.
fastconsultoria.rio.	86400	in	ns	nsb4.k8.com.br.
fastconsultoria.rio.	86400	in	ns	nsb5.k8.com.br.
fastconsultoria.rio.	86400	in	ns	nsb6.k8.com.br.
felipedemarco.rio.	86400	in	ns	nsa1.k8.com.br.
felipedemarco.rio.	86400	in	ns	nsa2.k8.com.br.
felipedemarco.rio.	86400	in	ns	nsa3.k8.com.br.
felipedemarco.rio.	86400	in	ns	nsa4.k8.com.br.
felipedemarco.rio.	86400	in	ns	nsa5.k8.com.br.
felipedemarco.rio.	86400	in	ns	nsa6.k8.com.br.
felipefernandes.rio.	86400	in	ns	nsa1.hostnet.com.br.
felipefernandes.rio.	86400	in	ns	nsa2.hostnet.com.br.
felipefernandes.rio.	86400	in	ns	nsa3.hostnet.com.br.
felipefernandes.rio.	86400	in	ns	nsa4.hostnet.com.br.
felipefernandes.rio.	86400	in	ns	nsa5.hostnet.com.br.
felipefernandes.rio.	86400	in	ns	nsa6.hostnet.com.br.
ficofi.rio.	86400	in	ns	ns1.prodomaines.com.
ficofi.rio.	86400	in	ns	ns2.prodomaines.com.
filatelia.rio.	3600	in	ds	42560 13 2 81376AEE73D8B929057CB974559B7F234F5F7F88BD31424BB724646552B037B9
filatelia.rio.	3600	in	rrsig	DS 13 2 3600 20250909143002 20250825133002 65520 rio. z7ciAZ/SsTp9QuHFJ48yrnwDOmEYCMxzZg9awXj1XJXjqYtDwnbRus33jDVGcSlMgkNCU2A4oCK7uLmij9Tj5Q==
filatelia.rio.	86400	in	ns	ns01.one.com.
filatelia.rio.	86400	in	ns	ns02.one.com.
fiuza.rio.	86400	in	ns	ns1.dns-parking.com.
fiuza.rio.	86400	in	ns	ns2.dns-parking.com.
fk2d2soreeuj3r55hkrl33naq8286gg5.rio.	900	in	nsec3	1 1 0 BB3300E80CC3CCB25A95 FLQJSF7REIQKLNQDATDULO7F2J1FJ12A NS DS RRSIG
fk2d2soreeuj3r55hkrl33naq8286gg5.rio.	900	in	rrsig	NSEC3 13 2 900 20250907202501 20250823192501 65520 rio. fiWYZRnK2d8N9VDiaySiUSLRDtSCK/v03XVHdOYQgZJ3aIRdCRaJdtCbMTawqTqO2XhECg4koNFrF54PB0t8SA==
flap.rio.	86400	in	ns	ns732.hostgator.com.br.
flap.rio.	86400	in	ns	ns733.hostgator.com.br.
flat1114.rio.	86400	in	ns	ns1.dns-parking.com.
flat1114.rio.	86400	in	ns	ns2.dns-parking.com.
flaviovalle.rio.	3600	in	ds	28152 13 2 896C97EDF9542779FB312B58E4DA8826208D4004FBB4B5ACDE25F0CDCDF2A3F3
flaviovalle.rio.	3600	in	rrsig	DS 13 2 3600 20250907202501 20250823192501 65520 rio. EyvDGxOZmVc99BXUxNZAsrM1ZTgyHGmmei8HGhbokYE3ynJPict+uQF6g/8rHSugXpNRbhLflI9UMK1heyoWfw==
flaviovalle.rio.	86400	in	ns	ns01.one.com.
flaviovalle.rio.	86400	in	ns	ns02.one.com.
flexmed.rio.	86400	in	ns	nsb1.k8.com.br.
flexmed.rio.	86400	in	ns	nsb2.k8.com.br.
flexmed.rio.	86400	in	ns	nsb3.k8.com.br.
flexmed.rio.	86400	in	ns	nsb4.k8.com.br.
flexmed.rio.	86400	in	ns	nsb5.k8.com.br.
flexmed.rio.	86400	in	ns	nsb6.k8.com.br.
florianopolis.rio.	86400	in	ns	parked.g1-dns.com.
florianopolis.rio.	86400	in	ns	parked.g1-dns.one.
flqjsf7reiqklnqdatdulo7f2j1fj12a.rio.	900	in	nsec3	1 1 0 BB3300E80CC3CCB25A95 FSPM946RV7OCU0797JOKQP575MVQR63D NS DS RRSIG
flqjsf7reiqklnqdatdulo7f2j1fj12a.rio.	900	in	rrsig	NSEC3 13 2 900 20250907202501 20250823192501 65520 rio. 6d+axnxku/N1ZeVGqhmCOUo5Ea4bJF+0fJ+rS2JXLxh+7YFT20raYb9kcDfFo/91jd1NwlpvD/SghrK7/zLp1A==
fly360.rio.	86400	in	ns	ns1.linode.com.
fly360.rio.	86400	in	ns	ns2.linode.com.
fly360.rio.	86400	in	ns	ns3.linode.com.
fly360.rio.	86400	in	ns	ns4.linode.com.
fly360.rio.	86400	in	ns	ns5.linode.com.
fnm.rio.	3600	in	ds	12585 13 2 67DE4CD91F18A2D7C2323A2E2E999E4F4E719B8789F7C6672A57710901386A93
fnm.rio.	3600	in	rrsig	DS 13 2 3600 20250907202501 20250823192501 65520 rio. XDeommuJ6KNkcJ2OXTZY3OznxYnEug4GsAldWsMiLpsBc6Wqx5WCpCTFhBwK0kDXNltsTfm/HPtzeJCsGr3lIw==
fnm.rio.	86400	in	ns	ns01.one.com.
fnm.rio.	86400	in	ns	ns02.one.com.
foco.rio.	86400	in	ns	ns1.locaweb.com.br.
foco.rio.	86400	in	ns	ns2.locaweb.com.br.
formulanimal.rio.	86400	in	ns	ns1.x10hosting.com.
formulanimal.rio.	86400	in	ns	ns2.x10hosting.com.
fortaleza.rio.	86400	in	ns	nsa1.hostnet.com.br.
fortaleza.rio.	86400	in	ns	nsa2.hostnet.com.br.
fortaleza.rio.	86400	in	ns	nsa3.hostnet.com.br.
fortaleza.rio.	86400	in	ns	nsa4.hostnet.com.br.
fortaleza.rio.	86400	in	ns	nsa5.hostnet.com.br.
fortaleza.rio.	86400	in	ns	nsa6.hostnet.com.br.
frentemaritima.rio.	86400	in	ns	nsa1.hostnet.com.br.
frentemaritima.rio.	86400	in	ns	nsa2.hostnet.com.br.
frentemaritima.rio.	86400	in	ns	nsa3.hostnet.com.br.
frentemaritima.rio.	86400	in	ns	nsa4.hostnet.com.br.
frentemaritima.rio.	86400	in	ns	nsa5.hostnet.com.br.
frentemaritima.rio.	86400	in	ns	nsa6.hostnet.com.br.
frioline.rio.	86400	in	ns	nsa1.hostnet.com.br.
frioline.rio.	86400	in	ns	nsa2.hostnet.com.br.
frioline.rio.	86400	in	ns	nsa3.hostnet.com.br.
frioline.rio.	86400	in	ns	nsa4.hostnet.com.br.
frioline.rio.	86400	in	ns	nsa5.hostnet.com.br.
frioline.rio.	86400	in	ns	nsa6.hostnet.com.br.
friperj.rio.	86400	in	ns	ns1.dns-parking.com.
friperj.rio.	86400	in	ns	ns2.dns-parking.com.
fspm946rv7ocu0797jokqp575mvqr63d.rio.	900	in	nsec3	1 1 0 BB3300E80CC3CCB25A95 GKRCD86L4EOV58HE609I1EDB3RT2MPAO NS DS RRSIG
fspm946rv7ocu0797jokqp575mvqr63d.rio.	900	in	rrsig	NSEC3 13 2 900 20250907202501 20250823192501 65520 rio. xETfm6qkD4aF0guH5Mj0tPH0SmX7aVcjgngu+VRzz10vKoN3F06Uave2GJ/beEnxTqyZZgCidn7MNT701kaLTQ==
funerariajardimdasaudade.rio.	86400	in	ns	nsb1.k8.com.br.
funerariajardimdasaudade.rio.	86400	in	ns	nsb2.k8.com.br.
funerariajardimdasaudade.rio.	86400	in	ns	nsb3.k8.com.br.
funerariajardimdasaudade.rio.	86400	in	ns	nsb4.k8.com.br.
funerariajardimdasaudade.rio.	86400	in	ns	nsb5.k8.com.br.
funerariajardimdasaudade.rio.	86400	in	ns	nsb6.k8.com.br.
futevolei.rio.	86400	in	ns	nsb1.hostnet.com.br.
futevolei.rio.	86400	in	ns	nsb2.hostnet.com.br.
futevolei.rio.	86400	in	ns	nsb3.hostnet.com.br.
futevolei.rio.	86400	in	ns	nsb4.hostnet.com.br.
futevolei.rio.	86400	in	ns	nsb5.hostnet.com.br.
futevolei.rio.	86400	in	ns	nsb6.hostnet.com.br.
g20.rio.	86400	in	ns	ns0.rio.gov.br.
g20.rio.	86400	in	ns	ns1.rio.rj.gov.br.
gaam.rio.	3600	in	ds	44984 13 2 F4AD4784B53DEE76A862E03828D31C864A1A5DCAFF44C7D453A3EC7F698C5B6B
gaam.rio.	3600	in	rrsig	DS 13 2 3600 20250907202501 20250823192501 65520 rio. 268QgYleFIXVpD5Xp7Hj2nwtS9fZ3hcKFvEkUwXYGdJI2wZmaAGhVdkCyk1yyZDUp/ivn7eYqj2LN2UlF7eVAw==
gaam.rio.	86400	in	ns	ns01.one.com.
gaam.rio.	86400	in	ns	ns02.one.com.
gabrielpinho.rio.	86400	in	ns	jasper.ns.cloudflare.com.
gabrielpinho.rio.	86400	in	ns	tori.ns.cloudflare.com.
gadr.rio.	86400	in	ns	ns01.one.com.
gadr.rio.	86400	in	ns	ns02.one.com.
gaoli.rio.	86400	in	ns	sarah.ns.cloudflare.com.
gaoli.rio.	86400	in	ns	thomas.ns.cloudflare.com.
gavea.rio.	86400	in	ns	nsa1.hostnet.com.br.
gavea.rio.	86400	in	ns	nsa2.hostnet.com.br.
gavea.rio.	86400	in	ns	nsa3.hostnet.com.br.
gavea.rio.	86400	in	ns	nsa4.hostnet.com.br.
gavea.rio.	86400	in	ns	nsa5.hostnet.com.br.
gavea.rio.	86400	in	ns	nsa6.hostnet.com.br.
genoma.rio.	86400	in	ns	ns1.first-ns.de.
genoma.rio.	86400	in	ns	robotns2.second-ns.de.
genoma.rio.	86400	in	ns	robotns3.second-ns.com.
genome.rio.	86400	in	ns	ns1.first-ns.de.
genome.rio.	86400	in	ns	robotns2.second-ns.de.
genome.rio.	86400	in	ns	robotns3.second-ns.com.
genteiplan.rio.	86400	in	ns	ns0.rio.gov.br.
genteiplan.rio.	86400	in	ns	ns1.rio.rj.gov.br.
geoisabelsalgado.rio.	86400	in	ns	ns4.wixdns.net.
geoisabelsalgado.rio.	86400	in	ns	ns5.wixdns.net.
georgeneder.rio.	86400	in	ns	ns4.wixdns.net.
georgeneder.rio.	86400	in	ns	ns5.wixdns.net.
gilsonmartins.rio.	86400	in	ns	nsb1.hostnet.com.br.
gilsonmartins.rio.	86400	in	ns	nsb2.hostnet.com.br.
gilsonmartins.rio.	86400	in	ns	nsb3.hostnet.com.br.
gilsonmartins.rio.	86400	in	ns	nsb4.hostnet.com.br.
gilsonmartins.rio.	86400	in	ns	nsb5.hostnet.com.br.
gilsonmartins.rio.	86400	in	ns	nsb6.hostnet.com.br.
gkrcd86l4eov58he609i1edb3rt2mpao.rio.	900	in	nsec3	1 1 0 BB3300E80CC3CCB25A95 GQ7NNFGCE0N24CEU5O7D37O4LDP2B2BN NS DS RRSIG
