rio.	172800	in	soa	a.dns.br. hostmaster.registro.br. 2025239030 1800 900 604800 900
leandrorangel.rio.	86400	in	ns	nsb2.k8.com.br.
leandrorangel.rio.	86400	in	ns	nsb3.k8.com.br.
leandrorangel.rio.	86400	in	ns	nsb4.k8.com.br.
leandrorangel.rio.	86400	in	ns	nsb5.k8.com.br.
leandrorangel.rio.	86400	in	ns	nsb6.k8.com.br.
leme.rio.	86400	in	ns	nsa1.hostnet.com.br.
leme.rio.	86400	in	ns	nsa2.hostnet.com.br.
leme.rio.	86400	in	ns	nsa3.hostnet.com.br.
leme.rio.	86400	in	ns	nsa4.hostnet.com.br.
leme.rio.	86400	in	ns	nsa5.hostnet.com.br.
leme.rio.	86400	in	ns	nsa6.hostnet.com.br.
levecarioca.rio.	86400	in	ns	ns1.bdm.microsoftonline.com.
levecarioca.rio.	86400	in	ns	ns2.bdm.microsoftonline.com.
libo.rio.	86400	in	ns	ainsley.ns.cloudflare.com.
libo.rio.	86400	in	ns	trevor.ns.cloudflare.com.
licitaimoveis.rio.	86400	in	ns	ns0.rio.gov.br.
licitaimoveis.rio.	86400	in	ns	ns1.rio.rj.gov.br.
limonadacarioca.rio.	86400	in	ns	dns1.infolink.com.br.
limonadacarioca.rio.	86400	in	ns	dns2.infolink.com.br.
linka.rio.	3600	in	ds	6136 13 2 C9763117D6CCD28771F0919F6CA9C67487BD204A5BB6AD0CE9EFBE2C486B3AB3
linka.rio.	3600	in	rrsig	DS 13 2 3600 20250907202501 20250823192501 65520 rio. 2EytKJUS2vAOaX5e/JFgIxXqoM6XAR2rmuJHHZpQyBKa5EuTO/HVRe4SlfC0ISr/wLFLUIl7D93R0Etz0HUidA==
linka.rio.	86400	in	ns	ns01.one.com.
linka.rio.	86400	in	ns	ns02.one.com.
liptech.rio.	86400	in	ns	annalise.ns.cloudflare.com.
liptech.rio.	86400	in	ns	odin.ns.cloudflare.com.
lisboa.rio.	86400	in	ns	parked.g1-dns.com.
lisboa.rio.	86400	in	ns	parked.g1-dns.one.
livephotos.rio.	86400	in	ns	a.ns.apple.com.
livephotos.rio.	86400	in	ns	b.ns.apple.com.
livephotos.rio.	86400	in	ns	c.ns.apple.com.
livephotos.rio.	86400	in	ns	d.ns.apple.com.
livin.rio.	3600	in	ds	15143 13 2 E1E2FE8A6BB9A4838243A7ED8FED191C5F4C340CEF06D759B81F8D034149C603
livin.rio.	3600	in	rrsig	DS 13 2 3600 20250907202501 20250823192501 65520 rio. zumswnoAxqZzdcpMWRVreixBRAqRtKd0/CXNjGcLepDJarR/OzFCcwsMDegEO9wm1zeHU0JVQT985Hv+zYUcaQ==
livin.rio.	86400	in	ns	ns01.one.com.
livin.rio.	86400	in	ns	ns02.one.com.
livrariadoipp.rio.	86400	in	ns	ns1.dns-parking.com.
livrariadoipp.rio.	86400	in	ns	ns2.dns-parking.com.
ljengenharia.rio.	3600	in	ds	44686 13 2 FB87606DF65D0058048D7B31D8DEABDC023B205C04BDCFA8118A6428939BB618
ljengenharia.rio.	3600	in	rrsig	DS 13 2 3600 20250907202501 20250823192501 65520 rio. G/sRZBZ09gBExM+qs/YusFrdmgXBJcMAhAifyzQQ/6Xo/71DNBZNhRybDO71b6hb1ELQ6xefKdECOLDz6rvM9A==
ljengenharia.rio.	86400	in	ns	ns01.one.com.
ljengenharia.rio.	86400	in	ns	ns02.one.com.
llngcpjgivh4srim83rl56pntt085q8e.rio.	900	in	nsec3	1 1 0 BB3300E80CC3CCB25A95 LO43RM5A07KRKCONEEC02UFJ1GQ23EG3 NS DS RRSIG
llngcpjgivh4srim83rl56pntt085q8e.rio.	900	in	rrsig	NSEC3 13 2 900 20250907202501 20250823192501 65520 rio. E9f8BN9ZegKcwotailrR/B0yCkJK1k7a2gTJeH2VJ7kE4QjHFcgBCHj04nNjq+ytFqJp+64AqV1ChbqROLLLrw==
lmmp.rio.	3600	in	ds	2482 13 2 73B9D945AA1254DF7E831603A70F1BCD4B6DB69F0E93DC534DD7B912E25D4996
lmmp.rio.	3600	in	rrsig	DS 13 2 3600 20250907202501 20250823192501 65520 rio. wonVpJim20CZ/xnwyrbXGzS3I4tWZL4urlSbNlskGRZ7v2IaATSPYNvOCx5Kys0084DyDeIUyNf9UZIYVjhuGA==
lmmp.rio.	86400	in	ns	ns01.one.com.
lmmp.rio.	86400	in	ns	ns02.one.com.
lo43rm5a07krkconeec02ufj1gq23eg3.rio.	900	in	nsec3	1 1 0 BB3300E80CC3CCB25A95 MMML6HTJUQ1TDJ3E2JQSA1UNITHFM7CJ NS DS RRSIG
lo43rm5a07krkconeec02ufj1gq23eg3.rio.	900	in	rrsig	NSEC3 13 2 900 20250907202501 20250823192501 65520 rio. OUF5u3tqiz/A5+fdiJVtZO8qt1LCy2xzg44DNxTTg1ALpqigSp7TXTXQ5dYg3s8ijxARs5bJ6/YteFKwq76orw==
lobran.rio.	86400	in	ns	ns1.dns-parking.com.
lobran.rio.	86400	in	ns	ns2.dns-parking.com.
localbusiness.rio.	86400	in	ns	ns1.contabo.net.
localbusiness.rio.	86400	in	ns	ns2.contabo.net.
localbusiness.rio.	86400	in	ns	ns3.contabo.net.
london.rio.	3600	in	ds	48837 13 2 23D86A5B3C3783ED07B18F07C013566CE9E4B61A5600A85522D9E3421424DA3F
london.rio.	3600	in	rrsig	DS 13 2 3600 20250907202501 20250823192501 65520 rio. IjG0CmrwHF94PwFClXbOyzIjHbDcmACIfF4B089rSehJeOz5/sVS8xZX/XmY5CG/jEAo4rKQMDrAuLhjQxl3KQ==
london.rio.	86400	in	ns	ns01.one.com.
london.rio.	86400	in	ns	ns02.one.com.
lookbook.rio.	86400	in	ns	ns1.dreamhost.com.
lookbook.rio.	86400	in	ns	ns2.dreamhost.com.
lookbook.rio.	86400	in	ns	ns3.dreamhost.com.
lugga.rio.	3600	in	ds	48796 13 2 D8B8B0F17AF7F4782421F24787F6E05F6F516CEC5071E4C4BC1085DA86CA7370
lugga.rio.	3600	in	rrsig	DS 13 2 3600 20250907202501 20250823192501 65520 rio. VtpUkpzuknoXZH7WJv9af3i8l/6TVAMYNZEIM8OiXaW61l13GmjLfjw8TUquHdBGXu9ujDI4ewx1uepgNuP9vA==
lugga.rio.	86400	in	ns	ns01.one.com.
lugga.rio.	86400	in	ns	ns02.one.com.
luisantonio.rio.	86400	in	ns	ns1.hostmidia.com.br.
luisantonio.rio.	86400	in	ns	ns2.hostmidia.com.br.
luisclaudio.rio.	86400	in	ns	nspro82.hostgator.com.br.
luisclaudio.rio.	86400	in	ns	nspro83.hostgator.com.br.
luzmaravilha.rio.	86400	in	ns	nsb1.hostnet.com.br.
luzmaravilha.rio.	86400	in	ns	nsb2.hostnet.com.br.
luzmaravilha.rio.	86400	in	ns	nsb3.hostnet.com.br.
luzmaravilha.rio.	86400	in	ns	nsb4.hostnet.com.br.
luzmaravilha.rio.	86400	in	ns	nsb5.hostnet.com.br.
luzmaravilha.rio.	86400	in	ns	nsb6.hostnet.com.br.
maayan.rio.	86400	in	ns	ns504.hostgator.com.br.
maayan.rio.	86400	in	ns	ns505.hostgator.com.br.
mac.rio.	86400	in	ns	a.ns.apple.com.
mac.rio.	86400	in	ns	b.ns.apple.com.
mac.rio.	86400	in	ns	c.ns.apple.com.
mac.rio.	86400	in	ns	d.ns.apple.com.
macapa.rio.	86400	in	ns	nsa1.hostnet.com.br.
macapa.rio.	86400	in	ns	nsa2.hostnet.com.br.
macapa.rio.	86400	in	ns	nsa3.hostnet.com.br.
macapa.rio.	86400	in	ns	nsa4.hostnet.com.br.
macapa.rio.	86400	in	ns	nsa5.hostnet.com.br.
macapa.rio.	86400	in	ns	nsa6.hostnet.com.br.
macbook.rio.	86400	in	ns	a.ns.apple.com.
macbook.rio.	86400	in	ns	b.ns.apple.com.
macbook.rio.	86400	in	ns	c.ns.apple.com.
macbook.rio.	86400	in	ns	d.ns.apple.com.
maceio.rio.	86400	in	ns	nsa1.hostnet.com.br.
maceio.rio.	86400	in	ns	nsa2.hostnet.com.br.
maceio.rio.	86400	in	ns	nsa3.hostnet.com.br.
maceio.rio.	86400	in	ns	nsa4.hostnet.com.br.
maceio.rio.	86400	in	ns	nsa5.hostnet.com.br.
maceio.rio.	86400	in	ns	nsa6.hostnet.com.br.
machadoadvocacia.rio.	86400	in	ns	ns1.baturitec.com.br.
machadoadvocacia.rio.	86400	in	ns	ns2.baturitec.com.br.
macstore.rio.	86400	in	ns	a.ns.apple.com.
macstore.rio.	86400	in	ns	b.ns.apple.com.
macstore.rio.	86400	in	ns	c.ns.apple.com.
macstore.rio.	86400	in	ns	d.ns.apple.com.
madegroup.rio.	3600	in	ds	4875 13 2 11C17D6B06329F96DCF93B037C38908CE06E7111CAAEBD5B69F9CBC696B01253
madegroup.rio.	3600	in	rrsig	DS 13 2 3600 20250907202501 20250823192501 65520 rio. 3pE9alhbSosRtEZj5OtjK/WuvoRwc2MPZGlvEaUWg/RwnU9NGS27rRDHG/42O5vLccEwEziW+ITteAzpzXVI8g==
madegroup.rio.	86400	in	ns	ns01.one.com.
madegroup.rio.	86400	in	ns	ns02.one.com.
madeirol.rio.	86400	in	ns	nsa1.k8.com.br.
madeirol.rio.	86400	in	ns	nsa2.k8.com.br.
madeirol.rio.	86400	in	ns	nsa3.k8.com.br.
mam.rio.	86400	in	ns	norman.ns.cloudflare.com.
mam.rio.	86400	in	ns	rosa.ns.cloudflare.com.
manago.rio.	86400	in	ns	nsa1.hostnet.com.br.
manago.rio.	86400	in	ns	nsa2.hostnet.com.br.
manago.rio.	86400	in	ns	nsa3.hostnet.com.br.
manago.rio.	86400	in	ns	nsa4.hostnet.com.br.
manago.rio.	86400	in	ns	nsa5.hostnet.com.br.
manago.rio.	86400	in	ns	nsa6.hostnet.com.br.
manaus.rio.	3600	in	ds	32808 13 2 363E36D387FD57BA92077831C20A1BDBFFE43D45D16D6EE9C8C645503CCD2119
manaus.rio.	3600	in	rrsig	DS 13 2 3600 20250907202501 20250823192501 65520 rio. 8LQEKh1B/KSAscHvAwIUvWGuA26kT3Vt15r9o/FAFaOwLCBqecNRA0PLfrQjVGlZJmIRP9IUnMknih7ki0gJLQ==
manaus.rio.	86400	in	ns	ns01.one.com.
manaus.rio.	86400	in	ns	ns02.one.com.
mangueira.rio.	86400	in	ns	nsa1.hostnet.com.br.
mangueira.rio.	86400	in	ns	nsa2.hostnet.com.br.
mangueira.rio.	86400	in	ns	nsa3.hostnet.com.br.
mangueira.rio.	86400	in	ns	nsa4.hostnet.com.br.
mangueira.rio.	86400	in	ns	nsa5.hostnet.com.br.
mangueira.rio.	86400	in	ns	nsa6.hostnet.com.br.
mapasolar.rio.	86400	in	ns	ns0.rio.gov.br.
mapasolar.rio.	86400	in	ns	ns1.rio.rj.gov.br.
maqfacil.rio.	86400	in	ns	nsb1.hostnet.com.br.
maqfacil.rio.	86400	in	ns	nsb2.hostnet.com.br.
maqfacil.rio.	86400	in	ns	nsb3.hostnet.com.br.
maqfacil.rio.	86400	in	ns	nsb4.hostnet.com.br.
maqfacil.rio.	86400	in	ns	nsb5.hostnet.com.br.
maqfacil.rio.	86400	in	ns	nsb6.hostnet.com.br.
maraujo.rio.	86400	in	ns	ns1.vultr.com.
maraujo.rio.	86400	in	ns	ns2.vultr.com.
maravalley.rio.	86400	in	ns	ns8.wixdns.net.
maravalley.rio.	86400	in	ns	ns9.wixdns.net.
marcelinhodociep.rio.	3600	in	ds	41726 13 2 4F51EB73032F73147D83F434E2AF2412F65D10A5442E1A3D531E327C80D0B0B8
marcelinhodociep.rio.	3600	in	rrsig	DS 13 2 3600 20250909203502 20250825193502 65520 rio. +71OjN+vDhwzK0f75JfW9Ojdbngoo7qpqLiF+60ZF5n6ZSZnmj3BUWOBmLLKpf1WixSeBm0vulZ5RIZs8Os4cg==
marcelinhodociep.rio.	86400	in	ns	ns01.one.com.
marcelinhodociep.rio.	86400	in	ns	ns02.one.com.
marcelocalero.rio.	86400	in	ns	dns1.kinghost.com.br.
marcelocalero.rio.	86400	in	ns	dns2.kinghost.com.br.
marcelocarvalho.rio.	86400	in	ns	nsa1.k8.com.br.
marcelocarvalho.rio.	86400	in	ns	nsa2.k8.com.br.
marcelocarvalho.rio.	86400	in	ns	nsa3.k8.com.br.
marcelocarvalho.rio.	86400	in	ns	nsa4.k8.com.br.
marcelocarvalho.rio.	86400	in	ns	nsa5.k8.com.br.
marcelocarvalho.rio.	86400	in	ns	nsa6.k8.com.br.
marcelofreitas.rio.	86400	in	ns	ns37.domaincontrol.com.
marcelofreitas.rio.	86400	in	ns	ns38.domaincontrol.com.
marcelomaywald.rio.	3600	in	ds	10235 13 2 A8896A146CCFF5365BA17E8DF8507D3EE7D7EFB3B63C5C28C0E83BF037F91E01
marcelomaywald.rio.	3600	in	rrsig	DS 13 2 3600 20250905165501 20250821155501 65520 rio. fJ+TW74mKnO2ziGD/G5tjV/cvCZXBs7AS1w3GAV4hBCV0nZtCBFKAF9O7RLq44JMdsvgOKu/pfGfFzWJgS2kEg==
marcelomaywald.rio.	86400	in	ns	ns01.one.com.
marcelomaywald.rio.	86400	in	ns	ns02.one.com.
marcelomonfort.rio.	3600	in	ds	14503 13 2 0500338429524636179DFDEC64830210892A6232CECE05FBCB205F6A864689A5
marcelomonfort.rio.	3600	in	rrsig	DS 13 2 3600 20250907202501 20250823192501 65520 rio. Z4TO5ZwN//eOk7dXJfu8w/fP2OC4QyAogUlbA7mZiHtTnh4s3kC95V8h1CuTLBldJ0IysJ6hZCz6G9wjmtDDuQ==
marcelomonfort.rio.	86400	in	ns	ns01.one.com.
marcelomonfort.rio.	86400	in	ns	ns02.one.com.
marchetti.rio.	3600	in	ds	36861 13 2 2C19874F3C35CC902550CD57CBCCEF2CC98CC8EB48E3BAB925AEC0AF77F7F8BE
marchetti.rio.	3600	in	rrsig	DS 13 2 3600 20250907202501 20250823192501 65520 rio. 5sZdJgLCTstBEUT7Y7dRQ2Tf20+PQn3uibbQCUycZnlkaXDI05roZILQAeg08e4Vn19OCNXda9OYfGS+yKvyjA==
marchetti.rio.	86400	in	ns	ns01.one.com.
marchetti.rio.	86400	in	ns	ns02.one.com.
marciodecastro.rio.	86400	in	ns	ns1.dns-parking.com.
marciodecastro.rio.	86400	in	ns	ns2.dns-parking.com.
marcioribeiro.rio.	86400	in	ns	ns142.prodns.com.br.
marcioribeiro.rio.	86400	in	ns	ns143.prodns.com.br.
marcoaurelio.rio.	3600	in	ds	5426 13 2 B7DCA5823BD63796DCC8E199344D7FBE6EB50D8210887A1EE5EC8310E575E3F8
marcoaurelio.rio.	3600	in	rrsig	DS 13 2 3600 20250907202501 20250823192501 65520 rio. qaM8tKXqijMqTtvWWALxx0ZZhwkNuwl6x0zYVJ/mYk0e03Hxu1MDd4/h6tkUvqZ2TAgEZlpnRWWSPKScKhbHBA==
marcoaurelio.rio.	86400	in	ns	ns01.one.com.
marcoaurelio.rio.	86400	in	ns	ns02.one.com.
marcosbraecher.rio.	86400	in	ns	nsb1.k8.com.br.
marcosbraecher.rio.	86400	in	ns	nsb2.k8.com.br.
marcosbraecher.rio.	86400	in	ns	nsb3.k8.com.br.
marcosbraecher.rio.	86400	in	ns	nsb4.k8.com.br.
marcosbraecher.rio.	86400	in	ns	nsb5.k8.com.br.
marcosbraecher.rio.	86400	in	ns	nsb6.k8.com.br.
marica.rio.	86400	in	ns	nsa1.hostnet.com.br.
marica.rio.	86400	in	ns	nsa2.hostnet.com.br.
marica.rio.	86400	in	ns	nsa3.hostnet.com.br.
marica.rio.	86400	in	ns	nsa4.hostnet.com.br.
marica.rio.	86400	in	ns	nsa5.hostnet.com.br.
marica.rio.	86400	in	ns	nsa6.hostnet.com.br.
marketplacesummit.rio.	3600	in	ds	17682 13 2 BE762A06680710F16F59651B8982EEC78A7D3F74013982B7F8AC3982BB035242
marketplacesummit.rio.	3600	in	rrsig	DS 13 2 3600 20250907202501 20250823192501 65520 rio. fe0c8+0UnnddOAq2ZE8pJfxQs2vj7i4oo/XQfbJGqpuzKLvFtsv/6m77RRu4zQdnvC4Fzv66q5ozEOjPP2OTgA==
marketplacesummit.rio.	86400	in	ns	ns01.one.com.
marketplacesummit.rio.	86400	in	ns	ns02.one.com.
markus.rio.	86400	in	ns	ns.checkdomain.de.
markus.rio.	86400	in	ns	ns2.checkdomain.de.
marriott.rio.	86400	in	ns	ns-1.awsdns-00.com.
marriott.rio.	86400	in	ns	ns-1151.awsdns-15.org.
marriott.rio.	86400	in	ns	ns-2044.awsdns-63.co.uk.
marriott.rio.	86400	in	ns	ns-937.awsdns-53.net.
matricula.rio.	86400	in	ns	ns0.rio.gov.br.
matricula.rio.	86400	in	ns	ns1.rio.rj.gov.br.
mattar.rio.	86400	in	ns	ns4.wixdns.net.
mattar.rio.	86400	in	ns	ns5.wixdns.net.
maup.rio.	86400	in	ns	nspro50.hostgator.com.br.
maup.rio.	86400	in	ns	nspro51.hostgator.com.br.
maxfitness.rio.	86400	in	ns	ns426.hostgator.com.br.
maxfitness.rio.	86400	in	ns	ns427.hostgator.com.br.
mebebe.rio.	86400	in	ns	ruth.ns.cloudflare.com.
mebebe.rio.	86400	in	ns	sage.ns.cloudflare.com.
meetup.rio.	86400	in	ns	amber.ns.cloudflare.com.
meetup.rio.	86400	in	ns	drew.ns.cloudflare.com.
megaboxatacado.rio.	86400	in	ns	ruth.ns.cloudflare.com.
megaboxatacado.rio.	86400	in	ns	sage.ns.cloudflare.com.
meier.rio.	86400	in	ns	nsa1.hostnet.com.br.
meier.rio.	86400	in	ns	nsa2.hostnet.com.br.
meier.rio.	86400	in	ns	nsa3.hostnet.com.br.
meier.rio.	86400	in	ns	nsa4.hostnet.com.br.
meier.rio.	86400	in	ns	nsa5.hostnet.com.br.
meier.rio.	86400	in	ns	nsa6.hostnet.com.br.
melissa.rio.	86400	in	ns	ns1.locaweb.com.br.
melissa.rio.	86400	in	ns	ns2.locaweb.com.br.
melissa.rio.	86400	in	ns	ns3.locaweb.com.br.
melucci.rio.	86400	in	ns	nsb1.hostnet.com.br.
melucci.rio.	86400	in	ns	nsb2.hostnet.com.br.
melucci.rio.	86400	in	ns	nsb3.hostnet.com.br.
melucci.rio.	86400	in	ns	nsb4.hostnet.com.br.
melucci.rio.	86400	in	ns	nsb5.hostnet.com.br.
melucci.rio.	86400	in	ns	nsb6.hostnet.com.br.
memorial-saude.rio.	86400	in	ns	ns1.dreamhost.com.
memorial-saude.rio.	86400	in	ns	ns2.dreamhost.com.
memorialsaude.rio.	86400	in	ns	ns1.dreamhost.com.
memorialsaude.rio.	86400	in	ns	ns2.dreamhost.com.
merck.rio.	86400	in	ns	ns1.brandshelter.com.
merck.rio.	86400	in	ns	ns2.brandshelter.de.
merck.rio.	86400	in	ns	ns3.brandshelter.info.
merck.rio.	86400	in	ns	ns4.brandshelter.net.
merck.rio.	86400	in	ns	ns5.brandshelter.us.
meshcentral.rio.	86400	in	ns	annalise.ns.cloudflare.com.
meshcentral.rio.	86400	in	ns	odin.ns.cloudflare.com.
metaverse.rio.	86400	in	ns	ns10.wixdns.net.
metaverse.rio.	86400	in	ns	ns11.wixdns.net.
meubairro.rio.	86400	in	ns	nsa1.hostnet.com.br.
meubairro.rio.	86400	in	ns	nsa2.hostnet.com.br.
meubairro.rio.	86400	in	ns	nsa3.hostnet.com.br.
meubairro.rio.	86400	in	ns	nsa4.hostnet.com.br.
meubairro.rio.	86400	in	ns	nsa5.hostnet.com.br.
meubairro.rio.	86400	in	ns	nsa6.hostnet.com.br.
meucorretor.rio.	86400	in	ns	ns1.dns-parking.com.
meucorretor.rio.	86400	in	ns	ns2.dns-parking.com.
meudominio.rio.	86400	in	ns	ns0.rio.gov.br.
meudominio.rio.	86400	in	ns	ns1.rio.rj.gov.br.
meuguia.rio.	86400	in	ns	wns98.hostgator.com.br.
meuguia.rio.	86400	in	ns	wns99.hostgator.com.br.
meutime.rio.	86400	in	ns	annalise.ns.cloudflare.com.
meutime.rio.	86400	in	ns	joaquin.ns.cloudflare.com.
microsoft.rio.	86400	in	ns	ns1-05.azure-dns.com.
microsoft.rio.	86400	in	ns	ns2-05.azure-dns.net.
microsoft.rio.	86400	in	ns	ns3-05.azure-dns.org.
microsoft.rio.	86400	in	ns	ns4-05.azure-dns.info.
minhasaude.rio.	86400	in	ns	ns0.rio.gov.br.
minhasaude.rio.	86400	in	ns	ns1.rio.rj.gov.br.
mini.rio.	86400	in	ns	ns1.brandshelter.com.
mini.rio.	86400	in	ns	ns2.brandshelter.de.
mini.rio.	86400	in	ns	ns3.brandshelter.info.
mini.rio.	86400	in	ns	ns4.brandshelter.net.
mini.rio.	86400	in	ns	ns5.brandshelter.us.
miramarhotelbywindsor.rio.	86400	in	ns	dnscloud01.infolink.com.br.
miramarhotelbywindsor.rio.	86400	in	ns	dnscloud02.infolink.com.br.
miramarhotelbywindsor.rio.	86400	in	ns	nsb3.k8.com.br.
miramarhotelbywindsor.rio.	86400	in	ns	nsb4.k8.com.br.
miramarhotelbywindsor.rio.	86400	in	ns	nsb5.k8.com.br.
miramarhotelbywindsor.rio.	86400	in	ns	nsb6.k8.com.br.
mitsuigas.rio.	86400	in	ns	nsb1.k8.com.br.
mitsuigas.rio.	86400	in	ns	nsb2.k8.com.br.
mitsuigas.rio.	86400	in	ns	nsb3.k8.com.br.
mitsuigas.rio.	86400	in	ns	nsb4.k8.com.br.
mitsuigas.rio.	86400	in	ns	nsb5.k8.com.br.
mitsuigas.rio.	86400	in	ns	nsb6.k8.com.br.
mmml6htjuq1tdj3e2jqsa1unithfm7cj.rio.	900	in	nsec3	1 1 0 BB3300E80CC3CCB25A95 MNSHB8J4QOVQSUG5S3KLSCN2F61PANNJ NS DS RRSIG
mmml6htjuq1tdj3e2jqsa1unithfm7cj.rio.	900	in	rrsig	NSEC3 13 2 900 20250907202501 20250823192501 65520 rio. 9zI4mIagCdtkuvJl7Q6eD5mQcjexKElvr+vbf/oqk/rPsEr68tuG4A5qkIXzTP85ifd0pevwB1JkAVuqWpQZPQ==
mnshb8j4qovqsug5s3klscn2f61pannj.rio.	900	in	nsec3	1 1 0 BB3300E80CC3CCB25A95 N0UKC4K5B21339SESA049K3GU78DMUEK NS DS RRSIG
mnshb8j4qovqsug5s3klscn2f61pannj.rio.	900	in	rrsig	NSEC3 13 2 900 20250902043501 20250818033501 65520 rio. 44ZobrRcTc0lWMkocfTSoQC1qJ83cY8zSo1YpZNMlnx8u95wvWKJbiIktum8KsUNwsVp7ugqWbJUgJs+3wiF5A==
mobilidade.rio.	86400	in	ns	ns0.rio.gov.br.
mobilidade.rio.	86400	in	ns	ns1.rio.rj.gov.br.
morono.rio.	86400	in	ns	ns1.digitalocean.com.
morono.rio.	86400	in	ns	ns2.digitalocean.com.
moto.rio.	86400	in	ns	ns0.rio.gov.br.
moto.rio.	86400	in	ns	ns1.rio.rj.gov.br.
moveisplanejados.rio.	86400	in	ns	nsb1.hostnet.com.br.
moveisplanejados.rio.	86400	in	ns	nsb2.hostnet.com.br.
moveisplanejados.rio.	86400	in	ns	nsb3.hostnet.com.br.
moveisplanejados.rio.	86400	in	ns	nsb4.hostnet.com.br.
moveisplanejados.rio.	86400	in	ns	nsb5.hostnet.com.br.
moveisplanejados.rio.	86400	in	ns	nsb6.hostnet.com.br.
mozak.rio.	86400	in	ns	abby.ns.cloudflare.com.
mozak.rio.	86400	in	ns	henrik.ns.cloudflare.com.
mulher.rio.	86400	in	ns	ns-cloud-a1.googledomains.com.
mulher.rio.	86400	in	ns	ns-cloud-a2.googledomains.com.
mulher.rio.	86400	in	ns	ns-cloud-a3.googledomains.com.
mulher.rio.	86400	in	ns	ns-cloud-a4.googledomains.com.
multi.rio.	86400	in	ns	ns0.rio.gov.br.
multi.rio.	86400	in	ns	ns1.rio.rj.gov.br.
multiplica.rio.	86400	in	ns	ns0.rio.gov.br.
multiplica.rio.	86400	in	ns	ns1.rio.rj.gov.br.
museudacidade.rio.	86400	in	ns	ns1.digitalocean.com.
museudacidade.rio.	86400	in	ns	ns2.digitalocean.com.
museudacidade.rio.	86400	in	ns	ns3.digitalocean.com.
museuolimpico.rio.	86400	in	ns	ns0.rio.gov.br.
museuolimpico.rio.	86400	in	ns	ns1.rio.rj.gov.br.
myoffice.rio.	86400	in	ns	nsa1.k8.com.br.
myoffice.rio.	86400	in	ns	nsa2.k8.com.br.
myoffice.rio.	86400	in	ns	nsa3.k8.com.br.
myoffice.rio.	86400	in	ns	nsa4.k8.com.br.
myoffice.rio.	86400	in	ns	nsa5.k8.com.br.
myoffice.rio.	86400	in	ns	nsa6.k8.com.br.
n0ukc4k5b21339sesa049k3gu78dmuek.rio.	900	in	nsec3	1 1 0 BB3300E80CC3CCB25A95 O0KUFV6C1T4OVSM9NDB5VTI9GSCLQPNT NS DS RRSIG
n0ukc4k5b21339sesa049k3gu78dmuek.rio.	900	in	rrsig	NSEC3 13 2 900 20250907202501 20250823192501 65520 rio. b1ev5LjvEP7k/6P7lEssQLUOW3QdwfFD2A6e7WBZrKQNwhB2C5ywleIwcpvl+3J6zrvbjKmzRym4h/12jhlnoA==
nati.rio.	86400	in	ns	ns63.domaincontrol.com.
nati.rio.	86400	in	ns	ns64.domaincontrol.com.
nationalcar.rio.	86400	in	ns	ns1.markmonitor.com.
nationalcar.rio.	86400	in	ns	ns2.markmonitor.com.
nationalcar.rio.	86400	in	ns	ns3.markmonitor.com.
nationalcar.rio.	86400	in	ns	ns4.markmonitor.com.
nationalcar.rio.	86400	in	ns	ns5.markmonitor.com.
nationalcar.rio.	86400	in	ns	ns6.markmonitor.com.
nationalcar.rio.	86400	in	ns	ns7.markmonitor.com.
navedoconhecimento.rio.	86400	in	ns	ns-1171.awsdns-18.org.
navedoconhecimento.rio.	86400	in	ns	ns-1874.awsdns-42.co.uk.
navedoconhecimento.rio.	86400	in	ns	ns-254.awsdns-31.com.
navedoconhecimento.rio.	86400	in	ns	ns-526.awsdns-01.net.
neurofeedback.rio.	86400	in	ns	ns1.valueserver.net.
neurofeedback.rio.	86400	in	ns	ns2.valueserver.net.
neurofeedback.rio.	86400	in	ns	ns3.valueserver.net.
neurofeedback.rio.	86400	in	ns	ns4.valueserver.net.
newtonwerneck.rio.	86400	in	ns	ns1.hostinger.com.br.
newtonwerneck.rio.	86400	in	ns	ns2.hostinger.com.br.
newtonwerneck.rio.	86400	in	ns	ns3.hostinger.com.br.
newtonwerneck.rio.	86400	in	ns	ns4.hostinger.com.br.
nic.rio.	3600	in	ds	45166 13 2 84CC4DC83A94C808CF0A030DD07F5F2B1AA1B5517CE999677E9A44FCC90E1000
nic.rio.	3600	in	rrsig	DS 13 2 3600 20250907202501 20250823192501 65520 rio. CNMjeh6zhpUkCoLsP18cnBNs4iupEtQijG5kjr1qHE45ObDTl3X0BiHaIUK3/TntdXazFMxOasmeamG4BjX5DQ==
nic.rio.	86400	in	ns	ns.dns.br.
nic.rio.	86400	in	ns	ns2.dns.br.
niceguide.rio.	86400	in	ns	ns1045.ui-dns.biz.
niceguide.rio.	86400	in	ns	ns1045.ui-dns.com.
niceguide.rio.	86400	in	ns	ns1045.ui-dns.de.
niceguide.rio.	86400	in	ns	ns1045.ui-dns.org.
niteroi.rio.	86400	in	ns	nsa1.hostnet.com.br.
niteroi.rio.	86400	in	ns	nsa2.hostnet.com.br.
niteroi.rio.	86400	in	ns	nsa3.hostnet.com.br.
niteroi.rio.	86400	in	ns	nsa4.hostnet.com.br.
niteroi.rio.	86400	in	ns	nsa5.hostnet.com.br.
niteroi.rio.	86400	in	ns	nsa6.hostnet.com.br.
nomades.rio.	86400	in	ns	ns12.wixdns.net.
nomades.rio.	86400	in	ns	ns13.wixdns.net.
nomadesdigitais.rio.	86400	in	ns	ns12.wixdns.net.
