xn--mgbab2bd.	900	in	soa	anycast9.irondns.net. dnsmaster.corenic.org. 2601050032 7200 7200 604800 900
mi3eca5121aamhd0jeg226ujl2fscsnb.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. xIYyHDK+YaLlstfn/ecyzCsf5d+f/5OyIWHIJ+Ux/BmUpDL+kxuydYaU1d2gkGQEN3pzPcTsTBaHpO2RJsqgucumt5fyqT1bZOHnIWRmc5erZhoSZMOXUpC7smOLWMRqYG1sjY+stGWoCmabxNot1lv0sNPI7YTBJLnUnZLSTliptHc5yHZ6lrEjxQoWF2NNMG7RanpKNakL684V1Nxn4A==
ml3o5d3fr6o6jhjeb99h00o3o534pfga.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - MLN6TAEFI02PAP5V2BD695ASPSDGLCL5 NS
ml3o5d3fr6o6jhjeb99h00o3o534pfga.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. H79EXvnIM4uR65G8zpnq79IQ1eq5g9dKWIJOawHhTh+upqJTQkw318S7cjY9JJRPJsk70PEsSMlXD3Y0vSSa4odO3FlMg+EVhpHgsHn6YEFANMTVIUh4xFNic8IijufQTDzcxW4ss3Af9q5qE5no+y/IdpVh4xzgIYSnOYaks3BHgR1461wb9QIqUTqXq9tuIEqfLITUZLuXh8Fb1p01hw==
mln6taefi02pap5v2bd695aspsdglcl5.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - MPN92PLEODMO8Q82I43B1J5AKAF0K5HG NS
mln6taefi02pap5v2bd695aspsdglcl5.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. HDPue3QsvOLMR3s6pEM+D5eiRe5/Qnj2VXOFwn1Q0M7gVsLFAGhj+SMTJ3PWmej01HxQhxpJKswGkXcjbOFbhr9Rjswq2NY+Q4Ax60bcbx3NEnTFqOfM2y6vHZJT75/TePItmVCtl6yjfHMj12pEVYHUQEANbekTP/w3kc9y3M8gonZnkkwZQbTFdOXtVfcpy1TzEotzwri8cKAHUM/S2A==
mpn92pleodmo8q82i43b1j5akaf0k5hg.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - MQB5UF2OPM9P31IRG3J00PGT62ETC4CA NS
mpn92pleodmo8q82i43b1j5akaf0k5hg.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. 2mudAKBm6aCUrUfNTsjLCSIxSL0n8dcwgk8QlbBj90Ujhacf9StllUlWi4j4VsYxoI6b4hcv178P2l2jOMGCJ6ucpLEFhh7pmgVdvXQyD2x0Q49S+9avDIM2EK2RgP+bRAhllRCmK+XCqtMufzw3CKRGJOy3K5oammerwzonT6cjmKja8AjZM3aMgf3NN+A3ihxs008aHhhq8aEqgHymHA==
mqb5uf2opm9p31irg3j00pgt62etc4ca.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - MSNB2I91ND4IUI8QKA48E2E8NAM082H1 NS
mqb5uf2opm9p31irg3j00pgt62etc4ca.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. qAHTfv/vKZ1Y4BKkYJdKNFqYhBB4GCYrqYAMifjBKnKiYba8ItZPvFctJlKecG7Y60iY1KVNYR/Z5oO3o4fxoi5/59jnuwuXg3Gbp25nQf/cTlOwYWfUq4Gk/JTqmZ9fPoEKH0k9pYU6KIvMioxF7LcR1jCGkrPmg+O7L+kKqweoNSbyuNqZRC18t8GEmNRxpgVJxDdSAMC/JOrMnQKIHw==
msnb2i91nd4iui8qka48e2e8nam082h1.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - MT2AILJ960OIGIM15Q755EJ3KHJSB7OG NS
msnb2i91nd4iui8qka48e2e8nam082h1.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. msM84D0HxS4q7N/ZnifSnHo9Q21RJhFxsaIv611mHXl9jJNzP46TTuiDOw9/o7Ql254XR41u4Qb9dAYNEC2vRGMC9LV5L4W9hRoBLpMniJ+y4U1NvxE0bq0XFzbjuyV8589Qw1wkRnGr02muKORI0CF6415NELNKACrmaeuxIZB5HpcVVt/Lvlzcsv4no4Gfs1kcLbg2Pj/1/8jGNYqnVA==
mt2ailj960oigim15q755ej3khjsb7og.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - N0829CSQHILPCI3538MK83PPT20O12FS NS
mt2ailj960oigim15q755ej3khjsb7og.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. jMTlb6XltltS6R+0UHWxKgdGtyWAAvumeXJUxwNV+ePjnFQ3mxguyKI6jIQt+z16hSKkwVMKNKa/3aauvJZ/GhjZ3H7zUNWi38L4WfXDsvD4CDNB331A6H7dH4itAUhhRlY9e2n24H6SnbKQYytwfkXf1Yr8/Fo55TIje6X+DTl55vdtx61LARw2rYwWN5zxHfHUmupmFtfYp6OazM7xgw==
n0829csqhilpci3538mk83ppt20o12fs.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - N16I1QJQDITV3J3QBKH56UU9C5SGIUH3 NS DS RRSIG
n0829csqhilpci3538mk83ppt20o12fs.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. gXTAafrj+uBWrY7AAuxx2nqE2JcpU+/NWyJsL2373kT+7HSRr9DGTLWf9LuabCtxUZMOJJSqEe8EiT4Sf6MNRKCamn0E+92Hn9VOxDcxvdG98qPZHkTyd/whSwXcr5cIHDx4pco+2L+qsLZZe74AW35nSTlWEsGPzTtqe3t2hxkhmwFpXsP9rcbdJRqJae2QK9BF2zSOX8qNoPupXDkj/w==
n16i1qjqditv3j3qbkh56uu9c5sgiuh3.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - N1E3PS50J4T0OQL2M9RN4RDO9RM8OF29 NS
n16i1qjqditv3j3qbkh56uu9c5sgiuh3.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. I2ruoz2D6R9/bJ/WooMJvgL3/0sXcmAc3i1EUOlcJaQjPiZgQ9nEhotG3wKhqd2SW1zy9mLbZwhWcVf92V4a1EbWGsPOM3p00hBGhtosBAybvsWvDpP4R+6DtrfESBf9BjJ/rQOAArCs5CCvsP09PswpljvjzVCgUgSC+llLcu4sNfLPT1Pu8oqrD5vYGtc/6fzzghJ0aUE7B105VJssFA==
n1e3ps50j4t0oql2m9rn4rdo9rm8of29.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - N33BGLOEU3E5SRTQTOLFFR2H0B2DG2G7 NS
n1e3ps50j4t0oql2m9rn4rdo9rm8of29.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. Pd0N3z4EaLA/nQfz3ZdrxbzYOIdSi7216aLIzR4IDf3bsWVISVD2pqwa78W0aRFXLrlLnLJPAla9B7bs4M/pJ162phwPqnt6fsJ0CFozNgirQphCOCdiESJ+dH8PmPHXjbYkRaPzAW5XHk00j+PH8CIqpfJ+Rp4aCUdnCWlpVNvFm2jUATwNWQs65zBxcQBepYOfrPWTabAyMUSohuABpQ==
n33bgloeu3e5srtqtolffr2h0b2dg2g7.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - N7G35RPE0G50PIIGS0ATUUL0IM8V0S4C NS
n33bgloeu3e5srtqtolffr2h0b2dg2g7.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. NQz8aiju2fhGC54BmYiguudhU0qYUeBT1iq48r/7htXgEFTdRdmwaVHk+B1uGafXdYk4RNOp4YJm+XSck/dDRAHGHzDLHcZIUwo0cTfpuRQAi6gXv+tXh4wy43jxHDV1cES59KmxFXp7MIs75IOv2tz3boSpxf4IUD3ZhJDmh40FbiKEkqjpHzZUIomilhs5Xdj+DoR/Lmu9I/zONpj/jg==
n7g35rpe0g50piigs0atuul0im8v0s4c.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - N9G2KO7JMQC01B0SDSJMR3HEDL3588F0 NS
n7g35rpe0g50piigs0atuul0im8v0s4c.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. Us+YXE+YVWGXxRlA36e0BX8JAkB2A6wPKwlTqoYxhdufS/wdb3avRplvNlbWgXQOWzPLQGwWeGm0e+l34NS2tbtpv9u2o3G3V28DSyRPPJ+sh9k7LLnthU/BwNIIOFvwE0WtqoCxC8tPi7HgdTvBD9oaMFU5Ul4kDbchXzpHb/lfIhwTA1azNusn0yWqqFt2vDIVprlOmy9KOyFzgiAWdw==
n9g2ko7jmqc01b0sdsjmr3hedl3588f0.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - NEO515GER4S9KQGT94HHND33MLOS95AJ NS
n9g2ko7jmqc01b0sdsjmr3hedl3588f0.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. w98mFM3Y0Gw644djzxv4V5le9Mb+TevmZpe5DxNRLjDSEnR9jIqDXt+XahtQKM/HoLzBc9bGGqLcS3YMkPK0D6Nzi5yufHqhjE0Mjhh4v5HZKAVsgLhWmSbz/ZnR2gFXKTCftk0QYdO3lleukaom9dDljAD/Hvud1LyfukUzCLMDVW4KZkoA3KPsKjkb6LDJKX6sMzny/KWoH8G0d96C8g==
neo515ger4s9kqgt94hhnd33mlos95aj.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - NGJPRIKRMJ0JDQAORA64TP65E5JV4LO0 NS
neo515ger4s9kqgt94hhnd33mlos95aj.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. Mtgsh8UrxKb8gXU3RN38KWckPG3sv3bGUw1ST0FpP+2Lewa0sMq/wFvXCgTNSxew2ffEqksWIxKd2qv5n/8tG4xQ3SmYBPBxI6miv7otoqRE4lY+otPfEs06XJkL1CXfKwXSU+FItCbFtE2mG++reunIXNQh+jcnJCDD5MXxTU7y69t2dor1vl3sLsvfvoV55Fa4qFrl319FBqOnTw5s6w==
ngjprikrmj0jdqaora64tp65e5jv4lo0.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - NIQ0KLNLNHVAOFIN1V16V2HM9QN0U8OJ NS
ngjprikrmj0jdqaora64tp65e5jv4lo0.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. AbBZU/+eVvnpWJbf4U9dpA4gm4i7NcnqtC2MCFrCGW95jEqE8TAWylmy9JWQo3ibn1/RhHakwO3vCF1yARyBflcWRnw+ivlJmTZLtiZy28X2qSCbGy3QrBfYWC37BxUGdtoDooPXaKd5OCwRL9N5gXZO8ZOjuUbW4k9Q517gGX7aDKpKevOEjOB3khd+SZazg1zYBKYyjRqri9/neLAxEw==
nic.xn--mgbab2bd.	3600	in	ds	13116 10 2 79994FDE16F235819CF4887CB1C4FCDBC55097054181E12FE24E3E43DC7B98BF
nic.xn--mgbab2bd.	3600	in	rrsig	DS 10 2 3600 20260118210225 20260104210225 19785 xn--mgbab2bd. rbWbA01kssE2Y+95dbsRNhLWf0m28+QhpdlQYvxBQTZQRSEZE3NJEolaDaivFjTKQrUjzp8HMpwex1g6zw/7V/oPUf7g+c1wjQ+w3N5tpckWLUqEF6XQYQQZ9vJOCcJIwN2G/Lbub/Adcn6WUfAFsX1y8Lg9W/ZAL8EOtfKvEgaN4oCI20U6zT54fBdI0DgLdNLt10+kY6ty+x4S+33Tww==
nic.xn--mgbab2bd.	86400	in	ns	anycast1.irondns.net.
nic.xn--mgbab2bd.	86400	in	ns	anycast2.irondns.net.
niq0klnlnhvaofin1v16v2hm9qn0u8oj.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - NJJOJ5R67L36L6CRPVNBOA4NIA04AGGA NS
niq0klnlnhvaofin1v16v2hm9qn0u8oj.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. jQhkOKl9uobGflMY0YFzJfR1zT3gvHCrZZlK/ThdAhgDz3Sfrpzn+m+cSimkQLK9O+RFosZyFQaOt6nOl83tzn/b0Uc/UGcVZQu7mtgKhCfqehEb3NoDmPE8/C5yWgLmxBMG97EhD6USBPW36K78/F88cK4o7hcTV0oLa9XQwXPYZRDPg5KNQZJUG1qqDeCVOflmMBqPl+ql+J0N6AnnqQ==
njjoj5r67l36l6crpvnboa4nia04agga.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - NPGQRMQJEAD1OIBINS1QVCRN8A4KG9CF NS
njjoj5r67l36l6crpvnboa4nia04agga.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. V7NA0LKU1sv2ZfXJc6AtOjd4In3JEPlu7UPzknwqeG7oPCgVtWqi6DtexWcgkcuXEHDQgs+8tLsSCSkC/XvcDMTEktihu9c0s7VosNJS+gXSnLqVG+GSJa6WMTsqoT66UQ8wCZdK9qRGqxJm8i/NcLBT+mPBlnaxojtKjnupnEgnViSQSMl3CSkzsCDWC0sYLvilpTeT9kxB6CsB1tgn7g==
npgqrmqjead1oibins1qvcrn8a4kg9cf.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - NSJS9BLOPVPHOT4D6M9O6U8228J5CHD6 NS
npgqrmqjead1oibins1qvcrn8a4kg9cf.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. FpjPf2UOLGanGaF0IsUtHSfIEGZPkXZh77T3aKoRfWEQDWrHBP3Fmir+ljBmiY3sWcHK29U7ASYr/aR5tlSRkCdCX1YevPNAXquRprJ383qsmEeWNlnifpBU5FVAXsHsh/KOcDhRj5MGqRTXLdKirc2OTuzuVahVX74zcAYFNcbMXIan0f2SGiZEGfPywlta/BtE2J0upCUo88ISao2eeQ==
nsjs9blopvphot4d6m9o6u8228j5chd6.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - NUPOJ6HQ12H8TLJPRAPM6T0AF9R86IAV NS
nsjs9blopvphot4d6m9o6u8228j5chd6.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. VYZt5Ays1+7a1Kcoc3M42H5GxeJmKJviV1L8EHuAtaMZvF9lJo2c6cUbD4urZaYRt9Y39bJZlYXCTCD6w8ZiuzJH9N7FsUyYXaWlv6JGSDytvSEmbKgemBPr10/GiFZth3TRZla4MQpaQkbUX1P1ntGE51nDTdyEZ/8v1/7cSw6pbNFlmi2niIS61IaogFtQiV9Pt9gmAAapfJw/VI6Axg==
nupoj6hq12h8tljprapm6t0af9r86iav.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - NVFEU8TRK216AT0VF06E7GQFQM5MO6D9 NS
nupoj6hq12h8tljprapm6t0af9r86iav.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. CdM38vfww0JZsiqzn7/qQPf8UR98P3VPxwIh6hWezVVGvemjYBokOK9uoe09c8vOu50YYqu6Reo0S8AjC1cAyKVrPe4v2gi2ylwQ02tFJ0Owz/v8+OitEeV0/BB4yyMBflDicQD1d+wxDEZ2fZxnIwxsSB56VB0K9Rkeegny8cZ3acJoFPRx8xzVzVRl82mOm4aEhwZR0p9hewgU/bcb4A==
nvfeu8trk216at0vf06e7gqfqm5mo6d9.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - O0271T7LUC6LPMQBEFJMESBOI8MC98JU NS
nvfeu8trk216at0vf06e7gqfqm5mo6d9.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. AbMdKHsRBzyQBaPrzY5BF5MiQLPBTyCsiY+oCLaSHijP5jSp3gtR+6um2UYkBj9XAN+eK0uROPykg+34udtvrIz3shEvk1cAQjFSkvWttzJO/+C6G+nMLmM1rgopfnwKp9fNPrKS7+bzRwWKrwMJf7EZk7x3dxqZS4hmR3qfdLo8rVgLPiJZe6unfvSHjbgOtn7crQtH9KONUwd4TDuK0Q==
o0271t7luc6lpmqbefjmesboi8mc98ju.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - O0874P94DPG3BOKOUUPS3IJMS8IEGH05 NS
o0271t7luc6lpmqbefjmesboi8mc98ju.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. GlbGqOOHIUJkOP1paRUSInUtBwyE2f8USZspJLDA08qs3X2kulWYPr0DqVErU512EaT4lKPPJcb67+9vzqk2/T6WPbEhsgh9q4ruv76SvR2s0oWgxWF0bW/HpaDEI9otOo3ilpeBZUBoom+PpaIHsJan7NRgecr2y4ZKZW/hsiC4fDBilVo+3Aydr9uWM6BIJGb7SYOxIU+rl0+Hqkwb/g==
o0874p94dpg3bokouups3ijms8iegh05.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - O6IP63FTB5OJKHQUF2EB1TDJN15I3ICP NS
o0874p94dpg3bokouups3ijms8iegh05.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. nO3ukz6+ELmte/oENpItCDeGUIcghINY+JTMnn4zRlwC+XFbK0/gjmqRMs9x9OVPbj04lH41T10tc6sBwIxPjF1nnc+h/YQDytMan+UObV9ukUv+63UTi6NFZkvfYgVR1Z48ifdDJGUkCiZ1ZSMBjjdAMI8K1/HM/buDW3v29jYqX8+CeMz3/+FiZJF7kGp4tpPePO9D/ugnsugX8GRn6w==
o6ip63ftb5ojkhquf2eb1tdjn15i3icp.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - O70IDJH9C76DQSB8FBL7E8NJFI6PHQTR NS
o6ip63ftb5ojkhquf2eb1tdjn15i3icp.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. M0kDfrY8blyVLGGTk+RKUSDfIVnbCJukjYoXyl/lclGAAkmULnOtmcMGz81pmcvBrUw6FZT0vFG0a/9M2QWjDmPp68Q/+j0R1GXqDH7If/or+uMdxvfhmHOHDnkR5GGibp22EjfVX/DwrDrsa+tPQSuuxqJ9vTv5vxyXOk69UuqzyrVOK+bxNMutzoItDwtyy+2pdHzw+wCG+Ymix6DFMw==
o70idjh9c76dqsb8fbl7e8njfi6phqtr.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - O9M38T6TR7HA58284KE75OVLH8FDDTMV NS
o70idjh9c76dqsb8fbl7e8njfi6phqtr.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. fEZIt5yrivXikM9fgyjXjKNjfStDZELQ2bgda2e5Lc3ZnHhWpA0B0njtZtFBf9s0ocp6kh2XSZ3/b626+JNu9r3dDUBTBXaWGtLbALO6nBkh80ig1QLHHFujzivJOUHiYs1FDKxitUQe/Jh1KOKjUNfNwEhW+FZKCYFmCCyuVmwKPF6gtGqWqug26WOW/Y2nOj+leEv3e97iElY4nds9qg==
o9m38t6tr7ha58284ke75ovlh8fddtmv.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - OA7143DEKEKPVJJ4A2S0T07B0755CM8S NS
o9m38t6tr7ha58284ke75ovlh8fddtmv.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. dZckxPPzffiVV/8Bm01V57QLFKWZJzlx8tHnZjkwljzE41/qKdtg9g9HGn8QI2rddYaNj5Tox4/qG74ZlNkKQCfZRoWuZvTmfiYctAWGGIrtjQkopGiC1Vlt8Vr9FBxMHlys/iEWBo01o5Y788NIv9WfBDMD8+2N1CcIqxnuYm3zrz/Cc9tj73cNMvv4VSqztb2ODblXO4T/ErihM1UexQ==
oa7143dekekpvjj4a2s0t07b0755cm8s.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - OAB4O2BUUM5JG1OMB4JBVK7G6ANH540L NS
oa7143dekekpvjj4a2s0t07b0755cm8s.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. JgXbQzhHl7uyY5dLgqCrcdnjy50ah9fbXwd2Dh4zf7Y9NicEWLguTu33BwnMAZvKCFj6RW7M4joHcVH6ieljOqnTRNqA74POBdIU4Ym42TNB6N1AObowTMz+owaFiCMfRHcBsSQt4v7gn2s+jYL37Vvfh8aibE/TUEqvfVgK5akuECqheejAvioEd5LwrUt/Q5Ao0w16rS2ukEU17kTi9w==
oab4o2buum5jg1omb4jbvk7g6anh540l.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - OBOM8KAU5OUEKR4MOSMI22DS9JPPBL95 NS
oab4o2buum5jg1omb4jbvk7g6anh540l.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. dytfiaV+/hwr9XyXCsMDy/6ECpwwfq+bxaec2oGG6ldflbq/DFgTo9EFhq91joj2JW5Z8wglUid7Rj6qiUVr3uLH7F52OVc1V0ZeFifLeExTkwauWT9aPuh/YY09zmVnoQcXJNbwgj7XALKjKAqeN6WmBIQotOszSNQb8Qdz7b2FYi44qoYay9SybZqFGX/GgKPzs7oIqJv97htE1tyFpA==
obom8kau5ouekr4mosmi22ds9jppbl95.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - OCIO1L2K327PB3CLF89J51A3TJOJMH3O NS
obom8kau5ouekr4mosmi22ds9jppbl95.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. a7+M9y2QD0MXBKrYvuJTTmrnY9Ryjv4zS+99fY0sENOyoOMt5A+pHqtcTw5cMEDfdfpji/NHa1HtHfd8EKIHJU5G4ul+290azTbhoqsZNFh09DBsfvS82XxwgNte4j6vbmTwkpoDMIK0FmsQgZxkbfme5PjFWsIamQ8esneM9u6qh6DtISAzq7/eCQro461dMj6/UTX9zfoaSMQbfX7k9g==
ocio1l2k327pb3clf89j51a3tjojmh3o.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - ODL5UD8JLQ4UL5DODTBEGAQ9SLCRG1SJ NS
ocio1l2k327pb3clf89j51a3tjojmh3o.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. pwqfrT1SAuHR9nyMXbM2pxEUbwz1LFder5V8THrT/ePOgQR2yg0bTdEpNFuKGffZ0EROotSB/xxMsFKWVz6HIUMd4zNOkaDsGR1PYgJ3kS9+BQl6g2CuZYoVPc2g6KgN4C/PdNhnyLCyLzonvwyUGFe9r5TUGOZ74RNaJARlXqYmLIUwdHhMrEZUduxlLK/14PSgZLDzFhVZM8dVZSWCrQ==
odl5ud8jlq4ul5dodtbegaq9slcrg1sj.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - OG8ODOLSJJ8J59KCT64RCEB0DOEPNGEI NS
odl5ud8jlq4ul5dodtbegaq9slcrg1sj.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. q6YCs7rLbu3rN2/eoazKEIK0sTpLN8un6WZjDJLgJMR8UQMC+LXaxBGNKAPJBTNFu4zzDwjLQAqfcaEnQSQ2WhCiCwbl2okyktMZQunZ7x5fdox5kn0hLe2MJl8x5J0aUmpc6B94wIyS4lRlXbL1oXiKgalIQXeeEDNyWQeOwOefDb/j9i5GZdeW/E5D0x7RsHrIaRl+A6Szxi62jwGLog==
og8odolsjj8j59kct64rceb0doepngei.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - OH76R7BSS4OAFKS0O7JQGTUMCRJS1AV1 NS
og8odolsjj8j59kct64rceb0doepngei.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. obDNIIokObW/sxe+DU88p06fymx2S318wOhSiD9dFOVyDPQzrapixabjQzWrS/qa43Sg7TQXIB7SLpV0j0RhxCXeEw99ccM9UZlsqC439Vpl0MG21YDLB315ID0YxbWdF0dmYnIq8LDk5ctYe10fBghc1sCLIzulR3jX+Zn6H8MaMfuZ7xJJ59z64aaZy5RjqWFRk+wYW3gCEA8LLR5fDw==
oh76r7bss4oafks0o7jqgtumcrjs1av1.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - OHAUDE2EDC6RFF3V82A296OC4MPTIHA6 NS
oh76r7bss4oafks0o7jqgtumcrjs1av1.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. a1HFvEzpLtTcM8Pq7QtfU/d6sAg1fYQ8tBM9+w6Y1mLwaFQYTlCljneMoVRKIhsg+OTUmKDRZnUWo1DE7TRuqAcixpeoV86RoOtczlQYTBnGDyA6f67wasfWMqNyembBC8HT6v8FaXTb630OlAdtGz0W81JNU0QzxWtE3YT+JCttOrFxLWLrC5kV+z1dkcRcXC3M6JKWJgulkmWLIkQjKg==
ohaude2edc6rff3v82a296oc4mptiha6.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - OIMLSAP2AGASTV9I9BJC1MTGFQU0PV8E NS
ohaude2edc6rff3v82a296oc4mptiha6.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. XvA38NXuCHUXQKP3yGAontflTItAwKYdp8TyFD3Old4EN2v6c75x4erFwDZ9IZCF/LAdeYwRUzJAxvsTJzsblqa42HP3SRu5e8Ibg6/tcfBYsNrHMyhYVEYcqDeBGOSy1weoHLsxQs8fV1hTU7OXJOmVzkn1bZBD+QnYVNRHuSRuDKiImPadhHIc1rCHX7HJJfcXtLopAis+Ygp4s2nvDg==
oimlsap2agastv9i9bjc1mtgfqu0pv8e.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - OK6DPFV827F5T08C5A8J62FMNE95AMK1 NS
oimlsap2agastv9i9bjc1mtgfqu0pv8e.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. xr/6ywTpBZvhev7HRS6Qn3xPohc/nOz0khLAyZgpq5rUs9v6ggH6p7b92VTLg7csaTuKCxLWsUOmgrU3Dhr5ZzGgRSwho/mWG2adBztdWml8pFTQVydGH5eRdX5B7OMMHT1vPVETfqvAmFOQBOio4FybF7wRZnfKTrna46c+iDYi1sXH8sFAocJzWxi79cdO+HEF/Vjuf1ISrmMTBLsMSQ==
ok6dpfv827f5t08c5a8j62fmne95amk1.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - OTB0JCQGPEGO1RRUV194CNLC739CJURM NS
