dance.	3600	in	soa	v0n0.nic.dance. hostmaster.donuts.email. 1757638898 7200 900 1209600 3600
18.dance.	3600	in	ns	ns1.atom.com.
18.dance.	3600	in	ns	ns2.atom.com.
180.dance.	3600	in	ns	ns41.domaincontrol.com.
180.dance.	3600	in	ns	ns42.domaincontrol.com.
1800.dance.	3600	in	ns	ns37.domaincontrol.com.
1800.dance.	3600	in	ns	ns38.domaincontrol.com.
188bet.dance.	3600	in	ns	ns1.dns-redirect.com.
188bet.dance.	3600	in	ns	ns2.dns-redirect.com.
1939m51110oba7brhtb0df1tko5cl4eq.dance.	3600	in	nsec3	1 1 0 73 1B3NFDTD0K7TCT04UA1O9A5TMMF4F9QO NS DS RRSIG
1939m51110oba7brhtb0df1tko5cl4eq.dance.	3600	in	rrsig	NSEC3 8 2 3600 20250930153130 20250909143130 64848 dance. GPaSoDYSbsMVqiiPEg4W18Qw9/WB2IAX1ltaMlFQJ8Yv3s1m+e9GTiHwaknzXTKzhf36l/6IT0O93z9REfiw5F73bIb6AvEuVQUIp2ejZUAwqhcUT/fcoTcfV00p8Q3R1pdfJtZThOlPcbwkb32HUhxc1gTNKj7u8s62TROlIkU=
1a.dance.	3600	in	ns	ns.udag.de.
1a.dance.	3600	in	ns	ns.udag.net.
1a.dance.	3600	in	ns	ns.udag.org.
1b3nfdtd0k7tct04ua1o9a5tmmf4f9qo.dance.	3600	in	nsec3	1 1 0 73 1BKK18AG90J4BAJ5KFMS8IDM6625K1L5 NS DS RRSIG
