vision.	3600	in	soa	v0n0.nic.vision. hostmaster.donuts.email. 1767662362 7200 900 1209600 3600
dlvr.vision.	3600	in	rrsig	DS 8 2 3600 20260122161014 20260101151014 57360 vision. h6FCgMBTkECcyjkWBcu0KFJLDbfW7ciwNhM7niW+kK/rs29SmpmS22NoHaM5latGMRXSjOIQHZoQ86wNtYJaUH+LDU1ntOdGFMoeH6TXDbG+LqUdyk1r6WLfRGaM3J7lIpJS3FbYQCz8o3OOKN15agoZvFwGNctJdsYYVIFycyE=
dlz.vision.	3600	in	ns	ns1.renewyourname.net.
dlz.vision.	3600	in	ns	ns2.renewyourname.net.
dmc.vision.	3600	in	ns	ns1.atom.com.
dmc.vision.	3600	in	ns	ns2.atom.com.
dmd.vision.	3600	in	ns	ns1.domaintechnik.at.
dmd.vision.	3600	in	ns	ns2.domaintechnik.at.
dmd.vision.	3600	in	ns	ns3.domaintechnik.at.
dmd.vision.	3600	in	ns	ns4.domaintechnik.at.
dmdbg.vision.	3600	in	ns	ns1.dnsip.com.
dmdbg.vision.	3600	in	ns	ns2.dnsip.com.
dmgmori.vision.	3600	in	ns	ns2.xc-ns.de.
dmgmori.vision.	3600	in	ns	ns5.xc-ns.de.
dmt.vision.	3600	in	ns	ns1.dyna-ns.net.
dmt.vision.	3600	in	ns	ns2.dyna-ns.net.
dna.vision.	3600	in	ns	ns.udag.de.
dna.vision.	3600	in	ns	ns.udag.net.
dna.vision.	3600	in	ns	ns.udag.org.
dnirhpl07vciuuaae8malf5dmt208o4s.vision.	3600	in	nsec3	1 1 0 73 DNR20FUFB1SAEG5IKEK2D0F5N8VCF3HU NS DS RRSIG
dnirhpl07vciuuaae8malf5dmt208o4s.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. PeiYOUeiyqtfH1gSGLKoVzMnz4RUYTG7ciBxnAJDT5SuQYqjlmU9fQtlnBqETm8UTON94yuNceyu9j5TYhU1aNzlIJGpDV0OaAsUGwVZv1fhju2yQ59WRnqqVh9lW6l8yUIVqCI6RqKuV9MNnWjz/Nb5tNt0SoImet2BcMgvZQA=
dnr20fufb1saeg5ikek2d0f5n8vcf3hu.vision.	3600	in	nsec3	1 1 0 73 DPK8J6N7A5LBFH9755BTJIEKFV2G8M0B NS DS RRSIG
dnr20fufb1saeg5ikek2d0f5n8vcf3hu.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. Lhs05wPkVBaDX5hid3GfOmyjV5hB7D12z/DftgR8c9uqgqH+/NyDIAW/jvHzj23j8QJqYKuUK87Q4/HjUP8zl3l0yBb3XMB+UNKlidFt85eIZF5fu0tnUGfPjzIxA7vulQ2u0h7R9KhVFfXafzf44NTNAj47fb06I0/WiHu7Des=
dns.glance.vision.	3600	in	a	133.130.67.201
dns.vision.	3600	in	ns	ns1.atom.com.
dns.vision.	3600	in	ns	ns2.atom.com.
dnsimple.vision.	3600	in	ns	ns1.dnsimple.com.
dnsimple.vision.	3600	in	ns	ns2.dnsimple-edge.net.
dnsimple.vision.	3600	in	ns	ns3.dnsimple.com.
dnsimple.vision.	3600	in	ns	ns4.dnsimple-edge.org.
do.vision.	3600	in	ns	ns-1428.awsdns-50.org.
do.vision.	3600	in	ns	ns-1716.awsdns-22.co.uk.
do.vision.	3600	in	ns	ns-277.awsdns-34.com.
do.vision.	3600	in	ns	ns-566.awsdns-06.net.
doc.vision.	3600	in	ns	lee.ns.cloudflare.com.
doc.vision.	3600	in	ns	melinda.ns.cloudflare.com.
doccoam.vision.	3600	in	ns	quincy.ns.cloudflare.com.
doccoam.vision.	3600	in	ns	sreeni.ns.cloudflare.com.
doceyes.vision.	3600	in	ns	ns.rackspace.com.
doceyes.vision.	3600	in	ns	ns2.rackspace.com.
docker.vision.	3600	in	ns	ns1077.ui-dns.biz.
docker.vision.	3600	in	ns	ns1096.ui-dns.de.
docker.vision.	3600	in	ns	ns1108.ui-dns.org.
docker.vision.	3600	in	ns	ns1120.ui-dns.com.
doctolib.vision.	3600	in	ns	dns1.cscdns.net.
doctolib.vision.	3600	in	ns	dns2.cscdns.net.
doctor.vision.	3600	in	ns	ns1.afternic.com.
doctor.vision.	3600	in	ns	ns2.afternic.com.
doctorbream.vision.	3600	in	ns	dns1.easydns.com.
doctorbream.vision.	3600	in	ns	dns2.easydns.net.
doctorbream.vision.	3600	in	ns	dns3.easydns.ca.
docu.vision.	3600	in	ns	dns1.registrar-servers.com.
docu.vision.	3600	in	ns	dns2.registrar-servers.com.
docucare.vision.	3600	in	ns	ns1016.ui-dns.com.
docucare.vision.	3600	in	ns	ns1019.ui-dns.de.
docucare.vision.	3600	in	ns	ns1103.ui-dns.biz.
docucare.vision.	3600	in	ns	ns1109.ui-dns.org.
document.vision.	3600	in	ns	ns1.dan.com.
document.vision.	3600	in	ns	ns2.dan.com.
document.vision.	3600	in	ns	verification-ghs3euql6l8ovxyyr5ic56.ns101.verify.hn.
documenti.vision.	3600	in	ns	ns1.serverlet.com.
documenti.vision.	3600	in	ns	ns2.serverlet.com.
documenti.vision.	3600	in	ns	ns3.serverlet.it.
dog.vision.	3600	in	ns	ns1.sedoparking.com.
dog.vision.	3600	in	ns	ns2.sedoparking.com.
doge.vision.	3600	in	ns	ns29.domaincontrol.com.
doge.vision.	3600	in	ns	ns30.domaincontrol.com.
dogecoin.vision.	3600	in	ns	geo.dyna-ns.net.
dogecoin.vision.	3600	in	ns	geo2.dyna-ns.net.
dogeworld.vision.	3600	in	ns	ns1crv.name.com.
dogeworld.vision.	3600	in	ns	ns2cvx.name.com.
dogeworld.vision.	3600	in	ns	ns3gmv.name.com.
dogeworld.vision.	3600	in	ns	ns4lpv.name.com.
dogma.vision.	3600	in	ns	ns1.register.it.
dogma.vision.	3600	in	ns	ns2.register.it.
dojo.vision.	3600	in	ns	ns1.dns-redirect.com.
dojo.vision.	3600	in	ns	ns2.dns-redirect.com.
doku.vision.	3600	in	ns	docks06.rzone.de.
doku.vision.	3600	in	ns	shades15.rzone.de.
dollar.vision.	3600	in	ns	ns1.dns-redirect.com.
dollar.vision.	3600	in	ns	ns2.dns-redirect.com.
dolly.vision.	3600	in	ns	nsa7.schlundtech.de.
dolly.vision.	3600	in	ns	nsb7.schlundtech.de.
dolly.vision.	3600	in	ns	nsc7.schlundtech.de.
dolly.vision.	3600	in	ns	nsd7.schlundtech.de.
dolphin.vision.	3600	in	ns	dns1.namecheaphosting.com.
dolphin.vision.	3600	in	ns	dns2.namecheaphosting.com.
domain.vision.	3600	in	ns	ns1.afternic.com.
domain.vision.	3600	in	ns	ns2.afternic.com.
domain.vision.	3600	in	ns	verification-hqd4pehktqyh9a3u97fobi.ns101.verify.hn.
domainname.vision.	3600	in	ns	ns1dhl.name.com.
domainname.vision.	3600	in	ns	ns2knz.name.com.
domainname.vision.	3600	in	ns	ns3cfp.name.com.
domainname.vision.	3600	in	ns	ns4lrt.name.com.
domains.vision.	3600	in	ns	ns1.atom.com.
domains.vision.	3600	in	ns	ns2.atom.com.
dome.vision.	3600	in	ns	ns-cloud-d1.googledomains.com.
dome.vision.	3600	in	ns	ns-cloud-d2.googledomains.com.
dome.vision.	3600	in	ns	ns-cloud-d3.googledomains.com.
dome.vision.	3600	in	ns	ns-cloud-d4.googledomains.com.
dominion.vision.	3600	in	ns	ns-1521.awsdns-62.org.
dominion.vision.	3600	in	ns	ns-1588.awsdns-06.co.uk.
dominion.vision.	3600	in	ns	ns-509.awsdns-63.com.
dominion.vision.	3600	in	ns	ns-621.awsdns-13.net.
dominite.vision.	3600	in	ns	ns-1229.awsdns-25.org.
dominite.vision.	3600	in	ns	ns-196.awsdns-24.com.
dominite.vision.	3600	in	ns	ns-1984.awsdns-56.co.uk.
dominite.vision.	3600	in	ns	ns-604.awsdns-11.net.
domo.vision.	3600	in	ds	43931 8 2 DEF22101B06787F2FA8D906818BE108154DE29A33D82D916264B0553ED59B1DF
domo.vision.	3600	in	ns	ns071.auroradns.eu.
domo.vision.	3600	in	ns	ns072.auroradns.nl.
domo.vision.	3600	in	ns	ns073.auroradns.info.
domo.vision.	3600	in	rrsig	DS 8 2 3600 20260122161014 20260101151014 57360 vision. YD9Xn6VX9Xlc/20N0xFGstCJmVyCOQxqaljJotyQ2D3o4Y1IMDIb2cnU+d0gsbisN0bN5rap6gub6r/ze4ntFAFdhEh7vRL5YZbCXh8B+u75JH7JxylNMaSUJSXWVH2LhusquKizzBkXOME0Vvk+pyPFnAyOh4Gsg/pBi19tfQA=
domocelec.vision.	3600	in	ns	dns200.anycast.me.
domocelec.vision.	3600	in	ns	ns200.anycast.me.
donatello.vision.	3600	in	ns	dns1.namecheaphosting.com.
donatello.vision.	3600	in	ns	dns2.namecheaphosting.com.
dongi.vision.	3600	in	ns	ns1.hosting.de.
dongi.vision.	3600	in	ns	ns2.hosting.de.
dongi.vision.	3600	in	ns	ns3.hosting.de.
donna.vision.	3600	in	ns	ns45.domaincontrol.com.
donna.vision.	3600	in	ns	ns46.domaincontrol.com.
donnatanner.vision.	3600	in	ns	ns45.domaincontrol.com.
donnatanner.vision.	3600	in	ns	ns46.domaincontrol.com.
donnatina.vision.	3600	in	ns	ns1.dyna-ns.net.
donnatina.vision.	3600	in	ns	ns2.dyna-ns.net.
donor.vision.	3600	in	ns	ns-1031.awsdns-00.org.
donor.vision.	3600	in	ns	ns-1840.awsdns-38.co.uk.
donor.vision.	3600	in	ns	ns-276.awsdns-34.com.
donor.vision.	3600	in	ns	ns-578.awsdns-08.net.
donut.vision.	3600	in	ns	ns51.domaincontrol.com.
donut.vision.	3600	in	ns	ns52.domaincontrol.com.
donuts.vision.	3600	in	ns	ns-1294.awsdns-33.org.
donuts.vision.	3600	in	ns	ns-1839.awsdns-37.co.uk.
donuts.vision.	3600	in	ns	ns-363.awsdns-45.com.
donuts.vision.	3600	in	ns	ns-735.awsdns-27.net.
donwolacco.vision.	3600	in	ns	ns1.cyberfolks.pl.
donwolacco.vision.	3600	in	ns	ns2.cyberfolks.pl.
dooh.vision.	3600	in	ns	ns47.domaincontrol.com.
dooh.vision.	3600	in	ns	ns48.domaincontrol.com.
doorframe.vision.	3600	in	ns	athena.ns.cloudflare.com.
doorframe.vision.	3600	in	ns	damian.ns.cloudflare.com.
doors.vision.	3600	in	ns	ns1.easyname.eu.
doors.vision.	3600	in	ns	ns2.easyname.eu.
dop.vision.	3600	in	ns	ns1.dyna-ns.net.
dop.vision.	3600	in	ns	ns2.dyna-ns.net.
dopa.vision.	3600	in	ns	ns.inwx.de.
dopa.vision.	3600	in	ns	ns2.inwx.de.
dopa.vision.	3600	in	ns	ns3.inwx.eu.
dopamine.vision.	3600	in	ns	dns1.p07.nsone.net.
dopamine.vision.	3600	in	ns	dns2.p07.nsone.net.
dopamine.vision.	3600	in	ns	dns3.p07.nsone.net.
dopamine.vision.	3600	in	ns	dns4.p07.nsone.net.
dope.vision.	3600	in	ns	ns69.domaincontrol.com.
dope.vision.	3600	in	ns	ns70.domaincontrol.com.
doppel.vision.	3600	in	ds	10355 8 2 E65753D47DE62AE401C46972FADF8AE864EFDBC2FCBE6AD33E0BDAE45404EA28
doppel.vision.	3600	in	ns	ns-cloud-b1.googledomains.com.
doppel.vision.	3600	in	ns	ns-cloud-b2.googledomains.com.
doppel.vision.	3600	in	ns	ns-cloud-b3.googledomains.com.
doppel.vision.	3600	in	ns	ns-cloud-b4.googledomains.com.
doppel.vision.	3600	in	rrsig	DS 8 2 3600 20260122161014 20260101151014 57360 vision. XnHXt2iNye/MP5R4/zUcGzAkPo7dmcjinQSMWg8V9E+OD33oadBfTOq0ENbzQiJIL/bjxJ1Sbvf2xW3s22pDghVVgSeQM9QdmaZFcwkwt2JUwV2EsLIUQeyZmPUU2lTCqIyJejLgFaoe3fyNafccYCeLB4vmjggCj/eqAi5Eb3Y=
dopple.vision.	3600	in	ds	58511 8 2 55D690460EA22DDC6EAB091474D2C97506E23283B6AE0D2778AB4D40B2E86280
dopple.vision.	3600	in	ns	ns-cloud-b1.googledomains.com.
dopple.vision.	3600	in	ns	ns-cloud-b2.googledomains.com.
dopple.vision.	3600	in	ns	ns-cloud-b3.googledomains.com.
dopple.vision.	3600	in	ns	ns-cloud-b4.googledomains.com.
dopple.vision.	3600	in	rrsig	DS 8 2 3600 20260122161014 20260101151014 57360 vision. drTnK0cDGbz11gSjiLR/f7fzdzpDVEHfC7yJckBS3lqbtRHZxHS/b9h8o/nepbQ+08DThPiZ08wH+zUtJkH83cG+3gP3wOWbS6q++PIOqIBeJHQQPxp1Q7JJos3SFLzwBGUyr2ejgnfx4RNjQeaH8e7x5/B6wO4Nn6gi1hHhooY=
doqu.vision.	3600	in	ns	ns1059.ui-dns.org.
doqu.vision.	3600	in	ns	ns1065.ui-dns.com.
doqu.vision.	3600	in	ns	ns1096.ui-dns.de.
doqu.vision.	3600	in	ns	ns1121.ui-dns.biz.
dorcel.vision.	3600	in	ns	ns1.ibspark.com.
dorcel.vision.	3600	in	ns	ns2.ibspark.com.
dorf.vision.	3600	in	ns	cns1.alfahosting.info.
dorf.vision.	3600	in	ns	cns2.alfahosting.info.
dorf.vision.	3600	in	ns	cns3.alfahosting.info.
dorium.vision.	3600	in	ns	ns1049.ui-dns.org.
dorium.vision.	3600	in	ns	ns1061.ui-dns.biz.
dorium.vision.	3600	in	ns	ns1093.ui-dns.de.
dorium.vision.	3600	in	ns	ns1118.ui-dns.com.
dose.vision.	3600	in	ns	ns1.livedns.co.uk.
dose.vision.	3600	in	ns	ns2.livedns.co.uk.
dose.vision.	3600	in	ns	ns3.livedns.co.uk.
dosuno.vision.	3600	in	ns	dns33.servidoresdns.net.
dosuno.vision.	3600	in	ns	dns34.servidoresdns.net.
dot.vision.	3600	in	ns	ns29.domaincontrol.com.
dot.vision.	3600	in	ns	ns30.domaincontrol.com.
dotnet.vision.	3600	in	ns	ns1.world4you.at.
dotnet.vision.	3600	in	ns	ns2.world4you.at.
dotonline.vision.	3600	in	ns	ns01.dotonline.net.
dotonline.vision.	3600	in	ns	ns02.dotonline.net.
dotpad.vision.	3600	in	ns	ns5.kasserver.com.
dotpad.vision.	3600	in	ns	ns6.kasserver.com.
double.vision.	3600	in	ns	buynow.nametime.com.
double.vision.	3600	in	ns	forsale.nametime.com.
doubleu.vision.	3600	in	ns	curitiba.ns.porkbun.com.
doubleu.vision.	3600	in	ns	fortaleza.ns.porkbun.com.
doubleu.vision.	3600	in	ns	maceio.ns.porkbun.com.
doubleu.vision.	3600	in	ns	salvador.ns.porkbun.com.
doubleyou.vision.	3600	in	ns	ns65.domaincontrol.com.
doubleyou.vision.	3600	in	ns	ns66.domaincontrol.com.
douenne.vision.	3600	in	ns	dns1.namebay.com.
douenne.vision.	3600	in	ns	dns2.namebay.com.
doula.vision.	3600	in	ns	docks10.rzone.de.
doula.vision.	3600	in	ns	shades16.rzone.de.
douyin.vision.	3600	in	ns	ns1.dns-redirect.com.
douyin.vision.	3600	in	ns	ns2.dns-redirect.com.
dove.vision.	3600	in	ds	8351 8 2 9CB027D4FF451C5D5642431C173BA7229816F1CE52204F6B7EC9D1F32EDB8577
dove.vision.	3600	in	ns	ns-cloud-b1.googledomains.com.
dove.vision.	3600	in	ns	ns-cloud-b2.googledomains.com.
dove.vision.	3600	in	ns	ns-cloud-b3.googledomains.com.
dove.vision.	3600	in	ns	ns-cloud-b4.googledomains.com.
dove.vision.	3600	in	rrsig	DS 8 2 3600 20260122161014 20260101151014 57360 vision. kI/POQZnjfouQUa2drobZZkCNcrlJhDVpkYgnPAnRmWDkulXEh0rssijjZuv96mEJjrysvpFXR1zQfgPstpIKhDoNmJtLYzvnu5Ap46XSzG9YWUqzJcaz6WIwwdI00zKajFrndE/qkucKZx6HhlYocncthscWBSRrmYo4KrO/yU=
dox.vision.	3600	in	ns	nile.ns.cloudflare.com.
dox.vision.	3600	in	ns	norah.ns.cloudflare.com.
doxa.vision.	3600	in	ns	dns1.registrar-servers.com.
doxa.vision.	3600	in	ns	dns2.registrar-servers.com.
doyodu.vision.	3600	in	ns	ns1.world4you.at.
doyodu.vision.	3600	in	ns	ns2.world4you.at.
dp.vision.	3600	in	ns	ns55.domaincontrol.com.
dp.vision.	3600	in	ns	ns56.domaincontrol.com.
dpk8j6n7a5lbfh9755btjiekfv2g8m0b.vision.	3600	in	nsec3	1 1 0 73 DPKFHEKTIILOUR7T3EUGSMG2C0E9OKJN NS DS RRSIG
dpk8j6n7a5lbfh9755btjiekfv2g8m0b.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. ireBkojTcYv/6/oPs+T6iT0lyZtnv3yxnQl31MM//nu93NXzVEUXmQoCRB6oqh1lRoL+rxim6xKyyJyww3kiz5Q8rTYQZzy7zuLf0t6OKcnZWGFcKhis48jK7Efa9qtjYIW1qj0Fh+xVfcnqUj61ZDyhmBSmsmY4KghnC8lQQ2E=
dpkfhektiilour7t3eugsmg2c0e9okjn.vision.	3600	in	nsec3	1 1 0 73 DQG3IHE8MNONUC2EK4ITG2RQL2OTLMMN NS DS RRSIG
dpkfhektiilour7t3eugsmg2c0e9okjn.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. N/9DRYG8I8sKZ4n66yoNsOBtBSg5VPObjYYTML+Zi+kZhxCm9VG7oGb4XQr4kB48Rbg2qhLY372LJUDMKw6MhPKiTZ3uvh9mDppgXs9ErsknFB08gCglNgyj7FRw7QZlIq0Bbg5zMoCYvqSr7Urfm0yQodvAve7pVE2N+CcGomo=
dpm.vision.	3600	in	ns	ns19.domaincontrol.com.
dpm.vision.	3600	in	ns	ns20.domaincontrol.com.
dpp.vision.	3600	in	ns	ns.udag.de.
dpp.vision.	3600	in	ns	ns.udag.net.
dpp.vision.	3600	in	ns	ns.udag.org.
dqg3ihe8mnonuc2ek4itg2rql2otlmmn.vision.	3600	in	nsec3	1 1 0 73 DR9Q5KOS7DBUQGNH2N1LICMKOTUDDIDC NS DS RRSIG
dqg3ihe8mnonuc2ek4itg2rql2otlmmn.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. L5seo7DOuR8dWIr1r26/LkhFl/NVu8q2e1f96thWqRSim1xbDdURlEtksLo2utbbOCzgTZQ5giUtMDKrNkgxR2LHN7eOFBLnOsitbfP+UOvhGtn5uOXPMoBM6aj9V4cOGpo3BSyStKcGWSAqHwUMgcbbcpNTSNhkgQl364s2Bus=
dr-ann-eyecare.vision.	3600	in	ns	ns1.dotster-default.domainparkingserver.net.
dr-ann-eyecare.vision.	3600	in	ns	ns2.dotster-default.domainparkingserver.net.
dr-reinking.vision.	3600	in	ns	docks01.rzone.de.
dr-reinking.vision.	3600	in	ns	shades11.rzone.de.
dr.vision.	3600	in	ns	dns1.registrar-servers.com.
dr.vision.	3600	in	ns	dns2.registrar-servers.com.
dr2.vision.	3600	in	ns	ns10.wixdns.net.
dr2.vision.	3600	in	ns	ns11.wixdns.net.
dr9q5kos7dbuqgnh2n1licmkotuddidc.vision.	3600	in	nsec3	1 1 0 73 DSFFFG6DPDUUJAEJVUPF2IJ53EUU41OE NS DS RRSIG
dr9q5kos7dbuqgnh2n1licmkotuddidc.vision.	3600	in	rrsig	NSEC3 8 2 3600 20260122161014 20260101151014 57360 vision. VHDsahpY5wIuG8jgNNvdHHzrcUMJtcfNKiUzvYQZUmjLJ29Q287gxpn/S0x97o+gQ3YLslpsk1Sh+ZjS+xPeLmaaszmx/Q3ZghkJ0sCl8bchKhyGazqP0LV//yJK93Ekr7q3ZnBpvQqPIr8oUQqGUprD2X9T9rMj5nx2PKCjxRs=
drab.vision.	3600	in	ns	ns.second-ns.com.
drab.vision.	3600	in	ns	ns1.your-server.de.
drab.vision.	3600	in	ns	ns3.second-ns.de.
draco.vision.	3600	in	ds	3056 8 2 CB553B8CE9D20D88AE6AC7A3DCC0076173ADA83390FC7289A800319509248D84
draco.vision.	3600	in	ns	ns-cloud-c1.googledomains.com.
draco.vision.	3600	in	ns	ns-cloud-c2.googledomains.com.
draco.vision.	3600	in	ns	ns-cloud-c3.googledomains.com.
draco.vision.	3600	in	ns	ns-cloud-c4.googledomains.com.
draco.vision.	3600	in	rrsig	DS 8 2 3600 20260122161014 20260101151014 57360 vision. h1gHsIHGZrN5VDt+AIJzGGGMMPQHWGqpDvxiNEbN2H+8KbUmNstDXhF6leXkcAz4tLwpXn5MjYP+gFeeA4d6vmw4+cNYkG82qSubZrOzUfpJgm69tEFmtNzDKBbXFkVYJfLfkN12n5/P+ysk8Fdrg0hJbLOdIok/HfPguPqH+tQ=
dragon.vision.	3600	in	ns	launch1.spaceship.net.
dragon.vision.	3600	in	ns	launch2.spaceship.net.
dragonfly.vision.	3600	in	ns	dns1.registrar-servers.com.
dragonfly.vision.	3600	in	ns	dns2.registrar-servers.com.
dragonflylabs.vision.	3600	in	ds	10067 13 2 FF5451495535F345C8A0D9BB6683CE43895CC0A40C0954F6353BDDBB425440C9
dragonflylabs.vision.	3600	in	ns	launch1.spaceship.net.
dragonflylabs.vision.	3600	in	ns	launch2.spaceship.net.
dragonflylabs.vision.	3600	in	rrsig	DS 8 2 3600 20260122161014 20260101151014 57360 vision. CuCCwvBmtmuH0+dHMPueljzllWJZmu+ncGRUxzHYncoLH2Vn2HDhDY6hHoWkbIcbdFBCUHZDXx8uBGudX1HdWYukIlkNW94Ussj13J3mhpvvStomHALcNjLNdwnM+bpxUdybYixiTLAGxnTVUO0kLAWrHyKJ8r9WVizMhZ8MNac=
dragonx.vision.	3600	in	ds	8932 13 2 45C79186A8E22D5C73013FECDD18AA395E5A60A318F9613983B436D36586E981
dragonx.vision.	3600	in	ns	launch1.spaceship.net.
dragonx.vision.	3600	in	ns	launch2.spaceship.net.
dragonx.vision.	3600	in	rrsig	DS 8 2 3600 20260122161014 20260101151014 57360 vision. olwD6CFc5WNv76VwXQYfeyQevQ+LaoQoaxQ7bY7rt7x1DRZI5S4dLrfreOMBqLu/HtiEWPgcKxilZi4mrkdWc09OGSgZLrNdRs3Gu8IRL+f43tZp5p5OSpG7yw2EUPQQKtwEJ0HeUabM2EalI6bnZGERfIHuzVBz9tQSJnPmAvQ=
drain.vision.	3600	in	ns	ns35.domaincontrol.com.
drain.vision.	3600	in	ns	ns36.domaincontrol.com.
drama.vision.	3600	in	ns	curitiba.ns.porkbun.com.
drama.vision.	3600	in	ns	fortaleza.ns.porkbun.com.
drama.vision.	3600	in	ns	maceio.ns.porkbun.com.
drama.vision.	3600	in	ns	salvador.ns.porkbun.com.
dranneyecare.vision.	3600	in	ns	ns1.dotster-default.domainparkingserver.net.
dranneyecare.vision.	3600	in	ns	ns2.dotster-default.domainparkingserver.net.
drawbridge.vision.	3600	in	ns	dns1.registrar-servers.com.
drawbridge.vision.	3600	in	ns	dns2.registrar-servers.com.
drawnear.vision.	3600	in	ns	ns1.wordpress.com.
drawnear.vision.	3600	in	ns	ns2.wordpress.com.
drawnear.vision.	3600	in	ns	ns3.wordpress.com.
drawup.vision.	3600	in	ns	ns51.worldnic.com.
drawup.vision.	3600	in	ns	ns52.worldnic.com.
drbolenbaker.vision.	3600	in	ns	ns1.dotster-default.domainparkingserver.net.
drbolenbaker.vision.	3600	in	ns	ns2.dotster-default.domainparkingserver.net.
drbream.vision.	3600	in	ns	dns1.easydns.com.
drbream.vision.	3600	in	ns	dns2.easydns.net.
drbream.vision.	3600	in	ns	dns3.easydns.ca.
dream.vision.	3600	in	ns	curitiba.ns.porkbun.com.
dream.vision.	3600	in	ns	fortaleza.ns.porkbun.com.
dream.vision.	3600	in	ns	maceio.ns.porkbun.com.
dream.vision.	3600	in	ns	salvador.ns.porkbun.com.
dream2.vision.	3600	in	ns	ns31.domaincontrol.com.
dream2.vision.	3600	in	ns	ns32.domaincontrol.com.
dreamartstudio.vision.	3600	in	ns	ns29.domaincontrol.com.
dreamartstudio.vision.	3600	in	ns	ns30.domaincontrol.com.
dreambig.vision.	3600	in	ns	ns39.domaincontrol.com.
dreambig.vision.	3600	in	ns	ns40.domaincontrol.com.
dreambigger.vision.	3600	in	ds	26566 8 2 7B008AA770C22DA6E5F9E66861A1925EA5FE35CDEA6D13288DAAAAB985C994D9
dreambigger.vision.	3600	in	ns	ns-cloud-b1.googledomains.com.
dreambigger.vision.	3600	in	ns	ns-cloud-b2.googledomains.com.
dreambigger.vision.	3600	in	ns	ns-cloud-b3.googledomains.com.
dreambigger.vision.	3600	in	ns	ns-cloud-b4.googledomains.com.
dreambigger.vision.	3600	in	rrsig	DS 8 2 3600 20260122161014 20260101151014 57360 vision. UmhsUijVWBPS6bjv4SCM2GYv9qOp1I5AR2AKpL06tkK9GijOMIyMMxr1VrEMEi93Wv1zdfJClR4g+Eey9TVgmYka51xbR5jLljpTzZvgiXMjAhwI1dx9gYcJnMf+L10SvAXMkujukFGvF5TZJOeO8EDx8aaunOitWveBivk/vtM=
dreambigresults.vision.	3600	in	ns	ns09.domaincontrol.com.
dreambigresults.vision.	3600	in	ns	ns10.domaincontrol.com.
dreambook.vision.	3600	in	ns	ns23.domaincontrol.com.
dreambook.vision.	3600	in	ns	ns24.domaincontrol.com.
dreambuilders.vision.	3600	in	ns	ns1.funnelcockpit.com.
dreambuilders.vision.	3600	in	ns	ns2.funnelcockpit.com.
dreamera.vision.	3600	in	ns	dns1.registrar-servers.com.
dreamera.vision.	3600	in	ns	dns2.registrar-servers.com.
dreamfactory.vision.	3600	in	ns	ns13.domaincontrol.com.
dreamfactory.vision.	3600	in	ns	ns14.domaincontrol.com.
dreamfarm.vision.	3600	in	ns	ns1.inmotionhosting.com.
dreamfarm.vision.	3600	in	ns	ns2.inmotionhosting.com.
dreamforge.vision.	3600	in	ns	ns-cloud-e1.googledomains.com.
dreamforge.vision.	3600	in	ns	ns-cloud-e2.googledomains.com.
dreamforge.vision.	3600	in	ns	ns-cloud-e3.googledomains.com.
dreamforge.vision.	3600	in	ns	ns-cloud-e4.googledomains.com.
dreamguitars.vision.	3600	in	ns	ns29.domaincontrol.com.
dreamguitars.vision.	3600	in	ns	ns30.domaincontrol.com.
dreamhome.vision.	3600	in	ds	62780 8 2 EB9142429B5E429102D63B67EE01C6AD3CD81BCD8F502301BFFE78003E5629E9
dreamhome.vision.	3600	in	ns	ns-cloud-c1.googledomains.com.
dreamhome.vision.	3600	in	ns	ns-cloud-c2.googledomains.com.
dreamhome.vision.	3600	in	ns	ns-cloud-c3.googledomains.com.
dreamhome.vision.	3600	in	ns	ns-cloud-c4.googledomains.com.
dreamhome.vision.	3600	in	rrsig	DS 8 2 3600 20260122161014 20260101151014 57360 vision. UwXDkotnQ/RiTI+XdM6lmz/gm0IB9u2my8g3yHKiS32+X6sNF7S2rm5rh2k0SrnQWhkS/4V67CyWu1X2Q0Viy0Mm/wG+ukDz0RLK4AU+F/cUPciKeSokQkU9rPU+Y/ExIR33IvwkfA8FmsiUMNJmg/CeeYkiGHHIYf9jODVb25Y=
dreamhost.com.riding.vision.	3600	in	a	208.97.182.10
dreamhost.com.riding.vision.	3600	in	a	66.33.206.206
dreamhost.com.riding.vision.	3600	in	a	66.33.216.216
dreamjob.vision.	3600	in	ns	ns15.domaincontrol.com.
dreamjob.vision.	3600	in	ns	ns16.domaincontrol.com.
dreamlab.vision.	3600	in	ns	ns77.domaincontrol.com.
dreamlab.vision.	3600	in	ns	ns78.domaincontrol.com.
dreamland.vision.	3600	in	ns	ns13.jimdo.com.
dreamland.vision.	3600	in	ns	ns14.jimdo.com.
dreammachine.vision.	3600	in	ns	coen.ns.cloudflare.com.
dreammachine.vision.	3600	in	ns	kami.ns.cloudflare.com.
dreamsarereal.vision.	3600	in	ns	ns33.domaincontrol.com.
