fox.	900	in	soa	ns1.dns.nic.fox. admin.tldns.godaddy. 1756222625 1800 300 604800 1800
kdd24qjjkfai5fqkfrkdr85ju984494q.fox.	900	in	nsec3	1 1 0 - KDD38B5COKES248MR4AMPTA6P2AFR3V8 NS DS RRSIG
kdd24qjjkfai5fqkfrkdr85ju984494q.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. KsxgaOp1pRv4r//NOoAuMRrNWUxhbpQogajFGNJ0ro3WrDAbPNubJ8LmPUsvAvZpCZLgaIcLr27H2/hU/7f8yjDYnwxHl7cYMMuCgH+gbGAhfYe84/icPgBPl6KgrOivfH/8sL7IeO5KxGvqDBEu37/DY7dcOTdyx8HB/BzoWfKrbyaAI31p8w/pHT3oGnDs+mH/kvSSFUze2mLDJz1pJA==
kdd38b5cokes248mr4ampta6p2afr3v8.fox.	900	in	nsec3	1 1 0 - KDKU4PRDGOO1EDA49GO4TB2T50D5PC5G NS DS RRSIG
kdd38b5cokes248mr4ampta6p2afr3v8.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. VlGo8sKoWy0z1HCWc4qXQDNLMg+0iUfrXy2k70k76nI5i0rH+CEw94GcEcl5oPpy1KsjMd/zubEYBdDyvFOinjdMOKj4pHBzIxrHe4Oa5RmKNnMjI9ylxp2/hO9iBWiu03Urf635IVwx2nKzDuqcj3eovh3YkZbM3rsXxioLcwHyehu/vmtsmLakq+3iWCd6FGePsjgWFd+oZY0c3Gs4PQ==
kdfw.fox.	3600	in	ds	48553 13 2 5BF5EAAA2613367888CB535130EDAE48B529A1555BCB349C7EA0F9A952CA43C8
kdfw.fox.	3600	in	ns	ns01.dns.fox.
kdfw.fox.	3600	in	ns	ns01.foxdoua.com.
kdfw.fox.	3600	in	ns	ns02.dns.fox.
kdfw.fox.	3600	in	ns	ns02.foxdoua.com.
kdfw.fox.	3600	in	ns	ns03.dns.fox.
kdfw.fox.	3600	in	ns	ns03.foxdoua.com.
kdfw.fox.	3600	in	ns	ns04.dns.fox.
kdfw.fox.	3600	in	ns	ns04.foxdoua.com.
kdfw.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. IJHqKnzYMxSfLbdqqVvHxO4tQpZ7vtmNKXRkxCFilRl7MK0p40WXbzVkyoapzXxoC+07t08fJPTfz3MEi3r2RtwIJSwcFXNWu4Z5k4rDeD64cc+f8O/AGzNjfrGhyWe3XuarKg+bzK7sOPI7ktJxY4hWs2BtA9xcND4Ovvf9UVxepzjcmMsQFjPk02XdffTy8sIBPeH46XW2Z+b7XvBmIA==
kdku4prdgoo1eda49go4tb2t50d5pc5g.fox.	900	in	nsec3	1 1 0 - KGA2TU80NB9M36TIMU41EKTV33J8SO0C NS DS RRSIG
kdku4prdgoo1eda49go4tb2t50d5pc5g.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. YjGZmfxN8SbUdxpvM3Hg6sWSDjteOb8xsyufV97Lb/2KHBPPHPNOwNmeJL6d3aSP3rvoRe9RoSA3NtHLecyAlRwf7j8tCrqA4uDMarXgWFblGPR23azFo/2wPs0RWR0oAp9aV00OYiv3QUINFyIVSaBL4Ph3gCP5nv8fC+NesrYryplCvwnKR37pHyZGYJAJXGFhMWSy+2KfVpLhZV9Xng==
keysafe.fox.	3600	in	ns	ns09.gcd-dns.com.
keysafe.fox.	3600	in	ns	ns10.gcd-dns.com.
kga2tu80nb9m36timu41ektv33j8so0c.fox.	900	in	nsec3	1 1 0 - L45O6FGKJ9ROQSQMM870N6T7C4Q8F0JR NS DS RRSIG
kga2tu80nb9m36timu41ektv33j8so0c.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. O73MzxU1xSBteibSODi5Nbw4YWzG8F63JOY0vHvI1pM/UhxXNVtmGFM9spZ9BNwExm9Pn5cAozp9VYEVyhC7Ida/SpM7IsJBykPAFNKuPRUXl1cdfNuOxS2WaErHn2eZzlEr0q8h4Axuk+0SeXgXY2xD6BYhy2IWjeQ09zVQNFFjYILQhRS9O7SwLreffxoh3XYGdUO1dnCFAI3QVjC87g==
kmsp.fox.	3600	in	ds	48553 13 2 2831B8FC0BB4CED222C2E8E052BBC21D275BD66DA7859C5E291331452C6971C9
kmsp.fox.	3600	in	ns	ns01.dns.fox.
kmsp.fox.	3600	in	ns	ns01.foxdoua.com.
kmsp.fox.	3600	in	ns	ns02.dns.fox.
kmsp.fox.	3600	in	ns	ns02.foxdoua.com.
kmsp.fox.	3600	in	ns	ns03.dns.fox.
kmsp.fox.	3600	in	ns	ns03.foxdoua.com.
kmsp.fox.	3600	in	ns	ns04.dns.fox.
kmsp.fox.	3600	in	ns	ns04.foxdoua.com.
kmsp.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. Yqe4vXnDDz+n+u2CZxNxFFJYCeBLaMDDxSUuF+w+57MaDea2KuEWNQw1eQx86QDLWwqDW23pM7jbZnFmMB7u1Yum7LDm6mi99+2KBlq1t5Fz0SpjObc5wJw0zSkHps18YYaruzTCZcnRr0sWAhx9+tTsEK2p38AIi07+JkUyouyDqvN6L4czbfyygk4XmfDn9J7tQR2k3mh1fU/MpVFJEw==
kraken.fox.	3600	in	ds	48553 13 2 08C297A4BF5FCD24EC1573E27437012F1C5CB44BE80A314ECE555A51903F3179
kraken.fox.	3600	in	ns	ns01.dns.fox.
kraken.fox.	3600	in	ns	ns01.foxdoua.com.
kraken.fox.	3600	in	ns	ns02.dns.fox.
kraken.fox.	3600	in	ns	ns02.foxdoua.com.
kraken.fox.	3600	in	ns	ns03.dns.fox.
kraken.fox.	3600	in	ns	ns03.foxdoua.com.
kraken.fox.	3600	in	ns	ns04.dns.fox.
kraken.fox.	3600	in	ns	ns04.foxdoua.com.
kraken.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. Ydmxm49kIfL555dlcUbFoHTob9F9P74a0xb28S2P1hgB1sr790zEtmXZ5B7C3Yl75BBbAVVeKnYAOfSvWDCzlGy3PJrQ2UtyRZFxt/G0QssiNOfGe1mUIdW3Giroto3dZNK5RMQ4+cc1pEpE8DUJsaAJjOqmdJMEgauVyecrgM5XjbiG14Z8vv6Uw4sd3URib6qDmFCUHAmMCVtEnAVyEA==
kriv.fox.	3600	in	ds	48553 13 2 97FBA4331A4F473A95045E05FF3AA609E058B8CEAACA2C88A2890EF27180D63C
kriv.fox.	3600	in	ns	ns01.dns.fox.
kriv.fox.	3600	in	ns	ns01.foxdoua.com.
kriv.fox.	3600	in	ns	ns02.dns.fox.
kriv.fox.	3600	in	ns	ns02.foxdoua.com.
kriv.fox.	3600	in	ns	ns03.dns.fox.
kriv.fox.	3600	in	ns	ns03.foxdoua.com.
kriv.fox.	3600	in	ns	ns04.dns.fox.
kriv.fox.	3600	in	ns	ns04.foxdoua.com.
kriv.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. eggMFdyg6BE0SzPiAwlGw0awy58gsGjSo6QzZetRlJpajJSQ0B01arBNyPqi6/M108LUKX1BqatI3E05ReQ4/cp3XsKAcYpsSknzv9d0ULtUz72dlutniUD7fbPRh/WUH1J7dAjazDVzEoNIJLkHtT0iIbhbyw6xuahmwVFuh/kGFXegX2zSOeU/8H6kVe4dNwxpIVQh3qrJOJaBkBAP/A==
ksaz.fox.	3600	in	ds	48553 13 2 A945CCA358FA4CD0A519712DCAA49422236BFE865C4F2CF8391209B65E1206C7
ksaz.fox.	3600	in	ns	ns01.dns.fox.
ksaz.fox.	3600	in	ns	ns01.foxdoua.com.
ksaz.fox.	3600	in	ns	ns02.dns.fox.
ksaz.fox.	3600	in	ns	ns02.foxdoua.com.
ksaz.fox.	3600	in	ns	ns03.dns.fox.
ksaz.fox.	3600	in	ns	ns03.foxdoua.com.
ksaz.fox.	3600	in	ns	ns04.dns.fox.
ksaz.fox.	3600	in	ns	ns04.foxdoua.com.
ksaz.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. ODiS75+cjJ5f3ipJb5zZn2beBhP9NILyL2pxhwvc1fI5eOjVAKQSuKCkMCXJuH3/rrK/FUxrhRsUR33fXK2Y7pSrRsCmeV4Kz7KA73Kd6gXA3yJ88XZk1LwOwWgozoWTcEMSK6E/XY+POY2y2vbo0GzFD5gdhCFLDJgviBH/Q5HKVX9GaaxIbwcU96BsD0dHNwpK1urV1odeYek5RInxdQ==
ktbc.fox.	3600	in	ds	48553 13 2 368768C943E3C4690E6E2FD8C88C1FFE585C06F329F5E90DF19B2F19B40893AD
ktbc.fox.	3600	in	ns	ns01.dns.fox.
ktbc.fox.	3600	in	ns	ns01.foxdoua.com.
ktbc.fox.	3600	in	ns	ns02.dns.fox.
ktbc.fox.	3600	in	ns	ns02.foxdoua.com.
ktbc.fox.	3600	in	ns	ns03.dns.fox.
ktbc.fox.	3600	in	ns	ns03.foxdoua.com.
ktbc.fox.	3600	in	ns	ns04.dns.fox.
ktbc.fox.	3600	in	ns	ns04.foxdoua.com.
ktbc.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. kg0NktVsZJBkXAFPMv4VUKQPajwQttRUdkd86ocNErMZzECvgvCrMfgKdFMOjLecjf4s9O2Eln6k4m8q/lHfmqWQNFi2qO+oGb7DlqNEZqVdpjmrNOWtTtAmd9RD/Kwx5cDZ+Y+a2Ge3XQM/PW8uM9MDV5DsBdWIAnwcU5/fbJLVRsvXn1B9TA9UI8/mmEozlaZYq1TCDRhXABsAT+LjTw==
kts.fox.	3600	in	ds	48553 13 2 BBDF2CFEC18E1A6E98B7A3C3A78C2781BEAF59407378B38CBD8518A968206EED
kts.fox.	3600	in	ns	ns01.dns.fox.
kts.fox.	3600	in	ns	ns01.foxdoua.com.
kts.fox.	3600	in	ns	ns02.dns.fox.
kts.fox.	3600	in	ns	ns02.foxdoua.com.
kts.fox.	3600	in	ns	ns03.dns.fox.
kts.fox.	3600	in	ns	ns03.foxdoua.com.
kts.fox.	3600	in	ns	ns04.dns.fox.
kts.fox.	3600	in	ns	ns04.foxdoua.com.
kts.fox.	3600	in	rrsig	DS 8 2 3600 20250906230956 20250823222403 39369 fox. ugUpAMyisRrdZ5+uJhHCcVwnStjC4ZDvN2PpCrfYYmoHh8ZleL/f5YjgVLmn/6rEEwqeIvkV/9syTI9P0xEgNqNjWhW1+nf9mmIJbkt/52hX/mwKtOmjNTppmASK2vMCRFm9MLYO2h3QHhXTQv2TF7sytvEazUtTrGKkFxiRoT4Wg+5pJuIULS3aK23eIPASGFWgXlrPl/AEhe46pjWvWw==
kttv.fox.	3600	in	ds	48553 13 2 990C4D19672F8DBD5E79725D9048E3924A87D4DBD9ABAF52FF180CF7F1C5A07A
kttv.fox.	3600	in	ns	ns01.dns.fox.
kttv.fox.	3600	in	ns	ns01.foxdoua.com.
kttv.fox.	3600	in	ns	ns02.dns.fox.
kttv.fox.	3600	in	ns	ns02.foxdoua.com.
kttv.fox.	3600	in	ns	ns03.dns.fox.
kttv.fox.	3600	in	ns	ns03.foxdoua.com.
kttv.fox.	3600	in	ns	ns04.dns.fox.
kttv.fox.	3600	in	ns	ns04.foxdoua.com.
kttv.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. miJFCpEoDnseS1hIzJOdXdciJHHmL6F2vR4Jufor9u+6tKaKp2pXPxNR5+Bu69h56LpBELfwvfDhe4VeVjnwcc+Mg7ojQGZ1LQEr1HX1b02Eo/8+j6rSjq6mJcFA9hRWXkDjT3wbyBp0HA4/EWSQjbEq2QyEOv/4FmvfG453WYEJpuAIUyHiUANJkk205ESn0n5s9GiJEtTE2EmJ8WgFRw==
ktvu.fox.	3600	in	ds	48553 13 2 7AFF58989B2FE6E308F7783C45D2D13DF871DD0134AB44E27BCB98EEA14FCE20
ktvu.fox.	3600	in	ns	ns01.dns.fox.
ktvu.fox.	3600	in	ns	ns01.foxdoua.com.
ktvu.fox.	3600	in	ns	ns02.dns.fox.
ktvu.fox.	3600	in	ns	ns02.foxdoua.com.
ktvu.fox.	3600	in	ns	ns03.dns.fox.
ktvu.fox.	3600	in	ns	ns03.foxdoua.com.
ktvu.fox.	3600	in	ns	ns04.dns.fox.
ktvu.fox.	3600	in	ns	ns04.foxdoua.com.
ktvu.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. rJX7O3Oisv5wirnzZN09Le273+xSadQDYB0uvP4uIrvZ46HCGKEZqKs6IUq4yl0DUdGAAReo7O0v+2jCEEVPDg8aZ4+OwLIgVSdYiMpMbTWi3J+jibi5oiWWL29u/aNdFT0PB6v36iy7tznVz1hfTnUjeyX5mOkuR7rAk9x59l1+A4XrRAx6zIAQv2cOHIKUPCeQfh4xUBXU2DnYORDbSQ==
l45o6fgkj9roqsqmm870n6t7c4q8f0jr.fox.	900	in	nsec3	1 1 0 - L5JGP4NPFLMFD1O3K3NOI25VIRFK54O9 NS DS RRSIG
l45o6fgkj9roqsqmm870n6t7c4q8f0jr.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. EeOneluGYqdanqoP7Dm4Mtc4TNUf7l9KHm7+F+4zCRhbouum0NsRTYRgL2HJ1XnSeQMxcD/0bL0/1aP2DI31HKW+qlBtSCUuzVA9O8Q2zBR/uMjp7lAULcKOBxhcPnwKfE/WY2mvjLfEUfiLkZn6MnzGvZLkjVYxtOsRx36RzTp0gY4VojpPYUhtCpkfMWGEIajdxdB+HgDI7T+4vIYIJw==
l5jgp4npflmfd1o3k3noi25virfk54o9.fox.	900	in	nsec3	1 1 0 - LCOMSJE6A72AG9CT3RP6B6B65KT2DU2G NS DS RRSIG
l5jgp4npflmfd1o3k3noi25virfk54o9.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. aR+rzYm2tEYtgXWM67vyxEZtYBb4uXyWfZ9g2bYTK5+TPa2saFPDtLf4for/qJ7d58Nrc9d9ZDv6M67IjTWufX/hx2IKby900ynyawVnaEyuFhrmgutToHQDy1WGXVl6o8Tat+yqN6qym2gHBW2ZX+SePyfl3qw/8Le7JvOfgTV+LDRbnGBWy4EGElSvZ3etokK6MZuQqMIDyVGYxinIIg==
lalivenews.fox.	3600	in	ns	ns09.gcd-dns.com.
lalivenews.fox.	3600	in	ns	ns10.gcd-dns.com.
lalivenewstonight.fox.	3600	in	ns	ns09.gcd-dns.com.
lalivenewstonight.fox.	3600	in	ns	ns10.gcd-dns.com.
lcomsje6a72ag9ct3rp6b6b65kt2du2g.fox.	900	in	nsec3	1 1 0 - LHJU9JKQFHQ7N646MFV9Q674R4A8E04F NS DS RRSIG
lcomsje6a72ag9ct3rp6b6b65kt2du2g.fox.	900	in	rrsig	NSEC3 8 2 900 20250908003135 20250825000835 39369 fox. TWiR4ZNSRXZ3vKKY7tkhBvNup9Zjie99ljTQfWt4MVFyvyiaUyCf20cFfZaeabzGtG9dngXuBswf5ycXXKhjDDh38cj8n8YMeUXlDP4JsMrYYECmT61Qog6n6OcMw/k3hYsP4y+NuBKu5G7ZX9FMXkYbU0zN5BubrnhMGH6T+FqBl8rmFftNX/91SUvF5AX69fhANoSNAUcu+6uRmaBwrg==
leavers.fox.	3600	in	ds	48553 13 2 D60F803336231D2282E2FDBC9AE3D7E3B56956D12E653BA24FE00DA6A913D85D
leavers.fox.	3600	in	ns	ns01.dns.fox.
leavers.fox.	3600	in	ns	ns01.foxdoua.com.
leavers.fox.	3600	in	ns	ns02.dns.fox.
leavers.fox.	3600	in	ns	ns02.foxdoua.com.
leavers.fox.	3600	in	ns	ns03.dns.fox.
leavers.fox.	3600	in	ns	ns03.foxdoua.com.
leavers.fox.	3600	in	ns	ns04.dns.fox.
leavers.fox.	3600	in	ns	ns04.foxdoua.com.
leavers.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. rKy7AzJHP38xEzKSi7ylxtULYHoKNMRl4p2FAaqiUUUaJlbLxe3iwQhehOc9gbWOUphobXHyOByTMie1BykuF2WkFpshU/176JkEVHMwCTlYfxL27V9g4popAgzBJIc7h2ppCBjLn+JXSVd7hLQhCrqij+OAT490vgPYqr6rbczw5kO6N7URCKsGWdSkIepJvlm9wHCWxd0fRjfi1zao8A==
lhju9jkqfhq7n646mfv9q674r4a8e04f.fox.	900	in	nsec3	1 1 0 - LTD1VG8UUAE2VSM6J2KDAI5BB4T8N79Q NS DS RRSIG
lhju9jkqfhq7n646mfv9q674r4a8e04f.fox.	900	in	rrsig	NSEC3 8 2 900 20250908003135 20250825000835 39369 fox. m8ut7bgkf9Zur0Mqjg5aC6V94t6r+y3lRrM8FkJo/1kJ3M21+lX5osfKsUhTkEiHRXgTgtZRtoZU2d75gTy0wGCMszCjnv44D6h1NQ3KGFdgl0h+LthHl2YBc99pkZcAMTwiMv1hv4G5JslKLnqEfeaIC5vvMfaMesq2Q96bp7Y881ifgx/raMcGo9Tlvyz96trhW9uCKnTQQEIo+c1npw==
lighthouse.fox.	3600	in	ns	ns09.gcd-dns.com.
lighthouse.fox.	3600	in	ns	ns10.gcd-dns.com.
live.fox.	3600	in	ds	48553 13 2 73A2B01FA9CD4FDA0B5F8B797516F521D100CBADA84F21371474FE4FF95D23D5
live.fox.	3600	in	ns	ns01.dns.fox.
live.fox.	3600	in	ns	ns01.foxdoua.com.
live.fox.	3600	in	ns	ns02.dns.fox.
live.fox.	3600	in	ns	ns02.foxdoua.com.
live.fox.	3600	in	ns	ns03.dns.fox.
live.fox.	3600	in	ns	ns03.foxdoua.com.
live.fox.	3600	in	ns	ns04.dns.fox.
live.fox.	3600	in	ns	ns04.foxdoua.com.
live.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. YU4UPN7kOZSSQei3rAuBfOfYb2ifxYHXyz536kaKI3vBnuE9CDWAQ3+gYLgh4QQplPaCxD4N8qEOGntuydZX+9Y9p50CNCK6ceNxsRjyRguNBCUGH0usWZQZqfJEIwoStZzLmd0E0viPnsrBVHNV+fh8k/YtQ07SvuH6zpZdVESuJyPhv47oqR0efVKiLft2D9UMGgAbLvv2jnkyUFmGoA==
livebooking.fox.	3600	in	ds	48553 13 2 3CDDCCB08E991590EAFB00908A1CF577290427F2093307856D7CAFE92E7BAC99
livebooking.fox.	3600	in	ns	ns01.dns.fox.
livebooking.fox.	3600	in	ns	ns01.foxdoua.com.
livebooking.fox.	3600	in	ns	ns02.dns.fox.
livebooking.fox.	3600	in	ns	ns02.foxdoua.com.
livebooking.fox.	3600	in	ns	ns03.dns.fox.
livebooking.fox.	3600	in	ns	ns03.foxdoua.com.
livebooking.fox.	3600	in	ns	ns04.dns.fox.
livebooking.fox.	3600	in	ns	ns04.foxdoua.com.
livebooking.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. qLGktehXAv4z1Mt80QciQrAF6GZ2rH9AbD9kMOvmc3LgUxCMBw6fAp0F2ddxhlUt/NEcID8LI3A2ZcfudVD7p3j7Dk4aDpBsX83wcoIgpnNDAchtPVWeVA8FoXsd06FP6LalxPuz5aLHi8lN5EX/3dSoIyQ54wqXbSl7Ynu3Ts7vrFpA0HpIk/L8wcn0ekzetCQ/GqKakbHr0Q2xxGR1bQ==
livenewstonight.fox.	3600	in	ns	ns09.gcd-dns.com.
livenewstonight.fox.	3600	in	ns	ns10.gcd-dns.com.
livenow.fox.	3600	in	ds	48553 13 2 5C583646A0E6036747E5528485D9E475FF9A3853887B463A9E7B8B74D20A7165
livenow.fox.	3600	in	ns	ns01.dns.fox.
livenow.fox.	3600	in	ns	ns01.foxdoua.com.
livenow.fox.	3600	in	ns	ns02.dns.fox.
livenow.fox.	3600	in	ns	ns02.foxdoua.com.
livenow.fox.	3600	in	ns	ns03.dns.fox.
livenow.fox.	3600	in	ns	ns03.foxdoua.com.
livenow.fox.	3600	in	ns	ns04.dns.fox.
livenow.fox.	3600	in	ns	ns04.foxdoua.com.
livenow.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. optV5tuwau0nfjNQXicNwJf8eEJBXhd9HA2XRA8qj2sLZWUQwx9YZWDgkKle3HgzhkLljx80zEQKV+YqMJ/dhxAy8QnCK14YZVbzmkaNWWf4GWkOL6MoHogmtCvMD4ibSq+0SfFepv5lzAspAYV92z3r36LcucTMadvNoEGowmiKvBBzHrEogvUs6Ef3qMuuOg7slIPU2jjV64WNGSGw0w==
loadtest.fox.	3600	in	ds	48553 13 2 54FDC1BF8A0A3F2C0FCDDBEDCDD07133D3DC27D0C6861F9B54BBBE9DBD2A0974
loadtest.fox.	3600	in	ns	ns01.dns.fox.
loadtest.fox.	3600	in	ns	ns01.foxdoua.com.
loadtest.fox.	3600	in	ns	ns02.dns.fox.
loadtest.fox.	3600	in	ns	ns02.foxdoua.com.
loadtest.fox.	3600	in	ns	ns03.dns.fox.
loadtest.fox.	3600	in	ns	ns03.foxdoua.com.
loadtest.fox.	3600	in	ns	ns04.dns.fox.
loadtest.fox.	3600	in	ns	ns04.foxdoua.com.
loadtest.fox.	3600	in	rrsig	DS 8 2 3600 20250907150436 20250824143843 39369 fox. FI8N6rXWIbDVi+SyNxDx0/mZWNHMd0Exs+rK6vciAU1Zo1tzqKnpIwAfsy8V05hsZrxG4FTR4HrSm/gOEbHPsLV7XgNFxXvHQ/uq+qeYgrT5iAxma9DJ2F9cvzmpDsUeGbqCxz1K4zbdjxQmy8YUYXjtF9YEe6oCFx5cFWFc1QJjZHCRmk5KS4Btqu9sS594ys7iUE48Z0AEdYIcEhfSLA==
lookbook.fox.	3600	in	ds	48553 13 2 76232CEEF56E81CA6C07511706D7A0087B12B75946FC4C29BC6BBB48F0F2FE1E
lookbook.fox.	3600	in	ns	ns01.dns.fox.
lookbook.fox.	3600	in	ns	ns01.foxdoua.com.
lookbook.fox.	3600	in	ns	ns02.dns.fox.
lookbook.fox.	3600	in	ns	ns02.foxdoua.com.
lookbook.fox.	3600	in	ns	ns03.dns.fox.
lookbook.fox.	3600	in	ns	ns03.foxdoua.com.
lookbook.fox.	3600	in	ns	ns04.dns.fox.
lookbook.fox.	3600	in	ns	ns04.foxdoua.com.
lookbook.fox.	3600	in	rrsig	DS 8 2 3600 20250904161122 20250821153026 39369 fox. qj4D+cu7vxMC5ZU8WuQchw2jA7VZv2m+wILv+V9ZjCeGSaQepyc4aY2MDaBXrKHuZp+vjZuD8LDpP/Pfu7oSMw9U76jhFU6wyUWNeYFDSJJOfSjlNRn/FZrlFzBt+5hcMwmhBYMeVOFANH+XoMXQWeyMcJPqwzJjf5flLeXPkZcW5oqWM1XUrwrstSwlNhu5xpbOjNkMDBOD4ifsT6dtmg==
ltd1vg8uuae2vsm6j2kdai5bb4t8n79q.fox.	900	in	nsec3	1 1 0 - MPV43HHIKJJ2C8EVU8U0P9SDNJ3OU5KT NS DS RRSIG
ltd1vg8uuae2vsm6j2kdai5bb4t8n79q.fox.	900	in	rrsig	NSEC3 8 2 900 20250904215016 20250821210800 39369 fox. Fjho3OJI4bPV6sD1gYKdMQaLhwmlVd0iaRTV/DmZ7LR8cVwVR/55zJmvtfxdMAtAijgnSDT3HBoweaJG6mbaQvP2v7sSP2pEgBh71iisLqFjqY6HheJRDkc6OOnarPPPLZN1dxwBVa1HFTkt2QpIeptmJuqEu1MbQPy4gKGXrRAtNT9nHyoBRtOHzqJSiXM9remlfWKsnuRQpi2cEdUxhA==
m.nic.fox.	86400	in	a	204.74.104.90
m.nic.fox.	86400	in	aaaa	2610:00a1:315a:0000:0000:0000:0000:0053
malware.fox.	3600	in	ds	48553 13 2 7EEC43FD31994E07D4E291F6AA56BF15AB0FCCBB8AD7069D55F4223F32280952
malware.fox.	3600	in	ns	ns01.dns.fox.
malware.fox.	3600	in	ns	ns01.foxdoua.com.
malware.fox.	3600	in	ns	ns02.dns.fox.
malware.fox.	3600	in	ns	ns02.foxdoua.com.
malware.fox.	3600	in	ns	ns03.dns.fox.
malware.fox.	3600	in	ns	ns03.foxdoua.com.
malware.fox.	3600	in	ns	ns04.dns.fox.
malware.fox.	3600	in	ns	ns04.foxdoua.com.
malware.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. dzAK65yJuUq1pWURnHUtgl/XsXHU1dBX5zcsrtlLIYOWYSt/ajmc4HiLEKFcGbMjqhnY3HkvQPQkE9JwCJGij2sg4Gb3c1rUkq0x+rUrqnIxe5YS7DNf76VGEQZsSQrx0VOwTfefyhcJMy24G0fp33e2FL6A48yUNfbwKqoqktUCcqEusbZDjU3tIPyAPk4Xp4urx8W57eyx/ytF7eq8Rg==
maskedsingerpremiere.fox.	3600	in	ds	48553 13 2 B9A98C603C181DB286BC6CD4AE370F6A14E85C9D3B267D2F15B06F6C87D57A88
maskedsingerpremiere.fox.	3600	in	ns	ns01.dns.fox.
maskedsingerpremiere.fox.	3600	in	ns	ns01.foxdoua.com.
maskedsingerpremiere.fox.	3600	in	ns	ns02.dns.fox.
maskedsingerpremiere.fox.	3600	in	ns	ns02.foxdoua.com.
maskedsingerpremiere.fox.	3600	in	ns	ns03.dns.fox.
maskedsingerpremiere.fox.	3600	in	ns	ns03.foxdoua.com.
maskedsingerpremiere.fox.	3600	in	ns	ns04.dns.fox.
maskedsingerpremiere.fox.	3600	in	ns	ns04.foxdoua.com.
maskedsingerpremiere.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. tcf7Pci1xnaQVuvdCWM35m+yQLvaTX/ewUcFTVYdzpMKX05ursJKUODT+z+QzXVFu3hFr+DxYcYkxPCISxyrWqNh0EF4IhlE7DiExD4DhfFPEM6puXM4+ERpcMNEaohBUpTKVNP4mqbpZflRlmk2zsOPy8smKqDoYc/KZa0Ty1CpcwSGv8HWNnwOgchKJorG6RDxPLTcgPPZiYv8hoSaaA==
maskyourself.fox.	3600	in	ds	48553 13 2 95B80D06B2E3B7E71CFC841411BE42FC46F526A4DF3682880367FFBEBB23D973
maskyourself.fox.	3600	in	ns	ns01.dns.fox.
maskyourself.fox.	3600	in	ns	ns01.foxdoua.com.
maskyourself.fox.	3600	in	ns	ns02.dns.fox.
maskyourself.fox.	3600	in	ns	ns02.foxdoua.com.
maskyourself.fox.	3600	in	ns	ns03.dns.fox.
maskyourself.fox.	3600	in	ns	ns03.foxdoua.com.
maskyourself.fox.	3600	in	ns	ns04.dns.fox.
maskyourself.fox.	3600	in	ns	ns04.foxdoua.com.
maskyourself.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. vM5WJsfcZhfWeGMTsdTAJh2iNx0VTtDp91IRACvqrt/VppDOTsmfTtlfLUaCBxZMyTHRcPMucXDCrvAeOPAHTeRUv2mxGuMZ0g9PHCW/O27lnXkaG16Oitj37B/gcQET74btTFoUbS3r8bqGislJjyMSs6mfEigwpWv/Oh53TTHiqvvpCYswKfxgQrDXvUiYlRvEOS/KnI7fa+Q1lDainA==
mcc.fox.	3600	in	ds	48553 13 2 8623CD8046FBF1526C4DC4B2A5C16FD3663792C1532177EDE94FCD3C6DB7D1D8
mcc.fox.	3600	in	ns	ns01.dns.fox.
mcc.fox.	3600	in	ns	ns01.foxdoua.com.
mcc.fox.	3600	in	ns	ns02.dns.fox.
mcc.fox.	3600	in	ns	ns02.foxdoua.com.
mcc.fox.	3600	in	ns	ns03.dns.fox.
mcc.fox.	3600	in	ns	ns03.foxdoua.com.
mcc.fox.	3600	in	ns	ns04.dns.fox.
mcc.fox.	3600	in	ns	ns04.foxdoua.com.
