fox.	900	in	soa	ns1.dns.nic.fox. admin.tldns.godaddy. 1756222625 1800 300 604800 1800
6h9vvtrqjbn69h048um6a83tambgtj99.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. osSC3QDYHek59W4Kjcpuvbw1M+HmaBmS9dXnAVusd+W9U6p90M5/kSldeTDUKrv6HkfdrimTEJgp2FGUJ4LccyJbAEMKnLKImQEVbtOldXgH3U2d8BTW+QOihKm9y/TBhJVoDZ2haaqHudcuft4a28pAq/k/WNe6kYMOXXmf1J+z4VOD2vlhoJkjRo2n0h1zwR8GfvDdao7CqkUw7UdqIQ==
6hcrujohbr12abs07pimulcmi0sbjbhs.fox.	900	in	nsec3	1 1 0 - 6JHDJSVEA07IEL6Q89NH34N2AGM1QOR4 NS DS RRSIG
6hcrujohbr12abs07pimulcmi0sbjbhs.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. BvawWeMg9JwrrKe+gagmHty3NoEQ50qF+G4IOBwa7VAsHqT2vvYggXSKYR2B6PYnX0o5G7snBneuZE72FDjYA3Aca8F7Wx//ZSkm9R2powH/Dxq0KgpYNgTWadVsmucnUXJTwPwAqfqfySBmMnLIvdVDjMsKKywlRrp6Q2bthvWKS9WyD3KX6j0INA/snXRMfyF6O7scdoW25cJNSW/wvw==
6jhdjsvea07iel6q89nh34n2agm1qor4.fox.	900	in	nsec3	1 1 0 - 6LQQVD2D0BV1EALT6P3BL3QKG3N7FQ4O NS DS RRSIG
6jhdjsvea07iel6q89nh34n2agm1qor4.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. GlKQHNgAD99HTWfdY53zhSUEZCUlGXQz+/vCmgNHaQhgboSuFKMykloTG8MG3OcpzNGTg27HTB/u+uauUJf7gDiYpXYdbOVf3VjjycgW9ifZmqtoKx0U3huu4fAAQV6YFgTRxIx5vB41NCGlRXc/WliN2tPuNRv6/MDQZGgGfg5qH3Nrodowj3rzGGbwLV458T7+xXGLGpw/FUcjSCbc8w==
6lqqvd2d0bv1ealt6p3bl3qkg3n7fq4o.fox.	900	in	nsec3	1 1 0 - 6MKNKUA13A33F6BB1QN41TPKVM35NLTF NS DS RRSIG
6lqqvd2d0bv1ealt6p3bl3qkg3n7fq4o.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. Am9TnBW9k3VPtwAcGebRNxKWwedfOlr0WPjPoxlXJMx66IXZgIxvS8CgdEnjPC4YXb/RI3BSozzJ4N2kyoqZanicmPA2jJcJQBEEfEIAvXBKf9l3bJqFdGF2mwhBqO6L3kTxqxaSq/OzoqH909TE/PH8JB6CT4agsRPBSzKJj/1fuZxvF36cXn24RUBsKN+94kPCqhqnmzCY5k5C9kjCnw==
6mknkua13a33f6bb1qn41tpkvm35nltf.fox.	900	in	nsec3	1 1 0 - 7HRN1KB0P7L69IJ2QB6GD6OA5MEVUPUR NS DS RRSIG
6mknkua13a33f6bb1qn41tpkvm35nltf.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. HfBnlRzIfF0D6/D4JwhDuZyBTINibPWCKEV0h98dT0Wl7VDfC05CYKvSQB6vR79Nsanzm4AfBG6BEpdiEZ69uaQMgjHzLIITvlhDiZGNM9ek/6DOWC4nARnE4lB8GtC3bOVBrDo0oW4BB1wUmply6RYowlYhc8EV0VQRuhVkcyAs+IXzUUqwKQkNb2V10YVI0yTi0sOIbCLfP7jQg6Nr5w==
7hrn1kb0p7l69ij2qb6gd6oa5mevupur.fox.	900	in	nsec3	1 1 0 - 7LC37O258S3DOD24R3E9QTOTA567R1R1 NS DS RRSIG
7hrn1kb0p7l69ij2qb6gd6oa5mevupur.fox.	900	in	rrsig	NSEC3 8 2 900 20250904183630 20250821174802 39369 fox. a1In3GZ0PJ2WG2Rn0rvMJ8U2SefAjr/5zZXsBoKzzonm+4hfYXCbrNPYy4hOFJOCqUnfoECSZdYleWU/Jg7A0qqcNdiibFwG0yQmYbd9VDS5FWIfkn5MxnS6wWOA47jqkuaTMkLvs7wnfi501UNxNh84vXskpnZExIpToKeePUajKtoJw96i9bmTI+0Ll9qV/Nunu4a0MLdvy9rq2erKqg==
7lc37o258s3dod24r3e9qtota567r1r1.fox.	900	in	nsec3	1 1 0 - 87HR21H02A0NQJ40JU3D8NS3P1VKQUPN NS DS RRSIG
7lc37o258s3dod24r3e9qtota567r1r1.fox.	900	in	rrsig	NSEC3 8 2 900 20250904183630 20250821174802 39369 fox. l8BnyioM0UK/EWcAjaNhwlhsE9DYYKoh6RK+qgiIFFGrjKVqMJfSr144yryi88wiNFyaHonBW5Xf0rKSjSP31hr8mWRMNLKZ+sIld5f8XIIj6/58Mcss6z95PY+cGikcodkMBJymO4cvbt0dGkOIo61hWHwojfoPwgG9plwyKixBvy8S0qCmDJfzSWBraK7PobWNjWVt00aeLh8WDrSWyQ==
87hr21h02a0nqj40ju3d8ns3p1vkqupn.fox.	900	in	nsec3	1 1 0 - 8FEBIF2ARL4O1KST0FOM8UON41RA1MTK NS SOA RRSIG DNSKEY NSEC3PARAM CDS CDNSKEY TYPE65534
87hr21h02a0nqj40ju3d8ns3p1vkqupn.fox.	900	in	rrsig	NSEC3 8 2 900 20250904104245 20250821103139 39369 fox. CTtYwVf8eUnRqYlbD2ns8bO+eJDoS1RpY40ol3PWZISEWNFQn+ktJTne6uBL+O4oC5+LCN/DPfXAULyf8Brs0Zm8GdkQVSNgGBX7pY/qvpa4cOjTngHf2vbtQs4wR5EKEmlqWeudSG6zA968GwjM1lXsh+W6S+zYYE/GLNBuye/8uHr+Yn56Mmz8pvNoythLjY8UfGptdLT/pV9WnU3BDg==
8febif2arl4o1kst0fom8uon41ra1mtk.fox.	900	in	nsec3	1 1 0 - 8L2JCVEB2EGVPJR40I117SDR10R78H7D NS DS RRSIG
8febif2arl4o1kst0fom8uon41ra1mtk.fox.	900	in	rrsig	NSEC3 8 2 900 20250909110546 20250826105631 39369 fox. cb4oYfoyigpK4E5nfJQ3hETch9R4bgcRy6EMLAFSkfo8/I3Q6iLgSWX+66wz2RjeZa7xUCAN6RIUK53sHc48GiMOh0b9mE3RTO3BO2UczzNkKQ4Osy0fe2ZBvSPRNaTh/KMCOXmz5RN5VjXcz8upHT0r2k1yGlU8lrsfwA4zKkarNYbuu8mYlwcX4NWpxOJSzfmLDvi1qa1j4hNcecpvhg==
8l2jcveb2egvpjr40i117sdr10r78h7d.fox.	900	in	nsec3	1 1 0 - 8UUQD14K5KFL9DTAU1SGMVD9PTKQ8NK3 NS DS RRSIG
8l2jcveb2egvpjr40i117sdr10r78h7d.fox.	900	in	rrsig	NSEC3 8 2 900 20250909110546 20250826105631 39369 fox. hM5CJp6PTNBuYaeVNznjNEjPHxAUQq1Fa+BgJP69QoE3R7gU3J4qkgDg8OAzBLliYIZxC0TP+jE6jnRSiEG3fdWCDMK6FeQtN2gicHSaxd83cxLrqGFGyh9TVRM2r6obCaQTioepGjYDpvaAB66Q/au8xyRq1sQKkzm3Qm6HXsmbGSbAV82m/Qq2DrDSMLtThyJp1rhA+Q7wAcrZdQNr8w==
8uuqd14k5kfl9dtau1sgmvd9ptkq8nk3.fox.	900	in	nsec3	1 1 0 - 98PUC2RBAR8DBQI0CCTADIAS808MTNBK NS DS RRSIG
8uuqd14k5kfl9dtau1sgmvd9ptkq8nk3.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. i4xUTZz4BH0ARtWJrp3YmL2C20o/ahU4m6ojWxCwqjTqtF7nC+LogTgg8pNansWgZ19qYLCE/d5Rm17ofdmEqNBfgbjE/akarE+hEOadM8Pe/ve1KlZqTfI8SknVUEBS34/MOxYDdlR/y8FWNWaANVZNW/ND9eUj0ThqFqWpKGKElrkxYfmw+8yYIaccTwwPP+8VfFvEqrJNCurlDxu1sA==
98puc2rbar8dbqi0cctadias808mtnbk.fox.	900	in	nsec3	1 1 0 - 98TU8626Q3HSH5QPTNP5RQDB9GKM8S1U NS DS RRSIG
98puc2rbar8dbqi0cctadias808mtnbk.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. nEl72CuPipdo3f3sWmyeBxKi+d2ahi+uPKoxXJeZbhBhJZSnGjBUbENQWavlcdZP0Ik8tmXr64CHLWRh5xIX+FP0ZTclFhjlkefm/5GAPMHY0tRz+pxKgh0WuUEwC3HUKdWw7tHAwTmVx17uYmU4cI93y+ge1JB6ywkH0yz5XVRyUHK7L6C2yUF2FXnrVaO4n6i13ih9Su5WJTaC4aTThw==
98tu8626q3hsh5qptnp5rqdb9gkm8s1u.fox.	900	in	nsec3	1 1 0 - 9B9RNSHG9OO1HCC0E71M7LIMJ7V8B5T9 NS DS RRSIG
98tu8626q3hsh5qptnp5rqdb9gkm8s1u.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. f0Hu/M0ZCbobu95uA6Hk4ENDdIqCy16yW0ZzmM8OJ+CWHIK+ShIS9AtJljSPVUnP9fnsPI/f+W+LzsA9Zplt7ADXeHyefBVGA7MnWZAqcxa/Y3TZXCflMd9Nh2jZaG7tsWOQ39MZaUn7wySEpyvPeFCfuxnQJjwKiT70c535+oXrGN9MEb3M9od6EBbS/dte+Z2NUAryeWa6pdPinrnDDg==
9b9rnshg9oo1hcc0e71m7limj7v8b5t9.fox.	900	in	nsec3	1 1 0 - 9LQBINU4FSVEKEHPB61H9LQLN5K7JTDS NS DS RRSIG
9b9rnshg9oo1hcc0e71m7limj7v8b5t9.fox.	900	in	rrsig	NSEC3 8 2 900 20250905075826 20250822074954 39369 fox. aevqZJ4PBzYU55N9zA/NosfFk3h7775S/ojffCjSBiErCv+Faa1Yy2hJJj7DaPRXQijf4B1hCebUjSo4GinC1uTUq2CtN09Q8mXfJEM6DcNegmouU9tw1a1DPC3JK/qdVyaIubtgetesQnzdtZfK4laCD8CogqeZoCrMXiZIb+bnb0CwMLJoZfF0DTieJcz8FGyFmaUH3GbRJyB2LDdBzA==
9lqbinu4fsvekehpb61h9lqln5k7jtds.fox.	900	in	nsec3	1 1 0 - A01VD71TIAECDHOA3ER3T343AF1DS5H3 NS DS RRSIG
9lqbinu4fsvekehpb61h9lqln5k7jtds.fox.	900	in	rrsig	NSEC3 8 2 900 20250905075826 20250822074954 39369 fox. BHg9nbSVwSLGGEfunYBw+2boGmBsrbGKfvuzcDLUrP3AvT4bs/B+Fu5sS7Em/NUngIA3fqQamHGbWtZR+qGYFY7KlZ//u4aj7NrZKUnfenR2uB3qLRVGN/w4kbyAVQPZqohvgMt/0O1HkpK3a1vDBH//++r7YedP0CWWbxezFXXXW9/pn22blKaSLq1YyJaIFiF7sHM+PDnqU06xGmGAtw==
_forcedupdate.fox.	300	in	rrsig	TXT 8 2 300 20250905222127 20250826143703 39369 fox. V3nFGVKP9FM7Hzb9UvWOb3wBbZZbPLnDKVzjh2/zUo0rG3WyBt8PcnANACZS9zNhmB2oX+OgQ8QWHJRNNbzkLqVsBbVGGTTclE3bSXoTM/w/9BqDCvc2+MbnUvtCIrMJk3G1rGc60fpAqmUgQNw/maMEJN8GqN/0400lN9E96o0go2EV6NoGSOitoZAps2jzW5vFeUnkAfi1h16DTxxkuA==
_forcedupdate.fox.	300	in	txt	"1756222622"
a.nic.fox.	3600	in	a	37.209.192.9
a.nic.fox.	3600	in	aaaa	2001:0dcd:0001:0000:0000:0000:0000:0009
a01vd71tiaecdhoa3er3t343af1ds5h3.fox.	900	in	nsec3	1 1 0 - A0LHK9GT0NQIGCKBQ43P9NV9EBV3GSSV NS DS RRSIG
a01vd71tiaecdhoa3er3t343af1ds5h3.fox.	900	in	rrsig	NSEC3 8 2 900 20250909125804 20250826120045 39369 fox. PBbKrxWqFMy5FNcdx5avZZ5iAfHg1fIk5drU/hzwrYkdXX8bo0/wcf6pTnPmMMQjaCHNT4yF2MetqLkD+jFmKcUfPMyDIq5Qd3npx/DhEimgJLL3Y+ET63vNL4muNapmoMZyQKmEc4ArpJcu1QiiwQZnMGku2enYY6vD451rMPajGcmyU5n/paksHwb617RMtsCXs68xJuFTOS8kD9TJ1w==
a0lhk9gt0nqigckbq43p9nv9ebv3gssv.fox.	900	in	nsec3	1 1 0 - A3POFO2KCND5Q6F6J0I7DAO2VNJ2NL2V NS DS RRSIG
a0lhk9gt0nqigckbq43p9nv9ebv3gssv.fox.	900	in	rrsig	NSEC3 8 2 900 20250909125804 20250826120045 39369 fox. A7yG499aq99GJWwl100Tjg8ZkqdfyWcx2TcZe7lfcezzt1hrzohrOGtZjSZrAIqjt0bp7VbNDIE+0RqlCnL4o3lQQfiw71T+zOnQP8DlYO8vQuXrjyXS2auDCO7XaS3MJmASHb5M3i8a0sHI5pNgl9JVj5KxCsFsmp3W+UNHDikEr8Elgcn4X1v7voB9OyRVZ5FMueJoUNkS3MCWqhb62w==
a3pofo2kcnd5q6f6j0i7dao2vnj2nl2v.fox.	900	in	nsec3	1 1 0 - ABN7BN1S31BC60BA3DK71EAL76QRAGRL NS DS RRSIG
a3pofo2kcnd5q6f6j0i7dao2vnj2nl2v.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. rUO3mIi4zm4Ce1Bgm4P/7CPZ036k+I1CdNjeWZrbQwMcl3M012uMktGVhQTxV0WonZr6G+AeR4XiHxSt2F8sswFaDs44Gx9boX0qxVLqjCa3ExEfvtdHyof9kxW4P3xikbFKox3LYc66KM9ohjZLQBUQfUSYA+sDoJVmeMzazJCHEeCv8tmRPgTi08jab742qXD2iv010rZZe5ffuUHQpg==
abn7bn1s31bc60ba3dk71eal76qragrl.fox.	900	in	nsec3	1 1 0 - AC5FU6QHHHT0S5VTS0RFG0LB8QBICC13 NS DS RRSIG
abn7bn1s31bc60ba3dk71eal76qragrl.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. Pkhn6fY7JQyV/Q+TIAcOsFEy66cpa/Sut83gJRWkgzbhVKAs90F7rXixRmea4T+MevsqTvThyf/jzUdetUh4UoBVA/SpBCw08gaEEZFKFgQlfy1HtUuLt7lcM8ka3tZVoYa3brnUROLZNalIjefbIlcxoJ4p2k78ZA8zQZC1n5tvP2tCeIp+mWGCgmfQxSorYS44dsXroyYx6XybLBL1bA==
ac5fu6qhhht0s5vts0rfg0lb8qbicc13.fox.	900	in	nsec3	1 1 0 - AHBCS9KFDRUN74EMTCL8B4VM2GMDMN6R NS DS RRSIG
ac5fu6qhhht0s5vts0rfg0lb8qbicc13.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. qkM7DEtJtZW41zCbXbKjq0cZ9VOCvecR4mlDWqnkeWRRPLsMh5b+lOmUCBubEqoqbO+GekfMj18UjAcJD5i6AGjlVFHs/cn5lNynp7ADj0mwqk7zBDMCRGBSp1RMCEDHD096Op6KpLzPIQYCXTV1W/d5AXKm1LKd/0qUZGD4kmYK1specPQ75Bb3ctvm0YIAMtEYrPXF0OheA9gIX6qtIA==
access.fox.	3600	in	ds	48553 13 2 BB83D655CB9148830A051597ACB57AFD78193F46BC9F25B89E4245CA6387B300
access.fox.	3600	in	ns	ns01.dns.fox.
access.fox.	3600	in	ns	ns01.foxdoua.com.
access.fox.	3600	in	ns	ns02.dns.fox.
access.fox.	3600	in	ns	ns02.foxdoua.com.
access.fox.	3600	in	ns	ns03.dns.fox.
access.fox.	3600	in	ns	ns03.foxdoua.com.
access.fox.	3600	in	ns	ns04.dns.fox.
access.fox.	3600	in	ns	ns04.foxdoua.com.
access.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. qaWVbNfkjgcbP8zZ0nDMJ2y5ibMNDghm53i4VxCDWtYnaKcJ1bz2XaiFWmXicDP6aUn2Fe6rpFXVePjh3hwZvKiMpqPE+YsX1zyzujTiW6P7irNhFXLDHKYgf0BxSmYvNi/y0hoca46GhInTsImrLZs7Fza1oU6Ln7G/LqC7hALbPS2MFmGRiGu3Dz06HvDbWDn+P3eMqk5Q4NS/tUdTXw==
activate.fox.	3600	in	ns	ns09.gcd-dns.com.
activate.fox.	3600	in	ns	ns10.gcd-dns.com.
adminportal.fox.	3600	in	ds	48553 13 2 34707EAB44B71B234F030625F0C70E86531DB41858A36582F75B36499BB159CF
adminportal.fox.	3600	in	ns	ns01.dns.fox.
adminportal.fox.	3600	in	ns	ns01.foxdoua.com.
adminportal.fox.	3600	in	ns	ns02.dns.fox.
adminportal.fox.	3600	in	ns	ns02.foxdoua.com.
adminportal.fox.	3600	in	ns	ns03.dns.fox.
adminportal.fox.	3600	in	ns	ns03.foxdoua.com.
adminportal.fox.	3600	in	ns	ns04.dns.fox.
adminportal.fox.	3600	in	ns	ns04.foxdoua.com.
adminportal.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. wxAzAKfAbFdoMVNyE9zDjDU2hiADO7OAqHeXfZVexrM7AwhB+8G0Q3esY+IDQH/g7S+rfykxmOLkAaMZt4kYR7U+jBeGZK8JxLVpd+tskPpVWkNURHsjs2oB+OziwDgOGHEgNGQVoLbVobo/5VVVbgf3uEhcIO3fJeisPmmo8N/kMpx5UD1pPCkC7B18QHS1LXschSzlMS1cfxaQdtnWAA==
adrise.fox.	3600	in	ds	48553 13 2 BEAAFB615EE271CF0CB003F0C4635E3233A7DA003C2C003322EE7641BF077FC9
adrise.fox.	3600	in	ns	ns01.dns.fox.
adrise.fox.	3600	in	ns	ns01.foxdoua.com.
adrise.fox.	3600	in	ns	ns02.dns.fox.
adrise.fox.	3600	in	ns	ns02.foxdoua.com.
adrise.fox.	3600	in	ns	ns03.dns.fox.
adrise.fox.	3600	in	ns	ns03.foxdoua.com.
adrise.fox.	3600	in	ns	ns04.dns.fox.
adrise.fox.	3600	in	ns	ns04.foxdoua.com.
adrise.fox.	3600	in	rrsig	DS 8 2 3600 20250906040449 20250823033526 39369 fox. D38j+TYPACvzYEoUo4N1JL5JMg+jU0e7cCJxaxcN4nDl4eO4CpzFZVYKphwGYV2XycR1cIPiZ30vQVPh3udkJZ7LXFm/dshetXBHkVMFRT10v9MVsGzviGDCaJ8rY4A1ZjYy7KQvm298YgeKtCKnr2iPGmPD8uz9yd7FyC2ThAg6O90j2EV9WCD+OgOMsekX+HSV+B381Gsmqvslq6CEww==
ads.fox.	3600	in	ds	48553 13 2 786485EE5FCBC76D7C7DED9F08740F6BC0C0FC7DF011ADA3C23188CE9E92FCFD
ads.fox.	3600	in	ns	ns01.dns.fox.
ads.fox.	3600	in	ns	ns01.foxdoua.com.
ads.fox.	3600	in	ns	ns02.dns.fox.
ads.fox.	3600	in	ns	ns02.foxdoua.com.
ads.fox.	3600	in	ns	ns03.dns.fox.
ads.fox.	3600	in	ns	ns03.foxdoua.com.
ads.fox.	3600	in	ns	ns04.dns.fox.
ads.fox.	3600	in	ns	ns04.foxdoua.com.
ads.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. NGJl0bTBNDjS4qQPcSXG7DVaI58YAorE6fAiGQDNMTyz21Rf2lMpylRYylyDf76wUyd54xJebKSkBB5dexfzE17momy9uAvKgJ+HRYXKXdH/Jh81TR0wKE2Z4iDuzkXiW1QPXUPOuujZjBvdtSOgmQVYzUKbEamobKQOoxpGmQn0ns0cuAWtuwCg0EGQd5r3elY2ZJt3IEZ9i6M5FahsZQ==
affiliatemeeting.fox.	3600	in	ds	48553 13 2 D42041C58706609659C1E62BCFA7A3699A12264C8F8DB2D00DA218455E19F7FE
affiliatemeeting.fox.	3600	in	ns	ns09.gcd-dns.com.
affiliatemeeting.fox.	3600	in	ns	ns10.gcd-dns.com.
affiliatemeeting.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. oqiev8sYu2PJfSTAMTM06umPsPcciX2uoLgIgxE2fkvCzGRkgz7enpO/TGqmPxLyuIarCbdBM6Hpt036pH0pF5BE7XcV0EwCpOazCuQz58dxm2bwgA5RMaDI/XEJmudhoEgsZjG+55nGb6yieUFth9vfuDaqj++kDnrWPrTb66wEy4dK2zvQdG2yVILkF7qURG81+vBhf+PhIIKvOWp1uA==
ahbcs9kfdrun74emtcl8b4vm2gmdmn6r.fox.	900	in	nsec3	1 1 0 - AM0S6BAEE2E9HTKHSGCCCHVNKIBAJQ47 NS DS RRSIG
ahbcs9kfdrun74emtcl8b4vm2gmdmn6r.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. G2aZ0jZni5v8c21PTqVp3XRKWYhWivgmuXQpb6eaGNHoxmlO8kp1gByBH0z4Oxos444wXtnXMewMNbDUNxKyvFKLQmDIfOQNxOLmU2Zd0IfK4eDaebzIuTzVVhqVJ7BM56//iBizMhk+rkVXz5IK7LKFGTAh1btBK5ezIid5ZFMB8EjfUvpK0RQcTS0/XSwuyAdhCwvfMcvZvdeaCD7prw==
ai-resources.fox.	3600	in	ds	48553 13 2 23392A9909104CD0A01DFD3D497C2EDB7E3C6B12BB3CE68A96817672836B7180
ai-resources.fox.	3600	in	ns	ns01.dns.fox.
ai-resources.fox.	3600	in	ns	ns01.foxdoua.com.
ai-resources.fox.	3600	in	ns	ns02.dns.fox.
ai-resources.fox.	3600	in	ns	ns02.foxdoua.com.
ai-resources.fox.	3600	in	ns	ns03.dns.fox.
ai-resources.fox.	3600	in	ns	ns03.foxdoua.com.
ai-resources.fox.	3600	in	ns	ns04.dns.fox.
ai-resources.fox.	3600	in	ns	ns04.foxdoua.com.
ai-resources.fox.	3600	in	rrsig	DS 8 2 3600 20250907123941 20250824114852 39369 fox. WdHmLjN1Pw581b/648glCCshhDdG9YmPMaS2CQ6ONTBaTx8OAhNJLe5KAbitJrdhfbivmUprpaKEAwd3F1/pF8JoUOTzaqcNoTaRvHWC4pE15SIYKVFMGIdTRaCPjdW+wSjVgHBaJMB09EYDpszEkQip4eXjLaQ2DqlzVk5EuWjcNa6+/hH/JPGN7bLSyyoVuvcnjhwgHV1o780ajZ2SVg==
ai.fox.	3600	in	ns	ns09.gcd-dns.com.
ai.fox.	3600	in	ns	ns10.gcd-dns.com.
aip-shorts.fox.	3600	in	ns	ns01.dns.fox.
aip-shorts.fox.	3600	in	ns	ns01.foxdoua.com.
aip-shorts.fox.	3600	in	ns	ns02.dns.fox.
aip-shorts.fox.	3600	in	ns	ns02.foxdoua.com.
aip-shorts.fox.	3600	in	ns	ns03.dns.fox.
aip-shorts.fox.	3600	in	ns	ns03.foxdoua.com.
aip-shorts.fox.	3600	in	ns	ns04.dns.fox.
aip-shorts.fox.	3600	in	ns	ns04.foxdoua.com.
airesources.fox.	3600	in	ds	48553 13 2 328CA6457E6BB12A2F97F02B57AD476C9876EF01F629A30877DE6BF4A7DB0723
airesources.fox.	3600	in	ns	ns01.dns.fox.
airesources.fox.	3600	in	ns	ns01.foxdoua.com.
airesources.fox.	3600	in	ns	ns02.dns.fox.
airesources.fox.	3600	in	ns	ns02.foxdoua.com.
airesources.fox.	3600	in	ns	ns03.dns.fox.
airesources.fox.	3600	in	ns	ns03.foxdoua.com.
airesources.fox.	3600	in	ns	ns04.dns.fox.
airesources.fox.	3600	in	ns	ns04.foxdoua.com.
airesources.fox.	3600	in	rrsig	DS 8 2 3600 20250906180357 20250823180248 39369 fox. n71ohuiIKtuwU12lzwTGh9HZrJb0SuHH+oS5TD11pcShd5lHVKioCuUoOdvW7gTAMj100pSk/mTry31I4SZZRCplpIvFn/SYPqhfPu9bVfWyDTkyPLr3E0H+8KvysB9aFX/uSkxQIrMue0eJflrAcpBSY9tgUPDHr8XosH6d6GF3ejBFRax+F6QiWiX//IzE3Ns90qLI5Up7dgHoNIjOTQ==
alertline.fox.	3600	in	ns	ns09.gcd-dns.com.
alertline.fox.	3600	in	ns	ns10.gcd-dns.com.
am0s6baee2e9htkhsgccchvnkibajq47.fox.	900	in	nsec3	1 1 0 - AS52BK2NMBEPD4U71IES9RJQOVLUPPGB NS DS RRSIG
am0s6baee2e9htkhsgccchvnkibajq47.fox.	900	in	rrsig	NSEC3 8 2 900 20250905023458 20250822015120 39369 fox. RWdRtbi3Ql956L59IPXJoMICOskCFvP6IYuWZrhyze+gHPkZUNXRBOjshiAWyd9omHF1qobMa1DgCgtPX6fmUZ6OrCMxVgPQSdMlLa3MT7/qnCBupl04Yt6Rv/NLBwH18iWQaVdRwCDy9hUBn+/dkDHcqpfhJG+AnHlBN1MAPu9tYLzHvXYJrLlQPpANnZK4SXVZdM5lKQA55yAH+1ktxA==
analytics.fox.	3600	in	ns	ns-1175.awsdns-18.org.
analytics.fox.	3600	in	ns	ns-1632.awsdns-12.co.uk.
analytics.fox.	3600	in	ns	ns-918.awsdns-50.net.
analytics.fox.	3600	in	ns	ns-94.awsdns-11.com.
anzensafespace.fox.	3600	in	ns	ns09.gcd-dns.com.
anzensafespace.fox.	3600	in	ns	ns10.gcd-dns.com.
apps.fox.	3600	in	ds	48553 13 2 124C0F5147F860253AC4C84A47368201DDEA8C5AC03AD71E655F215E1294F920
apps.fox.	3600	in	ns	ns01.dns.fox.
apps.fox.	3600	in	ns	ns01.foxdoua.com.
apps.fox.	3600	in	ns	ns02.dns.fox.
apps.fox.	3600	in	ns	ns02.foxdoua.com.
apps.fox.	3600	in	ns	ns03.dns.fox.
apps.fox.	3600	in	ns	ns03.foxdoua.com.
apps.fox.	3600	in	ns	ns04.dns.fox.
apps.fox.	3600	in	ns	ns04.foxdoua.com.
apps.fox.	3600	in	rrsig	DS 8 2 3600 20250905013143 20250822004800 39369 fox. XZ34/kpo/lRs7dlp+SoDPPUxXBiTrs50tOUhRz4xrnJR32TOF7RfziMd78mIdY8pET1N3kDSYQgFBS02UNrDcsvVpR/h9oLaQ8FborpyYq2sxvjg38txaEh3bVHHQB2odxL0tL2uLTjXUsMZ7KMHf7S570aJY6cCPIbDiyTBd4pNB7hS/2OA13QWzgBP3gca5YKH8HO09WXu8wuRlYycdQ==
argocd.fox.	3600	in	ds	48553 13 2 FB02537F206652DDD53E58C7BDEA0E0A868A13C418CF2BA10BF5642C052333C6
argocd.fox.	3600	in	ns	ns01.dns.fox.
argocd.fox.	3600	in	ns	ns01.foxdoua.com.
argocd.fox.	3600	in	ns	ns02.dns.fox.
argocd.fox.	3600	in	ns	ns02.foxdoua.com.
argocd.fox.	3600	in	ns	ns03.dns.fox.
argocd.fox.	3600	in	ns	ns03.foxdoua.com.
argocd.fox.	3600	in	ns	ns04.dns.fox.
argocd.fox.	3600	in	ns	ns04.foxdoua.com.
argocd.fox.	3600	in	rrsig	DS 8 2 3600 20250907084135 20250824081807 39369 fox. A5JIG476RD2qbzuv1jQRzL0s4OM9XeQyBCDANtkXO97BdC2L1sRjDIuhT2ySEwkJ/iloBETrtnbMhozAfTMXDpc6bi1w8Rk6osfa14f/1Ge/0CBIr5dg9E6/xlLBC365vSsTc/Ic3sv5SSZ6vU+phG9RFuovjg+678JD7oe+ienmp+AmfKfQ/wfaDndIrKj/9l6j6TrvnSPxywK2G2LEfA==
as52bk2nmbepd4u71ies9rjqovluppgb.fox.	900	in	nsec3	1 1 0 - BOMT0M2PHPKA6EMB7DGLPMBID761JUQ7 NS DS RRSIG
