directory.	3600	in	soa	v0n0.nic.directory. hostmaster.donuts.email. 1756256407 7200 900 1209600 3600
loclz.directory.	3600	in	rrsig	DS 8 2 3600 20250916154040 20250826144040 57105 directory. KcJ2WuaOZNpxcb1XDonMeugaXGSZdgvrhBM0tqkByfCyKCXvw6wLyCjgEH3buRCbZOkbDMEIPtiqiYeQSR6H5HiyQeWMlpPx/gaT32ogO+ZILrpDioDYu5ZrF+bvM8Kxxs/y6s0TOIdNXM20oXlTGth5pkVbcFGsI70Q4JjVQRM=
lodging.directory.	3600	in	ns	ns1.ns-ini.co.
lodging.directory.	3600	in	ns	ns2.ns-ini.co.
lofficiel.directory.	3600	in	ns	ns0.wixdns.net.
lofficiel.directory.	3600	in	ns	ns1.wixdns.net.
log.directory.	3600	in	ns	ns39.domaincontrol.com.
log.directory.	3600	in	ns	ns40.domaincontrol.com.
logancity.directory.	3600	in	ns	ns69.domaincontrol.com.
logancity.directory.	3600	in	ns	ns70.domaincontrol.com.
logcabinbuilders.directory.	3600	in	ns	ns0.directnic.com.
logcabinbuilders.directory.	3600	in	ns	ns1.directnic.com.
logcabinbuilders.directory.	3600	in	ns	ns2.directnic.com.
logcabinbuilders.directory.	3600	in	ns	ns3.directnic.com.
loghomebuilders.directory.	3600	in	ns	ns0.directnic.com.
loghomebuilders.directory.	3600	in	ns	ns1.directnic.com.
loghomebuilders.directory.	3600	in	ns	ns2.directnic.com.
loghomebuilders.directory.	3600	in	ns	ns3.directnic.com.
logics.directory.	3600	in	ns	curitiba.ns.porkbun.com.
logics.directory.	3600	in	ns	fortaleza.ns.porkbun.com.
logics.directory.	3600	in	ns	maceio.ns.porkbun.com.
logics.directory.	3600	in	ns	salvador.ns.porkbun.com.
logie.directory.	3600	in	ns	clark.ns.cloudflare.com.
logie.directory.	3600	in	ns	opal.ns.cloudflare.com.
login.directory.	3600	in	ns	ns1.dns-redirect.com.
login.directory.	3600	in	ns	ns2.dns-redirect.com.
logins.directory.	3600	in	ds	43461 13 1 5A161146501600D50F246B87C5517CFCEAFECDB5
logins.directory.	3600	in	ns	dns1.registrar-servers.com.
logins.directory.	3600	in	ns	dns2.registrar-servers.com.
logins.directory.	3600	in	rrsig	DS 8 2 3600 20250916154040 20250826144040 57105 directory. GV/mULGGvgVRc9XCDmNSq6guiYEbK7nCdzCLfW+CuEOI5A9PW2tyr7A/35CVdFZOL+jJROYvynoJKDAyFT9PxqTQXnpoE6bbEigwleHYg9SOAJANDVBEW61V78utkm8mAhWveWU0sNaBb+4P+/06Sg1CeNi4dLUgGjO6yaK+/a4=
logistics.directory.	3600	in	ns	ns1.siteground.net.
logistics.directory.	3600	in	ns	ns2.siteground.net.
logisticscentral.directory.	3600	in	ns	ns5.kvchosting.com.
logisticscentral.directory.	3600	in	ns	ns6.kvchosting.com.
logisticshub.directory.	3600	in	ns	ns5.kvchosting.com.
logisticshub.directory.	3600	in	ns	ns6.kvchosting.com.
logo.directory.	3600	in	ns	ns1.afternic.com.
logo.directory.	3600	in	ns	ns2.afternic.com.
logo.directory.	3600	in	ns	ns3.afternic.com.
logonbox.directory.	3600	in	ns	ns-1366.awsdns-42.org.
logonbox.directory.	3600	in	ns	ns-1997.awsdns-57.co.uk.
logonbox.directory.	3600	in	ns	ns-598.awsdns-10.net.
logonbox.directory.	3600	in	ns	ns-78.awsdns-09.com.
logos.directory.	3600	in	ns	ns-cloud-a1.googledomains.com.
logos.directory.	3600	in	ns	ns-cloud-a2.googledomains.com.
logos.directory.	3600	in	ns	ns-cloud-a3.googledomains.com.
logos.directory.	3600	in	ns	ns-cloud-a4.googledomains.com.
logosandbrands.directory.	3600	in	ns	donna.ns.cloudflare.com.
logosandbrands.directory.	3600	in	ns	elliot.ns.cloudflare.com.
loka.directory.	3600	in	ns	ns67.domaincontrol.com.
loka.directory.	3600	in	ns	ns68.domaincontrol.com.
lokal.directory.	3600	in	ns	dns1.registrar-servers.com.
lokal.directory.	3600	in	ns	dns2.registrar-servers.com.
lokalbusiness.directory.	3600	in	ns	dns1.registrar-servers.com.
lokalbusiness.directory.	3600	in	ns	dns2.registrar-servers.com.
lokelma.directory.	3600	in	ns	dns1.comlaude-dns.com.
lokelma.directory.	3600	in	ns	dns2.comlaude-dns.net.
lokelma.directory.	3600	in	ns	dns3.comlaude-dns.co.uk.
lokelma.directory.	3600	in	ns	dns4.comlaude-dns.eu.
loki.directory.	3600	in	ds	40622 8 2 74E172FB15A154614D518AC8AAE487731F01F50E9A42FCE21BCEAD3FC63CDD6F
loki.directory.	3600	in	ds	40622 8 4 A6B2D9040CEA923AB8033DA763872757A8A8B194DF864F25627D4024CE0ADD03BC9CA482B02F2ED8E332AEA1B81846E9
loki.directory.	3600	in	ns	ns1.loki.directory.
loki.directory.	3600	in	ns	ns2.loki.directory.
loki.directory.	3600	in	rrsig	DS 8 2 3600 20250916154040 20250826144040 57105 directory. oeGpUDlPnqyBbDYz66gCHJsCp38rErTCK3ML0i7j5wCwSLa2wMKqqSASV8SeLE97dvpNf6XRWtVI24Zj/x1bbJ8nWB/9a9eeZxW+8xmKE9sAVh+CKWBIGLk3Q8k8HoUvOcTVkGk5pqQ+QkcdVn8pz9zsnTCMYZQrVhihbR3j+WI=
lol.directory.	3600	in	ns	ns1.digitalocean.com.
lol.directory.	3600	in	ns	ns2.digitalocean.com.
lol.directory.	3600	in	ns	ns3.digitalocean.com.
loli.directory.	3600	in	ns	dns1.registrar-servers.com.
loli.directory.	3600	in	ns	dns2.registrar-servers.com.
loll.directory.	3600	in	ns	dns1.registrar-servers.com.
loll.directory.	3600	in	ns	dns2.registrar-servers.com.
lomax.directory.	3600	in	ns	rayden.ns.cloudflare.com.
lomax.directory.	3600	in	ns	zara.ns.cloudflare.com.
london.directory.	3600	in	ns	ns1.rocketeor.com.
london.directory.	3600	in	ns	ns2.rocketeor.com.
londonbusiness.directory.	3600	in	ns	ns39.domaincontrol.com.
londonbusiness.directory.	3600	in	ns	ns40.domaincontrol.com.
londoncelebrant.directory.	3600	in	ns	ns4.wixdns.net.
londoncelebrant.directory.	3600	in	ns	ns5.wixdns.net.
londonescorts.directory.	3600	in	ns	ns1.hornydesigns.com.
londonescorts.directory.	3600	in	ns	ns2.hornydesigns.com.
londonk12.directory.	3600	in	ns	ns71.domaincontrol.com.
londonk12.directory.	3600	in	ns	ns72.domaincontrol.com.
londonmassage.directory.	3600	in	ns	ns1.directorysecure.com.
londonmassage.directory.	3600	in	ns	ns2.directorysecure.com.
londonwebdesign.directory.	3600	in	ns	ns1.londonwebdesign.directory.
londonwebdesign.directory.	3600	in	ns	ns2.londonwebdesign.directory.
loneliness.directory.	3600	in	ns	ns-ca.ui-dns.biz.
loneliness.directory.	3600	in	ns	ns-ca.ui-dns.com.
loneliness.directory.	3600	in	ns	ns-ca.ui-dns.de.
loneliness.directory.	3600	in	ns	ns-ca.ui-dns.org.
lonepwn1.directory.	3600	in	ds	54473 13 2 49F418DB780100CA0439C91827BE7FD7A2064754EC3F096B9A8719B81016139C
lonepwn1.directory.	3600	in	ns	launch1.spaceship.net.
lonepwn1.directory.	3600	in	ns	launch2.spaceship.net.
lonepwn1.directory.	3600	in	rrsig	DS 8 2 3600 20250916154040 20250826144040 57105 directory. CqdaZj1C/gzosQf0kZSPuJ87s7ei4h4/YyCcRPy/UOL0jJOvRLsKOmZqYcvTtB5cU6uuXACbpZitoNSkhSspw6OdN3ZTVAmmpE4wW+1ZS4Gzc3L873K9G/l5AEzmlnvhNhcm88RYNgOUwzV1VFiN9iaB0q6dN5moXWISFD0tNkA=
lonestarnationalbank.directory.	3600	in	ns	ns61.worldnic.com.
lonestarnationalbank.directory.	3600	in	ns	ns62.worldnic.com.
longbeach.directory.	3600	in	ns	ns1.atom.com.
longbeach.directory.	3600	in	ns	ns2.atom.com.
longevity.directory.	3600	in	ns	ns1.name.com.
longevity.directory.	3600	in	ns	ns2.name.com.
longevity.directory.	3600	in	ns	ns3.name.com.
longevity.directory.	3600	in	ns	ns4.name.com.
longisland.directory.	3600	in	ns	ns1.atom.com.
longisland.directory.	3600	in	ns	ns2.atom.com.
longislandny.directory.	3600	in	ns	ns39.domaincontrol.com.
longislandny.directory.	3600	in	ns	ns40.domaincontrol.com.
longneck.directory.	3600	in	ns	ns45.domaincontrol.com.
longneck.directory.	3600	in	ns	ns46.domaincontrol.com.
longtail.directory.	3600	in	ns	ns17.domaincontrol.com.
longtail.directory.	3600	in	ns	ns18.domaincontrol.com.
lonza.directory.	3600	in	ds	57727 13 2 233525D8FFC4DDDF1F9FAB98EBBB0DD621E3385C2E590C0753F810486AB15F67
lonza.directory.	3600	in	ns	ns1.glipac.ch.
lonza.directory.	3600	in	ns	ns2.glipac.ch.
lonza.directory.	3600	in	ns	ns3.glipac.ch.
lonza.directory.	3600	in	ns	ns76.irondns.net.
lonza.directory.	3600	in	ns	ns78.irondns.net.
lonza.directory.	3600	in	rrsig	DS 8 2 3600 20250916154040 20250826144040 57105 directory. mIjp7KR9oG0hTXpd+w9ODgU25t4z1nKGvDNBledqJr2yuhaNqV6t0hlqipk+NY/NxOrhDDz85wj0ptCuB2UgmVSDUf/hZjgc9CzOHY2Url1hOWlgCJVV7sLMtU6Cx/ipPGCtQ6kZDenxIqJ70wWLeUH4pSSN8H4/vrQHZowwEDQ=
look.directory.	3600	in	ns	dns1.registrar-servers.com.
look.directory.	3600	in	ns	dns2.registrar-servers.com.
looking4.directory.	3600	in	ns	ns01.cashparking.com.
looking4.directory.	3600	in	ns	ns02.cashparking.com.
lookingfor.directory.	3600	in	ns	ns01.cashparking.com.
lookingfor.directory.	3600	in	ns	ns02.cashparking.com.
looklocal.directory.	3600	in	ns	ns1.rsaweb.co.za.
looklocal.directory.	3600	in	ns	ns3.webser.co.za.
lookup.directory.	3600	in	ns	3939.ns1.abovedomains.com.
lookup.directory.	3600	in	ns	3939.ns2.abovedomains.com.
lookupstrata.directory.	3600	in	ns	ns1.leapfrogit.com.au.
lookupstrata.directory.	3600	in	ns	ns2.leapfrogit.com.au.
lookupstrata.directory.	3600	in	ns	ns3.leapfrogit.com.au.
lookupstrata.directory.	3600	in	ns	ns4.leapfrogit.com.au.
loomsys.directory.	3600	in	ns	ns493.websitewelcome.com.
loomsys.directory.	3600	in	ns	ns494.websitewelcome.com.
loopie.directory.	3600	in	ns	pdns03.domaincontrol.com.
loopie.directory.	3600	in	ns	pdns04.domaincontrol.com.
lora.directory.	3600	in	ns	molly.ns.cloudflare.com.
lora.directory.	3600	in	ns	toby.ns.cloudflare.com.
lore.directory.	3600	in	ns	ns1cmt.name.com.
lore.directory.	3600	in	ns	ns2nsw.name.com.
lore.directory.	3600	in	ns	ns3nrz.name.com.
lore.directory.	3600	in	ns	ns4dmx.name.com.
lorextechnologies.directory.	3600	in	ns	ns-1270.awsdns-30.org.
lorextechnologies.directory.	3600	in	ns	ns-1569.awsdns-04.co.uk.
lorextechnologies.directory.	3600	in	ns	ns-282.awsdns-35.com.
lorextechnologies.directory.	3600	in	ns	ns-572.awsdns-07.net.
lorn5193ldv0f25pf2o5am2vfvb3u16m.directory.	3600	in	nsec3	1 1 0 73 LS1O0B7LVSJC3CG56IJ9FFDAGHK8KIN5 NS DS RRSIG
lorn5193ldv0f25pf2o5am2vfvb3u16m.directory.	3600	in	rrsig	NSEC3 8 2 3600 20250916154040 20250826144040 57105 directory. rOipWYLyf2lygNNg6CESkGdLRPM+5ETVWsotYMe9YpxOGW9GeIaAY/9cDS+1nQti7/O0g8Fhv3FrCZLIyNEXAbTBzKIjIVY0ycCGj64yZrUuWeB+f3OXsR1IvxDpzrVmi1Soyv1tdwJoBHLj7tfOyeIXaBcxC703PcItw0PmR2M=
los-angeles.directory.	3600	in	ns	dns1.registrar-servers.com.
los-angeles.directory.	3600	in	ns	dns2.registrar-servers.com.
losalgodones.directory.	3600	in	ns	ns43.domaincontrol.com.
losalgodones.directory.	3600	in	ns	ns44.domaincontrol.com.
losangeles.directory.	3600	in	ns	cartman.ns.cloudflare.com.
losangeles.directory.	3600	in	ns	maleah.ns.cloudflare.com.
losangelesattorney.directory.	3600	in	ns	ns1.directorysecure.com.
losangelesattorney.directory.	3600	in	ns	ns2.directorysecure.com.
losangeleslawyers.directory.	3600	in	ns	ns71.domaincontrol.com.
losangeleslawyers.directory.	3600	in	ns	ns72.domaincontrol.com.
losangelesrestaurants.directory.	3600	in	ns	dns1.registrar-servers.com.
losangelesrestaurants.directory.	3600	in	ns	dns2.registrar-servers.com.
loseweight.directory.	3600	in	ns	ns53.domaincontrol.com.
loseweight.directory.	3600	in	ns	ns54.domaincontrol.com.
lossless.directory.	3600	in	ds	2371 13 2 69E6E98DF236A5EBFB098243C68040327EF91BD4BE92BC1438B354A94BCB3E0E
lossless.directory.	3600	in	ns	athena.ns.cloudflare.com.
lossless.directory.	3600	in	ns	clark.ns.cloudflare.com.
lossless.directory.	3600	in	rrsig	DS 8 2 3600 20250916154040 20250826144040 57105 directory. UT2p7q/Lr2lDUEoSGdT20qI3FxjJX8LulALrT2LayUIYXQrIUDMsQ/csjWD/EG9TVcktljVC1zPqPeX07htvU0YOTGeJUIlNsMBLC8EyJbjnY2c3n/iMTFss4nDaXz6Ukc5jTTfdXjQSedqhe8sub7vkh+U2VATs7t3w1VQCsrc=
lost.directory.	3600	in	ns	ns-cloud-a1.googledomains.com.
lost.directory.	3600	in	ns	ns-cloud-a2.googledomains.com.
lost.directory.	3600	in	ns	ns-cloud-a3.googledomains.com.
lost.directory.	3600	in	ns	ns-cloud-a4.googledomains.com.
lostdog.directory.	3600	in	ns	ns53.domaincontrol.com.
lostdog.directory.	3600	in	ns	ns54.domaincontrol.com.
lostfound.directory.	3600	in	ns	dns1.registrar-servers.com.
lostfound.directory.	3600	in	ns	dns2.registrar-servers.com.
loterie.directory.	3600	in	ns	ns1.dns-redirect.com.
loterie.directory.	3600	in	ns	ns2.dns-redirect.com.
loto188.directory.	3600	in	ns	eloise.ns.cloudflare.com.
loto188.directory.	3600	in	ns	lex.ns.cloudflare.com.
lotsforrent.directory.	3600	in	ns	ns1.afternic.com.
lotsforrent.directory.	3600	in	ns	ns2.afternic.com.
lotterie.directory.	3600	in	ns	ns1.dns-redirect.com.
lotterie.directory.	3600	in	ns	ns2.dns-redirect.com.
lotto-online.directory.	3600	in	ns	ns-ca.ui-dns.biz.
lotto-online.directory.	3600	in	ns	ns-ca.ui-dns.com.
lotto-online.directory.	3600	in	ns	ns-ca.ui-dns.de.
lotto-online.directory.	3600	in	ns	ns-ca.ui-dns.org.
lotto.directory.	3600	in	ns	ns1.name.com.
lotto.directory.	3600	in	ns	ns2.name.com.
lotto.directory.	3600	in	ns	ns3.name.com.
lotto.directory.	3600	in	ns	ns4.name.com.
lotus365.directory.	3600	in	ns	ns21.domaincontrol.com.
lotus365.directory.	3600	in	ns	ns22.domaincontrol.com.
lou.directory.	3600	in	ns	curitiba.ns.porkbun.com.
lou.directory.	3600	in	ns	fortaleza.ns.porkbun.com.
lou.directory.	3600	in	ns	maceio.ns.porkbun.com.
lou.directory.	3600	in	ns	salvador.ns.porkbun.com.
loud.directory.	3600	in	ns	ns1.dns-redirect.com.
loud.directory.	3600	in	ns	ns2.dns-redirect.com.
loudounvabusiness.directory.	3600	in	ns	hunts.ns.cloudflare.com.
loudounvabusiness.directory.	3600	in	ns	kim.ns.cloudflare.com.
louisianawedding.directory.	3600	in	ns	dns1.registrar-servers.com.
louisianawedding.directory.	3600	in	ns	dns2.registrar-servers.com.
louisville.directory.	3600	in	ns	ns69.domaincontrol.com.
louisville.directory.	3600	in	ns	ns70.domaincontrol.com.
lovable.directory.	3600	in	ns	dns1.registrar-servers.com.
lovable.directory.	3600	in	ns	dns2.registrar-servers.com.
love-aesthetics.directory.	3600	in	ns	ns1.cargo.site.
love-aesthetics.directory.	3600	in	ns	ns2.cargo.site.
love.directory.	3600	in	ns	ns1.afternic.com.
love.directory.	3600	in	ns	ns2.afternic.com.
lovebritish.directory.	3600	in	ns	ns1.c01.tmdcloud.com.
lovebritish.directory.	3600	in	ns	ns2.c01.tmdcloud.com.
lovecornwall.directory.	3600	in	ns	dara.ns.cloudflare.com.
lovecornwall.directory.	3600	in	ns	lochlan.ns.cloudflare.com.
lovelocal.directory.	3600	in	ns	ns75.domaincontrol.com.
lovelocal.directory.	3600	in	ns	ns76.domaincontrol.com.
lovely.directory.	3600	in	ns	ns07.domaincontrol.com.
lovely.directory.	3600	in	ns	ns08.domaincontrol.com.
lovense.directory.	3600	in	ns	ns1.dnsowl.com.
lovense.directory.	3600	in	ns	ns2.dnsowl.com.
lovense.directory.	3600	in	ns	ns3.dnsowl.com.
lovesickness.directory.	3600	in	ns	ns-ca.ui-dns.biz.
lovesickness.directory.	3600	in	ns	ns-ca.ui-dns.com.
lovesickness.directory.	3600	in	ns	ns-ca.ui-dns.de.
lovesickness.directory.	3600	in	ns	ns-ca.ui-dns.org.
loveyourcity.directory.	3600	in	ns	ns55.domaincontrol.com.
loveyourcity.directory.	3600	in	ns	ns56.domaincontrol.com.
loveyourlogo.directory.	3600	in	ns	ns1.meganameservers.eu.
loveyourlogo.directory.	3600	in	ns	ns2.meganameservers.eu.
loveyourlogo.directory.	3600	in	ns	ns3.meganameservers.eu.
lowcode.directory.	3600	in	ns	ns43.domaincontrol.com.
lowcode.directory.	3600	in	ns	ns44.domaincontrol.com.
lowww.directory.	3600	in	ns	kenia.ns.cloudflare.com.
lowww.directory.	3600	in	ns	sid.ns.cloudflare.com.
loyalrealestate.directory.	3600	in	ns	ns1dns.name.com.
loyalrealestate.directory.	3600	in	ns	ns2dfg.name.com.
loyalrealestate.directory.	3600	in	ns	ns3qty.name.com.
loyalrealestate.directory.	3600	in	ns	ns4hmp.name.com.
loz.directory.	3600	in	ns	ns11.domaincontrol.com.
loz.directory.	3600	in	ns	ns12.domaincontrol.com.
lpg.directory.	3600	in	ns	pdns09.domaincontrol.com.
lpg.directory.	3600	in	ns	pdns10.domaincontrol.com.
lpl.directory.	3600	in	ns	ns77.domaincontrol.com.
lpl.directory.	3600	in	ns	ns78.domaincontrol.com.
lpnschool.directory.	3600	in	ns	ns71.domaincontrol.com.
lpnschool.directory.	3600	in	ns	ns72.domaincontrol.com.
lptco.directory.	3600	in	ns	n1.xundns.com.
lptco.directory.	3600	in	ns	n2.xundns.com.
lrl.directory.	3600	in	ns	ns01.domaincontrol.com.
lrl.directory.	3600	in	ns	ns02.domaincontrol.com.
lrtsdz.directory.	3600	in	ns	ns1.dyna-ns.net.
lrtsdz.directory.	3600	in	ns	ns2.dyna-ns.net.
lrvmm.directory.	3600	in	ns	ns1.dyna-ns.net.
lrvmm.directory.	3600	in	ns	ns2.dyna-ns.net.
ls1o0b7lvsjc3cg56ij9ffdaghk8kin5.directory.	3600	in	nsec3	1 1 0 73 LVGOHHV3RKU5AQEPMSNBB00LIS4L3NFR NS DS RRSIG
ls1o0b7lvsjc3cg56ij9ffdaghk8kin5.directory.	3600	in	rrsig	NSEC3 8 2 3600 20250916154040 20250826144040 57105 directory. Dt1Bys6YNCNtQY5XT+QkuWLFbTZdoMNF656XETfk7TrJe9WTc7lnKD6WX76MSbI5BOp6bBgUbajJN/D7bhjW/57+wYs+8zDz+hGxK0xVEWUo972ser0FACkJPkNmvTZGNfuZ3f4vwGHUsgxXld8T0LfCzY2MRgwieIC2frG1k+0=
lsc.directory.	3600	in	ns	ns1.siteground.net.
lsc.directory.	3600	in	ns	ns2.siteground.net.
lshanell.directory.	3600	in	ns	dns1.namecheaphosting.com.
lshanell.directory.	3600	in	ns	dns2.namecheaphosting.com.
lsi.directory.	3600	in	ns	edns161.ultradns.biz.
lsi.directory.	3600	in	ns	edns161.ultradns.com.
lsi.directory.	3600	in	ns	edns161.ultradns.net.
lsi.directory.	3600	in	ns	edns161.ultradns.org.
lsm99.directory.	3600	in	ns	gemma.ns.cloudflare.com.
lsm99.directory.	3600	in	ns	vick.ns.cloudflare.com.
lsobbxs.directory.	3600	in	ns	n1.xundns.com.
lsobbxs.directory.	3600	in	ns	n2.xundns.com.
ltd.directory.	3600	in	ns	ns1.sedoparking.com.
ltd.directory.	3600	in	ns	ns2.sedoparking.com.
ltl.directory.	3600	in	ns	ns1.dns-redirect.com.
ltl.directory.	3600	in	ns	ns2.dns-redirect.com.
ltod.directory.	3600	in	ds	4884 13 2 1FDE074332EF96D2A43A3AA673E6EC689252B9996CA5A45A55F20E66FAA8DB9F
ltod.directory.	3600	in	ns	launch1.spaceship.net.
ltod.directory.	3600	in	ns	launch2.spaceship.net.
ltod.directory.	3600	in	rrsig	DS 8 2 3600 20250916154040 20250826144040 57105 directory. Yg+qC5qCrtk+Szz19NljgyUlA6P0R20RO5OuOqO07KWG5REi8q5AWf5gEqnp1THWZmJelGyMe99mXmLNaL1TdFId9mB6PRMaPKnZ2PlzvyNq8CnIwIrH9ndjk4NMRhYc3yav4HGbmd9uDJw5K0ewzakSdFc8uougv2SuRVzoPME=
lubbocktx.directory.	3600	in	ns	ns41.domaincontrol.com.
lubbocktx.directory.	3600	in	ns	ns42.domaincontrol.com.
lubbocktxbusiness.directory.	3600	in	ns	dns1.registrar-servers.com.
lubbocktxbusiness.directory.	3600	in	ns	dns2.registrar-servers.com.
lube.directory.	3600	in	ns	ns1.afternic.com.
lube.directory.	3600	in	ns	ns2.afternic.com.
luc.directory.	3600	in	ns	ns1.dns-redirect.com.
luc.directory.	3600	in	ns	ns2.dns-redirect.com.
luca.directory.	3600	in	ns	ns11.domaincontrol.com.
luca.directory.	3600	in	ns	ns12.domaincontrol.com.
lucabet168.directory.	3600	in	ns	gemma.ns.cloudflare.com.
lucabet168.directory.	3600	in	ns	vick.ns.cloudflare.com.
lucky.directory.	3600	in	ns	ns1.dns-redirect.com.
lucky.directory.	3600	in	ns	ns2.dns-redirect.com.
luggagesitter.directory.	3600	in	ns	ns55.domaincontrol.com.
luggagesitter.directory.	3600	in	ns	ns56.domaincontrol.com.
luggagesitters.directory.	3600	in	ns	ns55.domaincontrol.com.
luggagesitters.directory.	3600	in	ns	ns56.domaincontrol.com.
lugo.directory.	3600	in	ns	bruce.ns.cloudflare.com.
lugo.directory.	3600	in	ns	nora.ns.cloudflare.com.
luigi.directory.	3600	in	ns	ns1.sav.com.
luigi.directory.	3600	in	ns	ns2.sav.com.
luke.directory.	3600	in	ns	dns1.registrar-servers.com.
luke.directory.	3600	in	ns	dns2.registrar-servers.com.
luklp.directory.	3600	in	ns	ns1.dyna-ns.net.
luklp.directory.	3600	in	ns	ns2.dyna-ns.net.
luma.directory.	3600	in	ns	pdns09.domaincontrol.com.
luma.directory.	3600	in	ns	pdns10.domaincontrol.com.
lumen.directory.	3600	in	ns	ns49.domaincontrol.com.
lumen.directory.	3600	in	ns	ns50.domaincontrol.com.
lumens.directory.	3600	in	ns	ns1glr.name.com.
lumens.directory.	3600	in	ns	ns2dfg.name.com.
lumens.directory.	3600	in	ns	ns3sxz.name.com.
lumens.directory.	3600	in	ns	ns4hny.name.com.
lumon.directory.	3600	in	ns	algin.ns.cloudflare.com.
lumon.directory.	3600	in	ns	tegan.ns.cloudflare.com.
luna.directory.	3600	in	ns	ns-1187.awsdns-20.org.
luna.directory.	3600	in	ns	ns-1851.awsdns-39.co.uk.
luna.directory.	3600	in	ns	ns-373.awsdns-46.com.
luna.directory.	3600	in	ns	ns-876.awsdns-45.net.
lurline.directory.	3600	in	ns	dns1.registrar-servers.com.
lurline.directory.	3600	in	ns	dns2.registrar-servers.com.
lustmap.directory.	3600	in	ns	ns.ch-meta.net.
lustmap.directory.	3600	in	ns	ns2.ch-meta.net.
lustmap.directory.	3600	in	ns	ns3.ch-meta.net.
luthier.directory.	3600	in	ns	ns1.mycro.co.
luthier.directory.	3600	in	ns	ns2.mycro.co.
luv.directory.	3600	in	ns	ns53.domaincontrol.com.
luv.directory.	3600	in	ns	ns54.domaincontrol.com.
lux.directory.	3600	in	ns	s1.frenly.org.
lux.directory.	3600	in	ns	s2.frenly.org.
luxalgo.directory.	3600	in	ns	ns31.domaincontrol.com.
luxalgo.directory.	3600	in	ns	ns32.domaincontrol.com.
luxe.directory.	3600	in	ns	odin.ns.cloudflare.com.
luxe.directory.	3600	in	ns	ullis.ns.cloudflare.com.
luxelist.directory.	3600	in	ns	ns19.domaincontrol.com.
luxelist.directory.	3600	in	ns	ns20.domaincontrol.com.
luxelocksculture.directory.	3600	in	ns	ns1.dyna-ns.net.
luxelocksculture.directory.	3600	in	ns	ns2.dyna-ns.net.
luxepros.directory.	3600	in	ns	ns49.domaincontrol.com.
luxepros.directory.	3600	in	ns	ns50.domaincontrol.com.
luxi.directory.	3600	in	ns	ns1.stackdns.com.
luxi.directory.	3600	in	ns	ns2.stackdns.com.
luxi.directory.	3600	in	ns	ns3.stackdns.com.
luxi.directory.	3600	in	ns	ns4.stackdns.com.
luxoscasino.directory.	3600	in	ns	curitiba.ns.porkbun.com.
luxoscasino.directory.	3600	in	ns	fortaleza.ns.porkbun.com.
luxoscasino.directory.	3600	in	ns	maceio.ns.porkbun.com.
luxoscasino.directory.	3600	in	ns	salvador.ns.porkbun.com.
luxottica.directory.	3600	in	ns	ns1.register.it.
luxottica.directory.	3600	in	ns	ns2.register.it.
luxury.directory.	3600	in	ns	ns1.stackdns.com.
luxury.directory.	3600	in	ns	ns2.stackdns.com.
