direct.	3600	in	soa	v0n0.nic.direct. hostmaster.donuts.email. 1757638863 7200 900 1209600 3600
gardenstore.direct.	3600	in	ns	ns04.domaincontrol.com.
gardenwildlife.direct.	3600	in	ns	ns45.domaincontrol.com.
gardenwildlife.direct.	3600	in	ns	ns46.domaincontrol.com.
gardina.direct.	3600	in	ns	ns65.domaincontrol.com.
gardina.direct.	3600	in	ns	ns66.domaincontrol.com.
garlic.direct.	3600	in	ns	ns3.afternic.com.
garlic.direct.	3600	in	ns	ns4.afternic.com.
garten.direct.	3600	in	ns	ns1.sedoparking.com.
garten.direct.	3600	in	ns	ns2.sedoparking.com.
gas.direct.	3600	in	ns	dns1.registrar-servers.com.
gas.direct.	3600	in	ns	dns2.registrar-servers.com.
gascoyne.direct.	3600	in	ns	ns0.unlimited.uk.net.
gascoyne.direct.	3600	in	ns	ns1.unlimited.uk.net.
gasket.direct.	3600	in	ns	ns-1093.awsdns-08.org.
gasket.direct.	3600	in	ns	ns-1567.awsdns-03.co.uk.
gasket.direct.	3600	in	ns	ns-439.awsdns-54.com.
gasket.direct.	3600	in	ns	ns-590.awsdns-09.net.
gaskets.direct.	3600	in	ns	ns-1511.awsdns-60.org.
gaskets.direct.	3600	in	ns	ns-1996.awsdns-57.co.uk.
gaskets.direct.	3600	in	ns	ns-239.awsdns-29.com.
gaskets.direct.	3600	in	ns	ns-799.awsdns-35.net.
gasloos.direct.	3600	in	ns	bill.ns.cloudflare.com.
gasloos.direct.	3600	in	ns	poppy.ns.cloudflare.com.
gasmeten.direct.	3600	in	ns	ns01.hostnet.nl.
gasmeten.direct.	3600	in	ns	ns02.hostnet.nl.
gastro.direct.	3600	in	ns	ns1.afternic.com.
gastro.direct.	3600	in	ns	ns2.afternic.com.
gate.direct.	3600	in	ns	ns1.afternic.com.
gate.direct.	3600	in	ns	ns2.afternic.com.
gates.direct.	3600	in	ns	ns71.domaincontrol.com.
gates.direct.	3600	in	ns	ns72.domaincontrol.com.
gather.direct.	3600	in	ns	ns67.domaincontrol.com.
gather.direct.	3600	in	ns	ns68.domaincontrol.com.
gator.direct.	3600	in	ns	ns01.trademarkarea.com.
gator.direct.	3600	in	ns	ns02.trademarkarea.com.
gator.direct.	3600	in	ns	ns03.trademarkarea.com.
gavin.direct.	3600	in	ns	ns1.dreamhost.com.
gavin.direct.	3600	in	ns	ns2.dreamhost.com.
gavin.direct.	3600	in	ns	ns3.dreamhost.com.
gaysex.direct.	3600	in	ns	ns03.domaincontrol.com.
gaysex.direct.	3600	in	ns	ns04.domaincontrol.com.
gaysexeurope.direct.	3600	in	ns	ns03.domaincontrol.com.
gaysexeurope.direct.	3600	in	ns	ns04.domaincontrol.com.
gaysexusa.direct.	3600	in	ns	ns03.domaincontrol.com.
gaysexusa.direct.	3600	in	ns	ns04.domaincontrol.com.
gazelle.direct.	3600	in	ns	ns71.domaincontrol.com.
gazelle.direct.	3600	in	ns	ns72.domaincontrol.com.
gbbs.direct.	3600	in	ns	ns-cloud-a1.googledomains.com.
gbbs.direct.	3600	in	ns	ns-cloud-a2.googledomains.com.
gbbs.direct.	3600	in	ns	ns-cloud-a3.googledomains.com.
gbbs.direct.	3600	in	ns	ns-cloud-a4.googledomains.com.
gbmc.direct.	3600	in	ns	ns63.worldnic.com.
gbmc.direct.	3600	in	ns	ns64.worldnic.com.
gbr.direct.	3600	in	ns	dns1.namecheaphosting.com.
gbr.direct.	3600	in	ns	dns2.namecheaphosting.com.
gcbvog.direct.	3600	in	ns	ns1.dyna-ns.net.
gcbvog.direct.	3600	in	ns	ns2.dyna-ns.net.
gccdg.direct.	3600	in	ns	n1.xundns.com.
gccdg.direct.	3600	in	ns	n2.xundns.com.
gce.direct.	3600	in	ns	ns01.trademarkarea.com.
gce.direct.	3600	in	ns	ns02.trademarkarea.com.
gce.direct.	3600	in	ns	ns03.trademarkarea.com.
gcp-gurus.direct.	3600	in	ns	ns69.domaincontrol.com.
gcp-gurus.direct.	3600	in	ns	ns70.domaincontrol.com.
gd6l6h73uu0tsme9d1rkefomthb9ngsc.direct.	3600	in	nsec3	1 1 0 73 GDVKHGU8VATTD2MBQ42OE16JJGHR1LA5 NS DS RRSIG
gd6l6h73uu0tsme9d1rkefomthb9ngsc.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. Hb199wohu0Y2XPfK3WZCnUxcxE8Uu8LxCzuZgKDdnvAIODiaY4G2phbUoRfcMbWbomQUKaWrkshgjTCEAWK7rwKyARioAmQLany0iGiA+l97NYCWDkZNOppfOrqqt49Mk1x+94TZy44nitXWnSK4hxUj6FUz2ZUGlb/shN09jNQ=
gdc.direct.	3600	in	ns	dns.uk-noc.com.
gdc.direct.	3600	in	ns	dns.us-noc.com.
gdca.direct.	3600	in	ns	ns01.netcom.co.uk.
gdca.direct.	3600	in	ns	ns02.netcom.co.uk.
gdca.direct.	3600	in	ns	ns03.netcom.co.uk.
gdpr.direct.	3600	in	ns	ns-217-b.gandi.net.
gdpr.direct.	3600	in	ns	ns-235-a.gandi.net.
gdpr.direct.	3600	in	ns	ns-31-c.gandi.net.
gdudx.direct.	3600	in	ns	ns1.dyna-ns.net.
gdudx.direct.	3600	in	ns	ns2.dyna-ns.net.
gdvkhgu8vattd2mbq42oe16jjghr1la5.direct.	3600	in	nsec3	1 1 0 73 GFD6JKOA27JRRCOD75S4M5GUABQI6F91 NS DS RRSIG
gdvkhgu8vattd2mbq42oe16jjghr1la5.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. aXRIwBBu5oZ7ALne1xkh6p0JIkSEQf0I0/EPuI/3o+RwnIGWfHAF36uMnXA1fpCXacs+Lpk+sPSB49fLPsAAM5kA5/kgZkMCuSRBWBHiu1ir4GEaocs6tgGRMVd5LEAPC/i/B1uOS7/ltEI7E3hCiDEqXOa1P01dJe+FeoL6rr4=
gea.direct.	3600	in	ns	ns-1530.awsdns-63.org.
gea.direct.	3600	in	ns	ns-1618.awsdns-10.co.uk.
gea.direct.	3600	in	ns	ns-290.awsdns-36.com.
gea.direct.	3600	in	ns	ns-861.awsdns-43.net.
gear.direct.	3600	in	ns	ns1.dan.com.
gear.direct.	3600	in	ns	ns2.dan.com.
gearsupply.direct.	3600	in	ns	ns1.hover.com.
gearsupply.direct.	3600	in	ns	ns2.hover.com.
geek.direct.	3600	in	ns	ns3.afternic.com.
geek.direct.	3600	in	ns	ns4.afternic.com.
geekland.direct.	3600	in	ns	ns55.domaincontrol.com.
geekland.direct.	3600	in	ns	ns56.domaincontrol.com.
geh.direct.	3600	in	ns	docks19.rzone.de.
geh.direct.	3600	in	ns	shades09.rzone.de.
geiger.direct.	3600	in	ns	ns.ui-global-dns.biz.
geiger.direct.	3600	in	ns	ns.ui-global-dns.com.
geiger.direct.	3600	in	ns	ns.ui-global-dns.de.
geiger.direct.	3600	in	ns	ns.ui-global-dns.org.
geinl.direct.	3600	in	ns	ns1.1233dns.com.
geinl.direct.	3600	in	ns	ns2.951dns.com.
gejfh.direct.	3600	in	ns	ns1.dnsip.com.
gejfh.direct.	3600	in	ns	ns2.dnsip.com.
gekexb.direct.	3600	in	ns	n1.xundns.com.
gekexb.direct.	3600	in	ns	n2.xundns.com.
gekoeld.direct.	3600	in	ns	ns01.hostnet.nl.
gekoeld.direct.	3600	in	ns	ns02.hostnet.nl.
geldfit.direct.	3600	in	ds	38363 13 2 7C772A0D1306B11B1B8F57059AB5947F254151AFD9F9A4523B12A888C36ACE11
geldfit.direct.	3600	in	ns	ns0.transip.net.
geldfit.direct.	3600	in	ns	ns1.transip.nl.
geldfit.direct.	3600	in	ns	ns2.transip.eu.
geldfit.direct.	3600	in	rrsig	DS 8 2 3600 20250930153016 20250909143016 27873 direct. ZvjAJ4XU3EKVLG04CDKWiE217DWo1gNXBzX9nVw8GWo8j9P/1jcJQCakwrOfUS/oapoOEJSWe7jJJhA9oiSTCEIrnD9p99J28rzl1tRlN9yGrU1ZgJbEtMRIsr7jjrlOIAgl7MqLbptjkBqGmA0Eul0OyGnYtcVD7JWrAnB3Two=
gelert.direct.	3600	in	ns	dns1.cscdns.net.
gelert.direct.	3600	in	ns	dns2.cscdns.net.
gelishmorgantaylor.direct.	3600	in	ns	ns05.gcd-dns.com.
gelishmorgantaylor.direct.	3600	in	ns	ns06.gcd-dns.com.
gem.direct.	3600	in	ns	curitiba.ns.porkbun.com.
gem.direct.	3600	in	ns	fortaleza.ns.porkbun.com.
gem.direct.	3600	in	ns	maceio.ns.porkbun.com.
gem.direct.	3600	in	ns	salvador.ns.porkbun.com.
gemai.direct.	3600	in	ns	ns3.afternic.com.
gemai.direct.	3600	in	ns	ns4.afternic.com.
gemideas.direct.	3600	in	ns	ns1.hover.com.
gemideas.direct.	3600	in	ns	ns2.hover.com.
gemini.direct.	3600	in	ns	ns31.domaincontrol.com.
gemini.direct.	3600	in	ns	ns32.domaincontrol.com.
geminicomicsupply.direct.	3600	in	ns	ns-cloud-c1.googledomains.com.
geminicomicsupply.direct.	3600	in	ns	ns-cloud-c2.googledomains.com.
geminicomicsupply.direct.	3600	in	ns	ns-cloud-c3.googledomains.com.
geminicomicsupply.direct.	3600	in	ns	ns-cloud-c4.googledomains.com.
gems.direct.	3600	in	ns	ns57.domaincontrol.com.
gems.direct.	3600	in	ns	ns58.domaincontrol.com.
gemstone.direct.	3600	in	ns	dara.ns.cloudflare.com.
gemstone.direct.	3600	in	ns	hans.ns.cloudflare.com.
gemstones.direct.	3600	in	ns	pdns09.domaincontrol.com.
gemstones.direct.	3600	in	ns	pdns10.domaincontrol.com.
gemtu.direct.	3600	in	ns	a12.share-dns.com.
gemtu.direct.	3600	in	ns	b12.share-dns.net.
gen.direct.	3600	in	ns	ns0.gen.net.uk.
gen.direct.	3600	in	ns	ns1.gen.net.uk.
genai.direct.	3600	in	ns	ns1.dns-redirect.com.
genai.direct.	3600	in	ns	ns2.dns-redirect.com.
gene.direct.	3600	in	ns	ns59.domaincontrol.com.
gene.direct.	3600	in	ns	ns60.domaincontrol.com.
generadores.direct.	3600	in	ns	dns1.registrar-servers.com.
generadores.direct.	3600	in	ns	dns2.registrar-servers.com.
generatedmaterials.direct.	3600	in	ns	maxine.ns.cloudflare.com.
generatedmaterials.direct.	3600	in	ns	sage.ns.cloudflare.com.
generator.direct.	3600	in	ns	ns1.tildadns.com.
generator.direct.	3600	in	ns	ns2.tildadns.com.
generic.direct.	3600	in	ns	dns1.p01.nsone.net.
generic.direct.	3600	in	ns	dns2.p01.nsone.net.
generic.direct.	3600	in	ns	dns3.p01.nsone.net.
generic.direct.	3600	in	ns	dns4.p01.nsone.net.
generic.direct.	3600	in	ns	ns01.squarespacedns.com.
generic.direct.	3600	in	ns	ns02.squarespacedns.com.
generic.direct.	3600	in	ns	ns03.squarespacedns.com.
generic.direct.	3600	in	ns	ns04.squarespacedns.com.
genericdrugs.direct.	3600	in	ns	ns13.domaincontrol.com.
genericdrugs.direct.	3600	in	ns	ns14.domaincontrol.com.
genesis.direct.	3600	in	ns	ns1.cargo.site.
genesis.direct.	3600	in	ns	ns2.cargo.site.
genetics.direct.	3600	in	ns	ns65.domaincontrol.com.
genetics.direct.	3600	in	ns	ns66.domaincontrol.com.
genius.direct.	3600	in	ns	connect1.squarespacedns.com.
genius.direct.	3600	in	ns	connect2.squarespacedns.com.
genuss.direct.	3600	in	ns	pns41.cloudns.net.
genuss.direct.	3600	in	ns	pns42.cloudns.net.
genuss.direct.	3600	in	ns	pns43.cloudns.net.
genuss.direct.	3600	in	ns	pns44.cloudns.net.
geo.direct.	3600	in	ns	ns1.afternic.com.
geo.direct.	3600	in	ns	ns2.afternic.com.
geotech.direct.	3600	in	ns	dns1.p05.nsone.net.
geotech.direct.	3600	in	ns	dns2.p05.nsone.net.
geotech.direct.	3600	in	ns	dns3.p05.nsone.net.
geotech.direct.	3600	in	ns	dns4.p05.nsone.net.
germain.direct.	3600	in	ns	ns11.domaincontrol.com.
germain.direct.	3600	in	ns	ns12.domaincontrol.com.
german.direct.	3600	in	ns	ns57.domaincontrol.com.
german.direct.	3600	in	ns	ns58.domaincontrol.com.
get-zeus.direct.	3600	in	ns	dns1.registrar-servers.com.
get-zeus.direct.	3600	in	ns	dns2.registrar-servers.com.
get.direct.	3600	in	ns	pns101.cloudns.net.
get.direct.	3600	in	ns	pns102.cloudns.net.
get.direct.	3600	in	ns	pns103.cloudns.net.
get.direct.	3600	in	ns	pns104.cloudns.net.
getagrip.direct.	3600	in	ns	ns65.domaincontrol.com.
getagrip.direct.	3600	in	ns	ns66.domaincontrol.com.
getaquote.direct.	3600	in	ns	ns31.domaincontrol.com.
getaquote.direct.	3600	in	ns	ns32.domaincontrol.com.
getaway.direct.	3600	in	ns	ns-1367.awsdns-42.org.
getaway.direct.	3600	in	ns	ns-1779.awsdns-30.co.uk.
getaway.direct.	3600	in	ns	ns-68.awsdns-08.com.
getaway.direct.	3600	in	ns	ns-899.awsdns-48.net.
getbitcoin.direct.	3600	in	ns	uni1.domainsure.com.
getbitcoin.direct.	3600	in	ns	uni2.domainsure.net.
getbitcoin.direct.	3600	in	ns	uni3.domainsure.org.
getbookings.direct.	3600	in	ns	ns31.domaincontrol.com.
getbookings.direct.	3600	in	ns	ns32.domaincontrol.com.
getbowersandwilkins.direct.	3600	in	ns	ns1.brandshelter.com.
getbowersandwilkins.direct.	3600	in	ns	ns2.brandshelter.de.
getbowersandwilkins.direct.	3600	in	ns	ns3.brandshelter.info.
getbowersandwilkins.direct.	3600	in	ns	ns4.brandshelter.net.
getbowersandwilkins.direct.	3600	in	ns	ns5.brandshelter.us.
getcultured.direct.	3600	in	ns	ns51.domaincontrol.com.
getcultured.direct.	3600	in	ns	ns52.domaincontrol.com.
getdownpayment.direct.	3600	in	ns	ns05.gcd-dns.com.
getdownpayment.direct.	3600	in	ns	ns06.gcd-dns.com.
getfit.direct.	3600	in	ns	pdns05.domaincontrol.com.
getfit.direct.	3600	in	ns	pdns06.domaincontrol.com.
getfood.direct.	3600	in	ns	n1.cloudhost.farm.
getfood.direct.	3600	in	ns	n2.cloudhost.farm.
getgo.direct.	3600	in	ns	ns57.domaincontrol.com.
getgo.direct.	3600	in	ns	ns58.domaincontrol.com.
getit.direct.	3600	in	ns	ns67.domaincontrol.com.
getit.direct.	3600	in	ns	ns68.domaincontrol.com.
getjobs.direct.	3600	in	ns	pdns13.domaincontrol.com.
getjobs.direct.	3600	in	ns	pdns14.domaincontrol.com.
getlevitate.direct.	3600	in	ns	howard.ns.cloudflare.com.
getlevitate.direct.	3600	in	ns	karina.ns.cloudflare.com.
getloads.direct.	3600	in	ns	ns71.domaincontrol.com.
getloads.direct.	3600	in	ns	ns72.domaincontrol.com.
getmaple.direct.	3600	in	ns	ns09.domaincontrol.com.
getmaple.direct.	3600	in	ns	ns10.domaincontrol.com.
getmedicare.direct.	3600	in	ns	ns01.gcd-dns.com.
getmedicare.direct.	3600	in	ns	ns02.gcd-dns.com.
getnow.direct.	3600	in	ns	ns.webguru.lv.
getnow.direct.	3600	in	ns	ns2.webguru.lv.
getonepoundcoffee.direct.	3600	in	ns	ns63.domaincontrol.com.
getonepoundcoffee.direct.	3600	in	ns	ns64.domaincontrol.com.
getonline.direct.	3600	in	ns	ns71.domaincontrol.com.
getonline.direct.	3600	in	ns	ns72.domaincontrol.com.
getpaid.direct.	3600	in	ns	alec.ns.cloudflare.com.
getpaid.direct.	3600	in	ns	holly.ns.cloudflare.com.
getsmart.direct.	3600	in	ns	ns01.cashparking.com.
getsmart.direct.	3600	in	ns	ns02.cashparking.com.
getsome.direct.	3600	in	ns	ns05.domaincontrol.com.
getsome.direct.	3600	in	ns	ns06.domaincontrol.com.
getstarted.direct.	3600	in	ns	ns19.domaincontrol.com.
getstarted.direct.	3600	in	ns	ns20.domaincontrol.com.
gettech.direct.	3600	in	ns	ns51.domaincontrol.com.
gettech.direct.	3600	in	ns	ns52.domaincontrol.com.
gettools.direct.	3600	in	ns	ns63.domaincontrol.com.
gettools.direct.	3600	in	ns	ns64.domaincontrol.com.
getvets.direct.	3600	in	ns	ns25.domaincontrol.com.
getvets.direct.	3600	in	ns	ns26.domaincontrol.com.
getweed.direct.	3600	in	ns	ns49.domaincontrol.com.
getweed.direct.	3600	in	ns	ns50.domaincontrol.com.
getwines.direct.	3600	in	ns	ns43.domaincontrol.com.
getwines.direct.	3600	in	ns	ns44.domaincontrol.com.
gevaarlijkestoffen.direct.	3600	in	ns	ns01.hostnet.nl.
gevaarlijkestoffen.direct.	3600	in	ns	ns02.hostnet.nl.
gewoondoen.direct.	3600	in	ds	34121 13 2 D79EAAC22BEAA03D60D36AAE6192DE5AA4E88C875F420BBD4C1BDB30F03C45F3
gewoondoen.direct.	3600	in	ns	ns0.transip.net.
gewoondoen.direct.	3600	in	ns	ns1.transip.nl.
gewoondoen.direct.	3600	in	ns	ns2.transip.eu.
gewoondoen.direct.	3600	in	rrsig	DS 8 2 3600 20250930153016 20250909143016 27873 direct. StTgw1ZosXqlEzQA1WDG8HPjwm24iM22begL+q+nm5iAqHO+RYMVsyVQys8z1TtEfgK4S/KkCyN30gMmH3F7qU8ETOVbX02/UMLk3uaS3nSO0Q6feGzWjnIMPfq0m9bnOqJrS7hcGZovAfjjjpTJneTvxGHpS5IkChvfCg9uFQI=
gfd6jkoa27jrrcod75s4m5guabqi6f91.direct.	3600	in	nsec3	1 1 0 73 GFK6MANEOVCCM6S85MJR4P3G3QKR9BGK NS DS RRSIG
gfd6jkoa27jrrcod75s4m5guabqi6f91.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. Wr0Smp5BzkzPG748dOLUvcpRyj0bsHDCehzAacGPSFL5Ea+jQtXE05AR5jil1NEOH+r7Gk2PsxAtWcFgcXvGz/8zqNTI6/1ziZNiqeVWtsnffvoxZ315ohGDWQhwnVp8JpGF6iYJFVlxz7CtSS375AEW/Q4047w3ctWD3pW7+CU=
gfjwd.direct.	3600	in	ns	ns1.dnsip.com.
gfjwd.direct.	3600	in	ns	ns2.dnsip.com.
gfk6maneovccm6s85mjr4p3g3qkr9bgk.direct.	3600	in	nsec3	1 1 0 73 GJ6O8FV0VSOO625FPL0RAH7KCFHOI6G0 NS DS RRSIG
gfk6maneovccm6s85mjr4p3g3qkr9bgk.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. JrxGaPOQlY1JCBkvKdcmoiEApK5UniExBoK+RSm2eUEjDX/o2ebgNixTgEApjRliTOqk2vbW1LyG9dzDCamvS3hu944Qb349MOXesZoYiG8iPSzZ5f12Rx94vDZpNC7vL7jIAPgD9rAqMNBpvDJ8UPeKgbqoETcNaqRCQrsZq3k=
gga.direct.	3600	in	ns	dns105.register.com.
gga.direct.	3600	in	ns	dns106.register.com.
gghhz.direct.	3600	in	ns	ns1.dyna-ns.net.
gghhz.direct.	3600	in	ns	ns2.dyna-ns.net.
ggmvd.direct.	3600	in	ns	a12.share-dns.com.
ggmvd.direct.	3600	in	ns	b12.share-dns.net.
ggxjz.direct.	3600	in	ns	brian.ns.cloudflare.com.
ggxjz.direct.	3600	in	ns	kimora.ns.cloudflare.com.
ghjkl.direct.	3600	in	ns	n1.xundns.com.
ghjkl.direct.	3600	in	ns	n2.xundns.com.
ghl.direct.	3600	in	ns	ns1-a.nadns1.fr.
ghl.direct.	3600	in	ns	ns1-b.nadns1.com.
ghl.direct.	3600	in	ns	ns1-c.nadns1.com.
ghmsd.direct.	3600	in	ns	n1.xundns.com.
ghmsd.direct.	3600	in	ns	n2.xundns.com.
gho.direct.	3600	in	ns	ns-cloud-b1.googledomains.com.
gho.direct.	3600	in	ns	ns-cloud-b2.googledomains.com.
gho.direct.	3600	in	ns	ns-cloud-b3.googledomains.com.
gho.direct.	3600	in	ns	ns-cloud-b4.googledomains.com.
ghst.direct.	3600	in	ns	dns1.registrar-servers.com.
ghst.direct.	3600	in	ns	dns2.registrar-servers.com.
gifah.direct.	3600	in	ns	n1.xundns.com.
gifah.direct.	3600	in	ns	n2.xundns.com.
giftboutique.direct.	3600	in	ns	ns1.yoursrs.com.
giftboutique.direct.	3600	in	ns	ns2.yoursrs.com.
giftbox.direct.	3600	in	ns	ns17.domaincontrol.com.
giftbox.direct.	3600	in	ns	ns18.domaincontrol.com.
giftcards.direct.	3600	in	ns	hal.ns.cloudflare.com.
giftcards.direct.	3600	in	ns	treasure.ns.cloudflare.com.
gifthealthlilly.direct.	3600	in	ns	dns1.registrar-servers.com.
gifthealthlilly.direct.	3600	in	ns	dns2.registrar-servers.com.
giftopia.direct.	3600	in	ns	ns3.afternic.com.
giftopia.direct.	3600	in	ns	ns4.afternic.com.
gifts.direct.	3600	in	ns	dns1.cscdns.net.
gifts.direct.	3600	in	ns	dns2.cscdns.net.
gig.direct.	3600	in	ns	ns13.domaincontrol.com.
gig.direct.	3600	in	ns	ns14.domaincontrol.com.
giga.direct.	3600	in	ns	ns3.afternic.com.
giga.direct.	3600	in	ns	ns4.afternic.com.
gigastore.direct.	3600	in	ns	mira.ns.cloudflare.com.
gigastore.direct.	3600	in	ns	pedro.ns.cloudflare.com.
gilchrest.direct.	3600	in	ns	pdns13.domaincontrol.com.
gilchrest.direct.	3600	in	ns	pdns14.domaincontrol.com.
gilchrist.direct.	3600	in	ns	pdns13.domaincontrol.com.
gilchrist.direct.	3600	in	ns	pdns14.domaincontrol.com.
giles.direct.	3600	in	ns	curitiba.ns.porkbun.com.
giles.direct.	3600	in	ns	fortaleza.ns.porkbun.com.
giles.direct.	3600	in	ns	maceio.ns.porkbun.com.
giles.direct.	3600	in	ns	salvador.ns.porkbun.com.
gilets.direct.	3600	in	ns	dns1.cscdns.net.
gilets.direct.	3600	in	ns	dns2.cscdns.net.
gillespie.direct.	3600	in	ns	ns1.nameserver.net.au.
gillespie.direct.	3600	in	ns	ns2.nameserver.net.au.
gillespie.direct.	3600	in	ns	ns3.nameserver.net.au.
gin.direct.	3600	in	ns	asa.ns.cloudflare.com.
gin.direct.	3600	in	ns	bill.ns.cloudflare.com.
giorgio.direct.	3600	in	ns	dns1.cscdns.net.
giorgio.direct.	3600	in	ns	dns2.cscdns.net.
girlz.direct.	3600	in	ns	ns39.domaincontrol.com.
girlz.direct.	3600	in	ns	ns40.domaincontrol.com.
gis.direct.	3600	in	ns	ns-de.1and1-dns.biz.
gis.direct.	3600	in	ns	ns-de.1and1-dns.com.
gis.direct.	3600	in	ns	ns-de.1and1-dns.de.
gis.direct.	3600	in	ns	ns-de.1and1-dns.org.
git.direct.	3600	in	ns	brett.ns.cloudflare.com.
git.direct.	3600	in	ns	donna.ns.cloudflare.com.
gitdev.direct.	3600	in	ns	dns1.registrar-servers.com.
gitdev.direct.	3600	in	ns	dns2.registrar-servers.com.
gites.direct.	3600	in	ns	coco.bunny.net.
gites.direct.	3600	in	ns	kiki.bunny.net.
github.direct.	3600	in	ds	54016 13 2 E8329D86CA3877610FF7E3A0477473CB97A7211569DA46698CD1ADF8B5FCBCE2
github.direct.	3600	in	ns	launch1.spaceship.net.
github.direct.	3600	in	ns	launch2.spaceship.net.
github.direct.	3600	in	rrsig	DS 8 2 3600 20250930153016 20250909143016 27873 direct. cVqZ1IAjPqsMewyk7zGIGl30M7tsd306ulNywzvgXQ+1cPEzp6+4Z+iGyeiCXbe3hUHSN5O0mrOmNtxUb9iQYwhZMYAMtQssngi9AsQYP3QEtd+HHJAMVygMM2r1OCowKcOph4zOSzgUaYUZPcvVXLVqbaXWbelvBEGEB8We+Ok=
gitzo.direct.	3600	in	ns	ns1.instradns.com.
gitzo.direct.	3600	in	ns	ns2.instradns.com.
gitzo.direct.	3600	in	ns	ns3.instradns.com.
give.direct.	3600	in	ns	darl.ns.cloudflare.com.
give.direct.	3600	in	ns	dolly.ns.cloudflare.com.
giveaway.direct.	3600	in	ns	dns1.name-services.com.
giveaway.direct.	3600	in	ns	dns2.name-services.com.
giveaway.direct.	3600	in	ns	dns3.name-services.com.
giveaway.direct.	3600	in	ns	dns4.name-services.com.
giveaway.direct.	3600	in	ns	dns5.name-services.com.
givecoin.direct.	3600	in	ns	ns0.wixdns.net.
givecoin.direct.	3600	in	ns	ns1.wixdns.net.
giving.direct.	3600	in	ns	darl.ns.cloudflare.com.
giving.direct.	3600	in	ns	dolly.ns.cloudflare.com.
gj6o8fv0vsoo625fpl0rah7kcfhoi6g0.direct.	3600	in	nsec3	1 1 0 73 GLQH5KUF58OP2255HQ07HFOT75MA9BNA NS DS RRSIG
gj6o8fv0vsoo625fpl0rah7kcfhoi6g0.direct.	3600	in	rrsig	NSEC3 8 2 3600 20250930153016 20250909143016 27873 direct. PwcGQ/l1DPyEACfcihFXMseWU4Ca/XTQoz9FJuJHpdwsqZy75eMOfub5jZhwxCnJ//osLMD+ZGjy+y64c54z+44vvTaccZLhemKHFmUmdnV7g8j1DL0SaJVuaQsXIaCYeBmdLjUURAf11MVYpNF98CzYu7xCuWIOFZIGzrXwarg=
gjw.direct.	3600	in	ns	decker.ns.cloudflare.com.
gjw.direct.	3600	in	ns	isla.ns.cloudflare.com.
gk88.direct.	3600	in	ns	burt.ns.cloudflare.com.
gk88.direct.	3600	in	ns	elma.ns.cloudflare.com.
gkall.direct.	3600	in	ns	n1.xundns.com.
gkall.direct.	3600	in	ns	n2.xundns.com.
gkv.direct.	3600	in	ns	ns-de.1and1-dns.biz.
gkv.direct.	3600	in	ns	ns-de.1and1-dns.com.
gkv.direct.	3600	in	ns	ns-de.1and1-dns.de.
gkv.direct.	3600	in	ns	ns-de.1and1-dns.org.
gl.direct.	3600	in	ns	ns1.directorysecure.com.
gl.direct.	3600	in	ns	ns2.directorysecure.com.
gladstone.direct.	3600	in	ns	ns1.golocaldirect.online.
gladstone.direct.	3600	in	ns	ns2.golocaldirect.online.
glas.direct.	3600	in	ns	ns1.palladius.sui-inter.net.
glas.direct.	3600	in	ns	ns2.palladius.sui-inter.net.
glass.direct.	3600	in	ns	ns29.domaincontrol.com.
glass.direct.	3600	in	ns	ns30.domaincontrol.com.
glass4u.direct.	3600	in	ns	ns11.domaincontrol.com.
glass4u.direct.	3600	in	ns	ns12.domaincontrol.com.
glassboards.direct.	3600	in	ns	ns07.domaincontrol.com.
glassboards.direct.	3600	in	ns	ns08.domaincontrol.com.
glasscurtains.direct.	3600	in	ds	16420 8 2 76DB9B0460AEA965EAAA797967811DF16D48AD0211786F9D06118F0702E8C809
glasscurtains.direct.	3600	in	ns	dns102.ovh.net.
glasscurtains.direct.	3600	in	ns	ns102.ovh.net.
glasscurtains.direct.	3600	in	rrsig	DS 8 2 3600 20250930153016 20250909143016 27873 direct. QMeNNwmaigfaLJSoq0XKfVsf2JutXBIBdBA6ernODaSIrTwX6cBE6UCltxIbMxHoiUnjxEWlulecMaVnQuId0CglEfWy9ae+5r+hgeTPG+hkQk4+/0E+b1nz6sRhh9Wi+iFJn0TZQE6KyU0Yv769gwr9OWute9jULFEHeWADiSU=
glassequipment.direct.	3600	in	ns	ns-cloud-a1.googledomains.com.
glassequipment.direct.	3600	in	ns	ns-cloud-a2.googledomains.com.
glassequipment.direct.	3600	in	ns	ns-cloud-a3.googledomains.com.
glassequipment.direct.	3600	in	ns	ns-cloud-a4.googledomains.com.
glasses.direct.	3600	in	ns	dns1.cscdns.net.
glasses.direct.	3600	in	ns	dns2.cscdns.net.
glasshouse.direct.	3600	in	ns	ns-1442.awsdns-52.org.
glasshouse.direct.	3600	in	ns	ns-1897.awsdns-45.co.uk.
glasshouse.direct.	3600	in	ns	ns-68.awsdns-08.com.
glasshouse.direct.	3600	in	ns	ns-940.awsdns-53.net.
glassofwine.direct.	3600	in	ns	ns1.eurodns.com.
