gmbh.	3600	in	soa	v0n0.nic.gmbh. hostmaster.donuts.email. 1759367345 7200 900 1209600 3600
bstech.gmbh.	3600	in	ns	docks04.rzone.de.
bstech.gmbh.	3600	in	ns	shades14.rzone.de.
bstf.gmbh.	3600	in	ns	ns1.gmxnet.de.
bstf.gmbh.	3600	in	ns	ns2.gmxnet.de.
bstf.gmbh.	3600	in	ns	ns3.gmxnet.de.
bstf.gmbh.	3600	in	ns	ns4.gmxnet.de.
bstools.gmbh.	3600	in	ns	docks15.rzone.de.
bstools.gmbh.	3600	in	ns	shades06.rzone.de.
bsu.gmbh.	3600	in	ns	docks11.rzone.de.
bsu.gmbh.	3600	in	ns	shades19.rzone.de.
bsv.gmbh.	3600	in	ns	a.ns14.net.
bsv.gmbh.	3600	in	ns	b.ns14.net.
bsv.gmbh.	3600	in	ns	c.ns14.net.
bsv.gmbh.	3600	in	ns	d.ns14.net.
bsvt.gmbh.	3600	in	ns	docks19.rzone.de.
bsvt.gmbh.	3600	in	ns	shades17.rzone.de.
bsw-consult.gmbh.	3600	in	ds	3808 13 2 E4A654B1D85097ECECE461EDDFA5013E72566346E11F8946DE1E2D8A3DF11774
bsw-consult.gmbh.	3600	in	ns	pns11.cloudns.net.
bsw-consult.gmbh.	3600	in	ns	pns12.cloudns.net.
bsw-consult.gmbh.	3600	in	ns	pns13.cloudns.net.
bsw-consult.gmbh.	3600	in	ns	pns14.cloudns.net.
bsw-consult.gmbh.	3600	in	rrsig	DS 8 2 3600 20251022154921 20251001144921 24861 gmbh. EpeZleopCESs9HlG3v0t4iYKJQttcRWqeiQwNeKSWW0Ppli9sErOgck78Fos57AgfRE+nZbRhYsQrmJyEewUOjjJqg4DG63aJwX5z+eG08yIg8LuXp1bTcdgD08fiUENbiySZi60yatQDeiGsbzCbKxBIgLGgOCu/njy8H1dym4=
bsw.gmbh.	3600	in	ns	chemnitz.nic.xlink.net.
bsw.gmbh.	3600	in	ns	ulm.nic.xlink.net.
bt-matter.gmbh.	3600	in	ns	ns3.mmdns.de.
bt-matter.gmbh.	3600	in	ns	ns4.mmdns.de.
bt-matter.gmbh.	3600	in	ns	ns5.mmdns.de.
bt-matter.gmbh.	3600	in	ns	ns6.mmdns.de.
bt-plan.gmbh.	3600	in	ns	ns1.cbxnet.de.
bt-plan.gmbh.	3600	in	ns	ns3.cbxnet.de.
bt-service.gmbh.	3600	in	ns	ns69.domaincontrol.com.
bt-service.gmbh.	3600	in	ns	ns70.domaincontrol.com.
btb.gmbh.	3600	in	ns	ns.udag.de.
btb.gmbh.	3600	in	ns	ns.udag.net.
btb.gmbh.	3600	in	ns	ns.udag.org.
btc.gmbh.	3600	in	ns	ns1.afternic.com.
btc.gmbh.	3600	in	ns	ns2.afternic.com.
btcpay.gmbh.	3600	in	ns	ns-1292.awsdns-33.org.
btcpay.gmbh.	3600	in	ns	ns-1685.awsdns-18.co.uk.
btcpay.gmbh.	3600	in	ns	ns-216.awsdns-27.com.
btcpay.gmbh.	3600	in	ns	ns-732.awsdns-27.net.
btde.gmbh.	3600	in	ns	ns1a.dodns.net.
btde.gmbh.	3600	in	ns	ns2a.dodns.net.
btelligent.gmbh.	3600	in	ns	arushi.ns.cloudflare.com.
btelligent.gmbh.	3600	in	ns	matteo.ns.cloudflare.com.
btf.gmbh.	3600	in	ns	ns1.tcm-isp.de.
btf.gmbh.	3600	in	ns	ns2.tcm-isp.de.
btg-feldberg.gmbh.	3600	in	ns	root-dns.netcup.net.
btg-feldberg.gmbh.	3600	in	ns	second-dns.netcup.net.
btg-feldberg.gmbh.	3600	in	ns	third-dns.netcup.net.
bth.gmbh.	3600	in	ns	a.ns14.net.
bth.gmbh.	3600	in	ns	b.ns14.net.
bth.gmbh.	3600	in	ns	c.ns14.net.
bth.gmbh.	3600	in	ns	d.ns14.net.
bti.gmbh.	3600	in	ns	ns1027.ui-dns.de.
bti.gmbh.	3600	in	ns	ns1063.ui-dns.org.
bti.gmbh.	3600	in	ns	ns1072.ui-dns.biz.
bti.gmbh.	3600	in	ns	ns1109.ui-dns.com.
btit.gmbh.	3600	in	ns	ns1.bergertouristik.de.
btit.gmbh.	3600	in	ns	pdns02.domaincontrol.com.
btl-logistik.gmbh.	3600	in	ns	ns1057.ui-dns.com.
btl-logistik.gmbh.	3600	in	ns	ns1087.ui-dns.de.
btl-logistik.gmbh.	3600	in	ns	ns1090.ui-dns.org.
btl-logistik.gmbh.	3600	in	ns	ns1104.ui-dns.biz.
btl.gmbh.	3600	in	ns	ns1065.ui-dns.org.
btl.gmbh.	3600	in	ns	ns1088.ui-dns.biz.
btl.gmbh.	3600	in	ns	ns1113.ui-dns.de.
btl.gmbh.	3600	in	ns	ns1120.ui-dns.com.
btlbrandschutz.gmbh.	3600	in	ns	ns1024.ui-dns.biz.
btlbrandschutz.gmbh.	3600	in	ns	ns1024.ui-dns.org.
btlbrandschutz.gmbh.	3600	in	ns	ns1038.ui-dns.com.
btlbrandschutz.gmbh.	3600	in	ns	ns1073.ui-dns.de.
btlservice.gmbh.	3600	in	ns	ns1024.ui-dns.biz.
btlservice.gmbh.	3600	in	ns	ns1024.ui-dns.org.
btlservice.gmbh.	3600	in	ns	ns1038.ui-dns.com.
btlservice.gmbh.	3600	in	ns	ns1073.ui-dns.de.
btm.gmbh.	3600	in	ns	ns1.wordpress.com.
btm.gmbh.	3600	in	ns	ns2.wordpress.com.
btm.gmbh.	3600	in	ns	ns3.wordpress.com.
btms.gmbh.	3600	in	ds	50820 13 2 4A9AB470C99AB55B547F857A216A79D24ED004A7AAA66F51D4713305E53D38F8
btms.gmbh.	3600	in	ns	ns.udag.de.
btms.gmbh.	3600	in	ns	ns.udag.net.
btms.gmbh.	3600	in	ns	ns.udag.org.
btms.gmbh.	3600	in	rrsig	DS 8 2 3600 20251022154921 20251001144921 24861 gmbh. 3m/MBTzzFdQA3fHddBHXSAxMbFFhh8BJLwQ98bLmmNI75YKefwAl7Fh6Che990sLUiK2+Vj6bE6QHPeMxaMwRyGIy+DTDTp0U0bUU8y/FB0WACixRa4Gj2OV6x8MfdFxJFMZp3MeBCbEURA3iCeTuqsVmKj7MVOzdTo+6sL01Gg=
btn-nord.gmbh.	3600	in	ns	ns.udag.de.
btn-nord.gmbh.	3600	in	ns	ns.udag.net.
btn-nord.gmbh.	3600	in	ns	ns.udag.org.
btn.gmbh.	3600	in	ns	ns.udag.de.
btn.gmbh.	3600	in	ns	ns.udag.net.
btn.gmbh.	3600	in	ns	ns.udag.org.
bto.gmbh.	3600	in	ns	ns.udag.de.
bto.gmbh.	3600	in	ns	ns.udag.net.
bto.gmbh.	3600	in	ns	ns.udag.org.
btob.gmbh.	3600	in	ns	cns1.alfahosting.info.
btob.gmbh.	3600	in	ns	cns2.alfahosting.info.
btob.gmbh.	3600	in	ns	cns3.alfahosting.info.
btr.gmbh.	3600	in	ns	ns.udag.de.
btr.gmbh.	3600	in	ns	ns.udag.net.
btr.gmbh.	3600	in	ns	ns.udag.org.
btrusi9j56rconij1j3c14ocnorrrq0g.gmbh.	3600	in	nsec3	1 1 0 73 BU5D09OFTN95R1K88FRB9EOO9E7P28FO NS DS RRSIG
btrusi9j56rconij1j3c14ocnorrrq0g.gmbh.	3600	in	rrsig	NSEC3 8 2 3600 20251022154921 20251001144921 24861 gmbh. XVQHz2A6FL7DdbYDXrTH5EHLyoLFfO8Owo6feMzl8j3jiizGYJib40aJG82VYQ7CohpvjxXg+vsHJH//Bwa/g6diiNK89GP0qGdVkGaUk+OsH0uudO/09kcwvEjvjM5n40zWGmaXhBY69X4t6RSTD6p0W0B0xakIQv8CsyvkVDI=
bts-bahnservice.gmbh.	3600	in	ns	docks12.rzone.de.
bts-bahnservice.gmbh.	3600	in	ns	shades02.rzone.de.
bts.gmbh.	3600	in	ns	ns75.domaincontrol.com.
bts.gmbh.	3600	in	ns	ns76.domaincontrol.com.
btsolutions.gmbh.	3600	in	ns	docks01.rzone.de.
btsolutions.gmbh.	3600	in	ns	shades17.rzone.de.
btt.gmbh.	3600	in	ns	ns1056.ui-dns.de.
btt.gmbh.	3600	in	ns	ns1072.ui-dns.biz.
btt.gmbh.	3600	in	ns	ns1113.ui-dns.org.
btt.gmbh.	3600	in	ns	ns1123.ui-dns.com.
bttr.gmbh.	3600	in	ns	ns1.hoststar.hosting.
bttr.gmbh.	3600	in	ns	ns2.hoststar.hosting.
btuh.gmbh.	3600	in	ns	ns-de.1and1-dns.biz.
btuh.gmbh.	3600	in	ns	ns-de.1and1-dns.com.
btuh.gmbh.	3600	in	ns	ns-de.1and1-dns.de.
btuh.gmbh.	3600	in	ns	ns-de.1and1-dns.org.
btw-it.gmbh.	3600	in	ns	ns-de.1and1-dns.biz.
btw-it.gmbh.	3600	in	ns	ns-de.1and1-dns.com.
btw-it.gmbh.	3600	in	ns	ns-de.1and1-dns.de.
btw-it.gmbh.	3600	in	ns	ns-de.1and1-dns.org.
btw.gmbh.	3600	in	ns	root-dns.netcup.net.
btw.gmbh.	3600	in	ns	second-dns.netcup.net.
btw.gmbh.	3600	in	ns	third-dns.netcup.net.
btx.gmbh.	3600	in	ns	ns1.bdm.microsoftonline.com.
btx.gmbh.	3600	in	ns	ns2.bdm.microsoftonline.com.
btx.gmbh.	3600	in	ns	ns3.bdm.microsoftonline.com.
btx.gmbh.	3600	in	ns	ns4.bdm.microsoftonline.com.
bu-st.gmbh.	3600	in	ns	ns-1434.awsdns-51.org.
bu-st.gmbh.	3600	in	ns	ns-1576.awsdns-05.co.uk.
bu-st.gmbh.	3600	in	ns	ns-305.awsdns-38.com.
bu-st.gmbh.	3600	in	ns	ns-900.awsdns-48.net.
bu-weltweit.gmbh.	3600	in	ns	docks15.rzone.de.
bu-weltweit.gmbh.	3600	in	ns	shades04.rzone.de.
bu5d09oftn95r1k88frb9eoo9e7p28fo.gmbh.	3600	in	nsec3	1 1 0 73 BU71AHFIUR0BFUJL446RRHEQFH2J538E NS DS RRSIG
bu5d09oftn95r1k88frb9eoo9e7p28fo.gmbh.	3600	in	rrsig	NSEC3 8 2 3600 20251022154921 20251001144921 24861 gmbh. Oh3pvRbzyk3G6dPqXnB9MuyPBAsoy2SRkPU6jeaQNP/FUMJwKswFcG6nebVpk2+Ewa2LEiywTS2k7FgQxwJxzPz747cbCX9xDT3lR75TWT5IIcoA7UcMsHflhOs4LiVT1w2RFC8MAtAKix7+nMGJLcMFKOVterjppHpfBBGj59I=
bu71ahfiur0bfujl446rrheqfh2j538e.gmbh.	3600	in	nsec3	1 1 0 73 BV68JBSP9VVD6N2J92MGFO0V75404NU2 NS DS RRSIG
bu71ahfiur0bfujl446rrheqfh2j538e.gmbh.	3600	in	rrsig	NSEC3 8 2 3600 20251022154921 20251001144921 24861 gmbh. i4zeXBNNL311kIACG4kYUqoao3sWJYfhEPAuxkS2iSHfvs+ViusrrvX9kibVml+FxFSYGKIt8orNuHOM4p7vUEcHNxBjWT9LQs8UX2RXYRUyEQje0uOBSGSGHxcClmonRbMA+9S8RcMweNYfzpBiE4MrHfKV9JHVe1ZArsvfe7k=
bub.gmbh.	3600	in	ns	ns1a.dodns.net.
bub.gmbh.	3600	in	ns	ns2a.dodns.net.
bubestinger.gmbh.	3600	in	ns	ns2.ilongo.at.
bubestinger.gmbh.	3600	in	ns	server.mdot.at.
bubi.gmbh.	3600	in	ns	ns1044.ui-dns.com.
bubi.gmbh.	3600	in	ns	ns1075.ui-dns.biz.
bubi.gmbh.	3600	in	ns	ns1103.ui-dns.org.
bubi.gmbh.	3600	in	ns	ns1118.ui-dns.de.
buc.gmbh.	3600	in	ns	ns1070.ui-dns.biz.
buc.gmbh.	3600	in	ns	ns1082.ui-dns.org.
buc.gmbh.	3600	in	ns	ns1088.ui-dns.de.
buc.gmbh.	3600	in	ns	ns1110.ui-dns.com.
buch.gmbh.	3600	in	ns	ns-de.1and1-dns.biz.
buch.gmbh.	3600	in	ns	ns-de.1and1-dns.com.
buch.gmbh.	3600	in	ns	ns-de.1and1-dns.de.
buch.gmbh.	3600	in	ns	ns-de.1and1-dns.org.
bucharestphilharmonicorchestra.gmbh.	3600	in	ns	docks11.rzone.de.
bucharestphilharmonicorchestra.gmbh.	3600	in	ns	shades16.rzone.de.
buchberger.gmbh.	3600	in	ns	ns.udag.de.
buchberger.gmbh.	3600	in	ns	ns.udag.net.
buchberger.gmbh.	3600	in	ns	ns.udag.org.
buchfuehrungsprofi.gmbh.	3600	in	ns	ns1066.ui-dns.biz.
buchfuehrungsprofi.gmbh.	3600	in	ns	ns1072.ui-dns.org.
buchfuehrungsprofi.gmbh.	3600	in	ns	ns1123.ui-dns.de.
buchfuehrungsprofi.gmbh.	3600	in	ns	ns1126.ui-dns.com.
buchhaltung.gmbh.	3600	in	ns	ns.udag.de.
buchhaltung.gmbh.	3600	in	ns	ns.udag.net.
buchhaltung.gmbh.	3600	in	ns	ns.udag.org.
buchhaltungsprofi.gmbh.	3600	in	ns	ns1017.ui-dns.biz.
buchhaltungsprofi.gmbh.	3600	in	ns	ns1019.ui-dns.org.
buchhaltungsprofi.gmbh.	3600	in	ns	ns1055.ui-dns.com.
buchhaltungsprofi.gmbh.	3600	in	ns	ns1104.ui-dns.de.
buchheister-loss.gmbh.	3600	in	ns	ns01.securewebsystems.net.
buchheister-loss.gmbh.	3600	in	ns	ns02.securewebsystems.net.
buchheit.gmbh.	3600	in	ns	docks10.rzone.de.
buchheit.gmbh.	3600	in	ns	shades19.rzone.de.
buchholz.gmbh.	3600	in	ns	docks16.rzone.de.
buchholz.gmbh.	3600	in	ns	shades04.rzone.de.
buchler.gmbh.	3600	in	ns	nsa2.schlundtech.de.
buchler.gmbh.	3600	in	ns	nsb2.schlundtech.de.
buchler.gmbh.	3600	in	ns	nsc2.schlundtech.de.
buchler.gmbh.	3600	in	ns	nsd2.schlundtech.de.
buchloh.gmbh.	3600	in	ns	ns.udag.de.
buchloh.gmbh.	3600	in	ns	ns.udag.net.
buchloh.gmbh.	3600	in	ns	ns.udag.org.
buchmann.gmbh.	3600	in	ns	ns1045.ui-dns.org.
buchmann.gmbh.	3600	in	ns	ns1058.ui-dns.biz.
buchmann.gmbh.	3600	in	ns	ns1067.ui-dns.de.
buchmann.gmbh.	3600	in	ns	ns1106.ui-dns.com.
buchmuehlen.gmbh.	3600	in	ns	docks13.rzone.de.
buchmuehlen.gmbh.	3600	in	ns	shades05.rzone.de.
buchner.gmbh.	3600	in	ns	a.ns14.net.
buchner.gmbh.	3600	in	ns	b.ns14.net.
buchner.gmbh.	3600	in	ns	c.ns14.net.
buchner.gmbh.	3600	in	ns	d.ns14.net.
buchungsservice.gmbh.	3600	in	ns	ns1031.ui-dns.biz.
buchungsservice.gmbh.	3600	in	ns	ns1052.ui-dns.com.
buchungsservice.gmbh.	3600	in	ns	ns1088.ui-dns.org.
buchungsservice.gmbh.	3600	in	ns	ns1101.ui-dns.de.
buck.gmbh.	3600	in	ns	ns1.issociate.de.
buck.gmbh.	3600	in	ns	ns2.issociate.de.
buck.gmbh.	3600	in	ns	ns3.issociate.de.
buck.gmbh.	3600	in	ns	ns4.issociate.de.
buckreus.gmbh.	3600	in	ns	ns1.nshost2.de.
buckreus.gmbh.	3600	in	ns	ns2.nshost2.de.
buckreus.gmbh.	3600	in	ns	ns3.nshost2.net.
bud.gmbh.	3600	in	ns	a.ns14.net.
bud.gmbh.	3600	in	ns	b.ns14.net.
bud.gmbh.	3600	in	ns	c.ns14.net.
bud.gmbh.	3600	in	ns	d.ns14.net.
budde.gmbh.	3600	in	ns	ns1.tt-media.tv.
budde.gmbh.	3600	in	ns	ns2.tt-media.tv.
buddha.gmbh.	3600	in	ns	ns.udag.de.
buddha.gmbh.	3600	in	ns	ns.udag.net.
buddha.gmbh.	3600	in	ns	ns.udag.org.
buderus.gmbh.	3600	in	ns	ns-de.1and1-dns.biz.
buderus.gmbh.	3600	in	ns	ns-de.1and1-dns.com.
buderus.gmbh.	3600	in	ns	ns-de.1and1-dns.de.
buderus.gmbh.	3600	in	ns	ns-de.1and1-dns.org.
budi-real.gmbh.	3600	in	ns	docks19.rzone.de.
budi-real.gmbh.	3600	in	ns	shades01.rzone.de.
buechele.gmbh.	3600	in	ns	ns1050.ui-dns.org.
buechele.gmbh.	3600	in	ns	ns1051.ui-dns.com.
buechele.gmbh.	3600	in	ns	ns1060.ui-dns.de.
buechele.gmbh.	3600	in	ns	ns1086.ui-dns.biz.
buechs.gmbh.	3600	in	ns	ns1.web.de.
buechs.gmbh.	3600	in	ns	ns2.web.de.
buechs.gmbh.	3600	in	ns	ns3.web.de.
buechs.gmbh.	3600	in	ns	ns4.web.de.
bueckendorf.gmbh.	3600	in	ns	docks06.rzone.de.
bueckendorf.gmbh.	3600	in	ns	shades05.rzone.de.
buegler.gmbh.	3600	in	ns	ns.udag.de.
buegler.gmbh.	3600	in	ns	ns.udag.net.
buegler.gmbh.	3600	in	ns	ns.udag.org.
buehler.gmbh.	3600	in	ns	docks16.rzone.de.
buehler.gmbh.	3600	in	ns	shades19.rzone.de.
buender.gmbh.	3600	in	ns	ns1029.ui-dns.org.
buender.gmbh.	3600	in	ns	ns1080.ui-dns.biz.
buender.gmbh.	3600	in	ns	ns1082.ui-dns.com.
buender.gmbh.	3600	in	ns	ns1114.ui-dns.de.
buerger.gmbh.	3600	in	ns	docks10.rzone.de.
buerger.gmbh.	3600	in	ns	shades17.rzone.de.
buergerprojekt.gmbh.	3600	in	ns	ns1028.ui-dns.org.
buergerprojekt.gmbh.	3600	in	ns	ns1038.ui-dns.de.
buergerprojekt.gmbh.	3600	in	ns	ns1096.ui-dns.biz.
buergerprojekt.gmbh.	3600	in	ns	ns1120.ui-dns.com.
buergerwatt.gmbh.	3600	in	ns	ns1028.ui-dns.org.
buergerwatt.gmbh.	3600	in	ns	ns1038.ui-dns.de.
buergerwatt.gmbh.	3600	in	ns	ns1096.ui-dns.biz.
buergerwatt.gmbh.	3600	in	ns	ns1120.ui-dns.com.
buergerwind.gmbh.	3600	in	ns	ns1030.ui-dns.com.
buergerwind.gmbh.	3600	in	ns	ns1038.ui-dns.de.
buergerwind.gmbh.	3600	in	ns	ns1062.ui-dns.org.
buergerwind.gmbh.	3600	in	ns	ns1096.ui-dns.biz.
buergerwindpark.gmbh.	3600	in	ns	ns-de.1and1-dns.biz.
buergerwindpark.gmbh.	3600	in	ns	ns-de.1and1-dns.com.
buergerwindpark.gmbh.	3600	in	ns	ns-de.1and1-dns.de.
buergerwindpark.gmbh.	3600	in	ns	ns-de.1and1-dns.org.
buergli-treuhand.gmbh.	3600	in	ns	ns1039.ui-dns.com.
buergli-treuhand.gmbh.	3600	in	ns	ns1057.ui-dns.org.
buergli-treuhand.gmbh.	3600	in	ns	ns1078.ui-dns.biz.
buergli-treuhand.gmbh.	3600	in	ns	ns1111.ui-dns.de.
buerk-zeitsysteme.gmbh.	3600	in	ns	ns-de.1and1-dns.biz.
buerk-zeitsysteme.gmbh.	3600	in	ns	ns-de.1and1-dns.com.
buerk-zeitsysteme.gmbh.	3600	in	ns	ns-de.1and1-dns.de.
buerk-zeitsysteme.gmbh.	3600	in	ns	ns-de.1and1-dns.org.
buerk.gmbh.	3600	in	ns	ns1a.dodns.net.
buerk.gmbh.	3600	in	ns	ns2a.dodns.net.
buerkle.gmbh.	3600	in	ns	ns05.domaincontrol.com.
buerkle.gmbh.	3600	in	ns	ns06.domaincontrol.com.
buero.gmbh.	3600	in	ns	root-dns.netcup.net.
buero.gmbh.	3600	in	ns	second-dns.netcup.net.
buero.gmbh.	3600	in	ns	third-dns.netcup.net.
buerocenter-lohnerhof.gmbh.	3600	in	ns	ns1064.ui-dns.org.
buerocenter-lohnerhof.gmbh.	3600	in	ns	ns1114.ui-dns.de.
buerocenter-lohnerhof.gmbh.	3600	in	ns	ns1119.ui-dns.biz.
buerocenter-lohnerhof.gmbh.	3600	in	ns	ns1123.ui-dns.com.
bueroland.gmbh.	3600	in	ns	ns.udag.de.
bueroland.gmbh.	3600	in	ns	ns.udag.net.
bueroland.gmbh.	3600	in	ns	ns.udag.org.
bueromoebel-experte.gmbh.	3600	in	ns	nsa3.schlundtech.de.
bueromoebel-experte.gmbh.	3600	in	ns	nsb3.schlundtech.de.
bueromoebel-experte.gmbh.	3600	in	ns	nsc3.schlundtech.de.
bueromoebel-experte.gmbh.	3600	in	ns	nsd3.schlundtech.de.
bueroplus.gmbh.	3600	in	ns	ns.udag.de.
bueroplus.gmbh.	3600	in	ns	ns.udag.net.
bueroplus.gmbh.	3600	in	ns	ns.udag.org.
bueroreinigung.gmbh.	3600	in	ns	ns.udag.de.
bueroreinigung.gmbh.	3600	in	ns	ns.udag.net.
bueroreinigung.gmbh.	3600	in	ns	ns.udag.org.
buessemaker.gmbh.	3600	in	ns	ns1042.ui-dns.org.
buessemaker.gmbh.	3600	in	ns	ns1077.ui-dns.com.
buessemaker.gmbh.	3600	in	ns	ns1100.ui-dns.de.
buessemaker.gmbh.	3600	in	ns	ns1110.ui-dns.biz.
buettner.gmbh.	3600	in	ns	docks15.rzone.de.
buettner.gmbh.	3600	in	ns	shades10.rzone.de.
buf.gmbh.	3600	in	ns	ns5.kasserver.com.
buf.gmbh.	3600	in	ns	ns6.kasserver.com.
buff.gmbh.	3600	in	ns	ns1.ascio.com.
buff.gmbh.	3600	in	ns	ns2.ascio.com.
buff.gmbh.	3600	in	ns	ns3.ascio.com.
buff.gmbh.	3600	in	ns	ns4.ascio.com.
bug-busters.gmbh.	3600	in	ns	docks10.rzone.de.
bug-busters.gmbh.	3600	in	ns	shades12.rzone.de.
bugfix.gmbh.	3600	in	ns	ns.hostpoint.ch.
bugfix.gmbh.	3600	in	ns	ns2.hostpoint.ch.
bugfix.gmbh.	3600	in	ns	ns3.hostpoint.ch.
bugs-international.gmbh.	3600	in	ns	ns1a.dodns.net.
bugs-international.gmbh.	3600	in	ns	ns2a.dodns.net.
bugsbunny.gmbh.	3600	in	ns	docks20.rzone.de.
bugsbunny.gmbh.	3600	in	ns	shades05.rzone.de.
buhtz.gmbh.	3600	in	ns	ns1029.ui-dns.org.
buhtz.gmbh.	3600	in	ns	ns1044.ui-dns.biz.
buhtz.gmbh.	3600	in	ns	ns1091.ui-dns.com.
buhtz.gmbh.	3600	in	ns	ns1122.ui-dns.de.
bui.gmbh.	3600	in	ns	ns1020.ui-dns.biz.
bui.gmbh.	3600	in	ns	ns1056.ui-dns.com.
bui.gmbh.	3600	in	ns	ns1067.ui-dns.de.
bui.gmbh.	3600	in	ns	ns1081.ui-dns.org.
buildeazy.gmbh.	3600	in	ns	ns5.kasserver.com.
buildeazy.gmbh.	3600	in	ns	ns6.kasserver.com.
buildingz.gmbh.	3600	in	ns	dns1.registrar-servers.com.
buildingz.gmbh.	3600	in	ns	dns2.registrar-servers.com.
buildix.gmbh.	3600	in	ns	docks08.rzone.de.
buildix.gmbh.	3600	in	ns	shades08.rzone.de.
buinger.gmbh.	3600	in	ns	q1.dnsservice.net.
buinger.gmbh.	3600	in	ns	q2.dnsservice.net.
bujumburaphilharmonicorchestra.gmbh.	3600	in	ns	carol.ns.cloudflare.com.
bujumburaphilharmonicorchestra.gmbh.	3600	in	ns	sage.ns.cloudflare.com.
buk.gmbh.	3600	in	ds	12329 13 2 D4D96DE1F16469D7BAA805206238613BDF151CEEEF4D90BF22F59DE429DAF80E
buk.gmbh.	3600	in	ns	ns1.domaindiscount24.net.
buk.gmbh.	3600	in	ns	ns2.domaindiscount24.net.
buk.gmbh.	3600	in	ns	ns3.domaindiscount24.net.
buk.gmbh.	3600	in	rrsig	DS 8 2 3600 20251022154921 20251001144921 24861 gmbh. NFbh1ZuUD+D+WtJqL3ftF80cN18mWtA5SqjRMvx3wFNkfHf9NzTmzDnMUSO5RpiNLe6KTfMZD3ILYxpLyLMnnyqkNV/lhMJjuxBFu01fdyVq/26E+USNWtzm5skPenpC6GEBzaqz/QNXPVPqp/cWzpbyMSZWO0ccECfjJxBVDUM=
buko.gmbh.	3600	in	ns	ns243.hoststar.ch.
buko.gmbh.	3600	in	ns	ns244.hoststar.ch.
bulk-tech.gmbh.	3600	in	ns	ns1-tec.de.
bulk-tech.gmbh.	3600	in	ns	ns2-tec.de.
bulktech.gmbh.	3600	in	ns	ns1-tec.de.
bulktech.gmbh.	3600	in	ns	ns2-tec.de.
bull.gmbh.	3600	in	ns	dns1.registrar-servers.com.
bull.gmbh.	3600	in	ns	dns2.registrar-servers.com.
bullach.gmbh.	3600	in	ns	ns69.domaincontrol.com.
bullach.gmbh.	3600	in	ns	ns70.domaincontrol.com.
bulldog-it.gmbh.	3600	in	ns	ns.udag.de.
bulldog-it.gmbh.	3600	in	ns	ns.udag.net.
bulldog-it.gmbh.	3600	in	ns	ns.udag.org.
bullette.gmbh.	3600	in	ns	docks18.rzone.de.
bullette.gmbh.	3600	in	ns	shades18.rzone.de.
bullinger.gmbh.	3600	in	ns	ns1.tec-promotion.de.
bullinger.gmbh.	3600	in	ns	ns2.tec-promotion.de.
bullinger.gmbh.	3600	in	ns	ns3.tec-promotion.de.
bullinger.gmbh.	3600	in	ns	ns4.tec-promotion.de.
bulthaup.gmbh.	3600	in	ns	ns27.domaincontrol.com.
bulthaup.gmbh.	3600	in	ns	ns28.domaincontrol.com.
bulz-estate.gmbh.	3600	in	ns	docks10.rzone.de.
bulz-estate.gmbh.	3600	in	ns	shades11.rzone.de.
buma-betriebs.gmbh.	3600	in	ns	docks19.rzone.de.
buma-betriebs.gmbh.	3600	in	ns	shades10.rzone.de.
buma.gmbh.	3600	in	ns	ns1083.ui-dns.com.
buma.gmbh.	3600	in	ns	ns1090.ui-dns.biz.
buma.gmbh.	3600	in	ns	ns1095.ui-dns.de.
buma.gmbh.	3600	in	ns	ns1101.ui-dns.org.
bumblebee.gmbh.	3600	in	ns	ns31.domaincontrol.com.
bumblebee.gmbh.	3600	in	ns	ns32.domaincontrol.com.
bundd.gmbh.	3600	in	ns	ns1022.ui-dns.org.
bundd.gmbh.	3600	in	ns	ns1031.ui-dns.com.
bundd.gmbh.	3600	in	ns	ns1105.ui-dns.de.
bundd.gmbh.	3600	in	ns	ns1110.ui-dns.biz.
bundeo.gmbh.	3600	in	ns	ns3.stratoserver.net.
bundeo.gmbh.	3600	in	ns	ns4.stratoserver.net.
bundeswehr.gmbh.	3600	in	ns	dns1.nsdns.info.
bundeswehr.gmbh.	3600	in	ns	dns2.nsdns.info.
bundeswehr.gmbh.	3600	in	ns	dns3.nsdns.info.
bundg.gmbh.	3600	in	ds	20275 8 2 7A8D15ABF614B274FBD9718852EF563A21D4AD6013CE749A6570FDB9DE452549
bundg.gmbh.	3600	in	ns	dns113.ovh.net.
bundg.gmbh.	3600	in	ns	ns113.ovh.net.
bundg.gmbh.	3600	in	rrsig	DS 8 2 3600 20251022154921 20251001144921 24861 gmbh. Yary9D6E82EC8nl9/3pf3bjA2j6LDu2Uqu8HynWXa6tBQ71YDjNMwejuwIMuGw4Z0D/5qPcSUVjWPRtKSv8DHyv3Rjx+WhwqY1cbfl3kCb+YM9fW+cS43chptbnaqHSw/lu6q9Hpl1+E3UhsyRoqEvyX2ZidCxNs+QDFPHLvhUw=
bundi.gmbh.	3600	in	ns	ns1.cassius.sui-inter.net.
bundi.gmbh.	3600	in	ns	ns2.cassius.sui-inter.net.
bundp.gmbh.	3600	in	ns	ns47.domaincontrol.com.
bundp.gmbh.	3600	in	ns	ns48.domaincontrol.com.
bunds.gmbh.	3600	in	ns	ns05.domaincontrol.com.
bunds.gmbh.	3600	in	ns	ns06.domaincontrol.com.
bundschuh.gmbh.	3600	in	ns	ns-de.1and1-dns.biz.
bundschuh.gmbh.	3600	in	ns	ns-de.1and1-dns.com.
